candidate_id,title,year,publisher,metadata_source,source_url,final_url,raw_sha256,text_sha256,text_words
DISC-MEDIA-0019,Num Takes Aim At Malema At Jhb Memorial Service For Marikana Victims,2012,Daily Maverick,expanded_media_candidates_discovery_direct.csv,https://www.dailymaverick.co.za/article/2012-08-24-num-takes-aim-at-malema-at-jhb-memorial-service-for-marikana-victims/,https://www.dailymaverick.co.za/article/2012-08-24-num-takes-aim-at-malema-at-jhb-memorial-service-for-marikana-victims/,09f6de0faf6653545b41fb4be5f1dff1b78e5088e1390aeb53d6551d84a11e3d,6ce9cbd8a7c8db6655b2eebaacdc8f87f90dba4cd066c0dffae3b0c75c628da8,920
DISC-MEDIA-0020,Marikana Selebi And The Murder Of Sas Specialist Policing Skills,2012,Daily Maverick,expanded_media_candidates_discovery_direct.csv,https://www.dailymaverick.co.za/article/2012-08-27-marikana-selebi-and-the-murder-of-sas-specialist-policing-skills/,https://www.dailymaverick.co.za/article/2012-08-27-marikana-selebi-and-the-murder-of-sas-specialist-policing-skills/,e375a2897291feb8b954e4b3a70eac5598ccad1719db99926b4e877fda1deff0,3313f5c604227473b6536bf900afa7521cad537038088d6741faf9e7bfb90a8b,1731
DISC-MEDIA-0021,Marikana What Price Will Zuma Pay,2012,Daily Maverick,expanded_media_candidates_discovery_direct.csv,https://www.dailymaverick.co.za/article/2012-08-27-marikana-what-price-will-zuma-pay/,https://www.dailymaverick.co.za/article/2012-08-27-marikana-what-price-will-zuma-pay/,71efc29080bae2e152df7d094a0236797dc9b7c00b042aabc55be6dbe1c6a9d3,282a27c40e95fbcf85b3ba4291b67c57a0bea4162602443ae50747777c71238f,1436
DISC-MEDIA-0022,Marikana Strike Continues New Tensions Evident,2012,Daily Maverick,expanded_media_candidates_discovery_direct.csv,https://www.dailymaverick.co.za/article/2012-08-28-marikana-strike-continues-new-tensions-evident/,https://www.dailymaverick.co.za/article/2012-08-28-marikana-strike-continues-new-tensions-evident/,fdd63de84ecfb7aecd90954e246371d0225893717337e4a15ea112ee2841f8b4,2b3715ae2de2316045465e5b5387cb48a16bdd716bb3c9e234d76d10a033fe75,901
DISC-MEDIA-0023,Marikana Survivors May Be Charged With Murdering Own Comrades,2012,Daily Maverick,expanded_media_candidates_discovery_direct.csv,https://www.dailymaverick.co.za/article/2012-08-30-marikana-survivors-may-be-charged-with-murdering-own-comrades/,https://www.dailymaverick.co.za/article/2012-08-30-marikana-survivors-may-be-charged-with-murdering-own-comrades/,6b83458ae6bdfddc4c29a2bd822d54ccc3d25e5a0e940f6a1caf21a49844b384,b733a9ede0682e60f97d966d28f0a17273cab500ac48ea54ecb43f4cb4cf4a1a,978
DISC-MEDIA-0024,Apartheid And The Marikana Murder Charges A Common Purpose Indeed,2012,Daily Maverick,expanded_media_candidates_discovery_direct.csv,https://www.dailymaverick.co.za/article/2012-08-31-apartheid-and-the-marikana-murder-charges-a-common-purpose-indeed/,https://www.dailymaverick.co.za/article/2012-08-31-apartheid-and-the-marikana-murder-charges-a-common-purpose-indeed/,4bf69bda4d8bcc2c92de90ea760f0b771f3cc99191a19de4c880a73c471a019b,86d150c245dde26ed3cf090c2ebc31ba3c6035ad84a259018feed339fe0bcdbc,1658
DISC-MEDIA-0025,Far Away From Murder Fields Of Marikana A Funeral,2012,Daily Maverick,expanded_media_candidates_discovery_direct.csv,https://www.dailymaverick.co.za/article/2012-09-03-far-away-from-murder-fields-of-marikana-a-funeral/,https://www.dailymaverick.co.za/article/2012-09-03-far-away-from-murder-fields-of-marikana-a-funeral/,c802860ab8da1073bae30b5bdd90d78a1f322091117c7a4ae3ca48af365a9794,8a36cd05468f054433e78dfcc21f0a681b21fa91ceb743c8e5de4702d144f034,941
DISC-MEDIA-0026,Marikana And Mangaung Where Tragedy And Political Theatre Meet,2012,Daily Maverick,expanded_media_candidates_discovery_direct.csv,https://www.dailymaverick.co.za/article/2012-09-03-marikana-and-mangaung-where-tragedy-and-political-theatre-meet/,https://www.dailymaverick.co.za/article/2012-09-03-marikana-and-mangaung-where-tragedy-and-political-theatre-meet/,353b9507cdf45ac4f82c11e41d10226f92a54d5c82f6a284ce96668b263fe48f,716c791799bc59f72176dbbdac50f98ffe3e133828b8108d98ab44daa51dc3de,1219
DISC-MEDIA-0027,Marikana Civil Society Demands Justice And Truth,2012,Daily Maverick,expanded_media_candidates_discovery_direct.csv,https://www.dailymaverick.co.za/article/2012-09-03-marikana-civil-society-demands-justice-and-truth/,https://www.dailymaverick.co.za/article/2012-09-03-marikana-civil-society-demands-justice-and-truth/,a763e36da342a6acd8fc643baaee6f4777ec4f19831f9342b13229798d6ca8fa,f2f3c22681293e4e6c1551642c2be4acb1aa89df314dc8ed9046678a9ca8b670,1161
DISC-MEDIA-0028,Marikana A Common Purpose For 162 Miners Freedom,2012,Daily Maverick,expanded_media_candidates_discovery_direct.csv,https://www.dailymaverick.co.za/article/2012-09-04-marikana-a-common-purpose-for-162-miners-freedom/,https://www.dailymaverick.co.za/article/2012-09-04-marikana-a-common-purpose-for-162-miners-freedom/,2d10469db3dfa3b64b4c8d7148ac5d226e5c2db12014789f1e23c76cd5a368fc,e7a250809bfb2ab30950a3bea47b411f13159d192064d32615d1f91057f1a144,1971
DISC-MEDIA-0029,Marikana Freed Miners Speak Of Torture In Police Cells,2012,Daily Maverick,expanded_media_candidates_discovery_direct.csv,https://www.dailymaverick.co.za/article/2012-09-04-marikana-freed-miners-speak-of-torture-in-police-cells/,https://www.dailymaverick.co.za/article/2012-09-04-marikana-freed-miners-speak-of-torture-in-police-cells/,8055c7179b4471557b3609070955c887916d4a2fa25072fb6c0d02e23dacd4c5,606e92ddb00425988a4e40d2d2c9d91a62ea96272ae2aeaf978fc6283cb90727,1054
DISC-MEDIA-0030,Lonmin Marikanas Near Total Stay Away,2012,Daily Maverick,expanded_media_candidates_discovery_direct.csv,https://www.dailymaverick.co.za/article/2012-09-05-lonmin-marikanas-near-total-stay-away/,https://www.dailymaverick.co.za/article/2012-09-05-lonmin-marikanas-near-total-stay-away/,a9340364f5d8fc9b704680a23c199771cadd94787ba69a7354202e28fdc7ed54,7fd8b03c7abcadc109b61ff51d159fe84ada6c4c5427a72110be2e77615d0187,712
DISC-MEDIA-0031,Marikana Tide Is Turning Against Police As Miners Lay Charge Of Torture,2012,Daily Maverick,expanded_media_candidates_discovery_direct.csv,https://www.dailymaverick.co.za/article/2012-09-05-marikana-tide-is-turning-against-police-as-miners-lay-charge-of-torture/,https://www.dailymaverick.co.za/article/2012-09-05-marikana-tide-is-turning-against-police-as-miners-lay-charge-of-torture/,7cf3b1ce0a99c034ed252d30713c1c18dee41a88e0b9a3785dc043422a4c4af4,cfd08c12dac7e6f867a07efd03e16fb6e725202bd80f5deccc6a1fe4982823c5,499
DISC-MEDIA-0032,Farlam Commission Finding Truths In The Marikana Labyrinth,2012,Daily Maverick,expanded_media_candidates_discovery_direct.csv,https://www.dailymaverick.co.za/article/2012-09-06-farlam-commission-finding-truths-in-the-marikana-labyrinth/,https://www.dailymaverick.co.za/article/2012-09-06-farlam-commission-finding-truths-in-the-marikana-labyrinth/,0c4008bfc3e3afd461feb046a32e85da1eea6296792e1a9787d5d2d22c2fb7e2,64181a66bcf0f5624a0558a56a730d26b6b98670eec5b6c1f623218b51ddb818,1362
DISC-MEDIA-0033,Marikana A Mining Town On Edge,2012,Daily Maverick,expanded_media_candidates_discovery_direct.csv,https://www.dailymaverick.co.za/article/2012-09-06-marikana-a-mining-town-on-edge/,https://www.dailymaverick.co.za/article/2012-09-06-marikana-a-mining-town-on-edge/,98159a81bc2ddc4e3b8a52634123d01b67677754b8446820877d7bf402a89c1b,686e75f7c8a51d47ecc4c11186ba770538e5d49b4e9bcf7d39ee7f4a98fc4881,1043
DISC-MEDIA-0034,Marikana How Much Will It Cost South Africa,2012,Daily Maverick,expanded_media_candidates_discovery_direct.csv,https://www.dailymaverick.co.za/article/2012-09-06-marikana-how-much-will-it-cost-south-africa/,https://www.dailymaverick.co.za/article/2012-09-06-marikana-how-much-will-it-cost-south-africa/,51ea30646f93df377323c4147e1188578656d32f91f4c1f7f4ea4f5f4c855131,fd6df1c9a6e99d3c00e987c791f5d8211460c24a743b3e45e9fed30b2b17fe3a,1232
DISC-MEDIA-0035,Marikana Strikers Send Down Tools Or Else Message To Remaining Lonmin Employees,2012,Daily Maverick,expanded_media_candidates_discovery_direct.csv,https://www.dailymaverick.co.za/article/2012-09-06-marikana-strikers-send-down-tools-or-else-message-to-remaining-lonmin-employees/,https://www.dailymaverick.co.za/article/2012-09-06-marikana-strikers-send-down-tools-or-else-message-to-remaining-lonmin-employees/,ad73cf622679c75134f4614beeee8d259dfd31203b07913359feba620349e360,a4e8c259bd097703d7ec9091ea7d635406e9ca10f70f524b9405feacf9948c62,958
DISC-MEDIA-0036,Marikana The Investigations Integrity Compromised As Small Koppies Crime Scene Defaced,2012,Daily Maverick,expanded_media_candidates_discovery_direct.csv,https://www.dailymaverick.co.za/article/2012-09-07-marikana-the-investigations-integrity-compromised-as-small-koppies-crime-scene-defaced/,https://www.dailymaverick.co.za/article/2012-09-07-marikana-the-investigations-integrity-compromised-as-small-koppies-crime-scene-defaced/,d60379ccee127d68f777af39ca27175bf959962fb862cb5c6e7e05f0e1546ac2,36a2eb106f4c112dc4eea0b77ec225183c965f36c05c1dd1ea9c2026c5bd2cf0,1344
DISC-MEDIA-0037,Analysis The Worthless Marikana Peace Accord,2012,Daily Maverick,expanded_media_candidates_discovery_direct.csv,https://www.dailymaverick.co.za/article/2012-09-10-analysis-the-worthless-marikana-peace-accord/,https://www.dailymaverick.co.za/article/2012-09-10-analysis-the-worthless-marikana-peace-accord/,519dd243ff2034cd19dbe8aa96dafc7242ce966eb393167afd27dd97a28ea09f,0d72b132c265764956bbef0285d861a8b13c08c5131c36b585875d22689c7e4b,1151
DISC-MEDIA-0038,Marikana Gift Of The Givers Brings Food To Striking Miners,2012,Daily Maverick,expanded_media_candidates_discovery_direct.csv,https://www.dailymaverick.co.za/article/2012-09-10-marikana-gift-of-the-givers-brings-food-to-striking-miners/,https://www.dailymaverick.co.za/article/2012-09-10-marikana-gift-of-the-givers-brings-food-to-striking-miners/,555395047681a4534dcb09aed7f1c2b0e287ab2c6871a0d8a6d91de7326e880f,5ca037778e23f027fa9ccfe940a7e0fa1ba522db214b508b85bc8b36505c8de6,1320
DISC-MEDIA-0039,Plotting Sas Post Marikana Scenarios Grim Pictures Dominate,2012,Daily Maverick,expanded_media_candidates_discovery_direct.csv,https://www.dailymaverick.co.za/article/2012-09-11-plotting-sas-post-marikana-scenarios-grim-pictures-dominate/,https://www.dailymaverick.co.za/article/2012-09-11-plotting-sas-post-marikana-scenarios-grim-pictures-dominate/,53d510842e68e493d315c9c4a961b4c50646d7752722316ccfa6cfb6985b0c10,e68605f158399db06d1b457f3a8cb631139bebeb427c0a5b381eb471aca380c3,1284
DISC-MEDIA-0040,Reporters Notebook A Day In Marikanas Theatre Of The Absurd,2012,Daily Maverick,expanded_media_candidates_discovery_direct.csv,https://www.dailymaverick.co.za/article/2012-09-11-reporters-notebook-a-day-in-marikanas-theatre-of-the-absurd/,https://www.dailymaverick.co.za/article/2012-09-11-reporters-notebook-a-day-in-marikanas-theatre-of-the-absurd/,654f23f72aaff48a683ed0ca02aab4fc64c2b8c2f75a396fc3842c8f0711d352,f01388feb01c7e607ed7da1e93c2a3011d550ce1774d6460d31824054b8d79ec,867
DISC-MEDIA-0041,A Possible Way Out Of The Marikana Stand Off,2012,Daily Maverick,expanded_media_candidates_discovery_direct.csv,https://www.dailymaverick.co.za/article/2012-09-13-a-possible-way-out-of-the-marikana-stand-off/,https://www.dailymaverick.co.za/article/2012-09-13-a-possible-way-out-of-the-marikana-stand-off/,44395335a958f1d780fd4f4143fceb0d06a1e0c73678331b2d91466dac617e9a,e5229dbf623d5d5a1ab043e66b514f3ace8bde3f2ebef5138059a503ea132cda,677
DISC-MEDIA-0042,Reporters Marikana Notebook The Governments Clenched Fist,2012,Daily Maverick,expanded_media_candidates_discovery_direct.csv,https://www.dailymaverick.co.za/article/2012-09-14-reporters-marikana-notebook-the-governments-clenched-fist/,https://www.dailymaverick.co.za/article/2012-09-14-reporters-marikana-notebook-the-governments-clenched-fist/,b76176fac4a6a78e44236d94bffb49c83b6236da719c3c52a80241d7363bf203,10bcedf6267f828fb1b315dee17c62743ec586c5bf587bed023552745b531a14,897
DISC-MEDIA-0043,How Sam The Banana Man Zemurray Explains Capitalism And Marikana,2012,Daily Maverick,expanded_media_candidates_discovery_direct.csv,https://www.dailymaverick.co.za/article/2012-09-17-how-sam-the-banana-man-zemurray-explains-capitalism-and-marikana/,https://www.dailymaverick.co.za/article/2012-09-17-how-sam-the-banana-man-zemurray-explains-capitalism-and-marikana/,7284f07d8d33f2224b5ae21c3c09d29357eae81ffe16987e7778025887638817,604590fbf4f4dfef510ff47e1bae7544fd7d278ac4f30c534aff50120585fb9f,1383
DISC-MEDIA-0044,In Embracing Marikana The Sacc Revitalises Itself,2012,Daily Maverick,expanded_media_candidates_discovery_direct.csv,https://www.dailymaverick.co.za/article/2012-09-17-in-embracing-marikana-the-sacc-revitalises-itself/,https://www.dailymaverick.co.za/article/2012-09-17-in-embracing-marikana-the-sacc-revitalises-itself/,0474ec1d56668d48553226239a590d8cbce20f545f0b3e1a8d74a48c78895351,21247439bebf350ad7c3f7ef13f357cbe7610bae034c12fcb5d2eab08bd99fea,1208
DISC-MEDIA-0045,In The Wake Of Marikana Anc Pushing A Self Destruct Button,2012,Daily Maverick,expanded_media_candidates_discovery_direct.csv,https://www.dailymaverick.co.za/article/2012-09-17-in-the-wake-of-marikana-anc-pushing-a-self-destruct-button/,https://www.dailymaverick.co.za/article/2012-09-17-in-the-wake-of-marikana-anc-pushing-a-self-destruct-button/,61e72f6d4493a7631a49b30e86eda4b080238b69954b5397d3534a5ad16578a5,ebb27ac0959db46c2a7260a68938565802a935b07ddc2a2749d7d5f515a466ff,1063
DISC-MEDIA-0046,Marikana Notebook A Thin Line Between Fear And Hate,2012,Daily Maverick,expanded_media_candidates_discovery_direct.csv,https://www.dailymaverick.co.za/article/2012-09-17-marikana-notebook-a-thin-line-between-fear-and-hate/,https://www.dailymaverick.co.za/article/2012-09-17-marikana-notebook-a-thin-line-between-fear-and-hate/,59565e948950ba3de09f60445c6161cae66f2cc93ac3a22edc37b6686677bdc4,426241a4e004f28406d7b1d453406e7416ec16f2090e87eaa82325ef2727720c,1408
DISC-MEDIA-0047,Preview Cosatu Congress Haunted By The Pall Of Marikana,2012,Daily Maverick,expanded_media_candidates_discovery_direct.csv,https://www.dailymaverick.co.za/article/2012-09-17-preview-cosatu-congress-haunted-by-the-pall-of-marikana/,https://www.dailymaverick.co.za/article/2012-09-17-preview-cosatu-congress-haunted-by-the-pall-of-marikana/,4add1f4990b9a4b4086f1593ca36912ff8d0c869f87d9cc1eac4bd52a23dbe61,354363be82e87d3aac9ef45f653b393f316adc4c05b711f58ff9d47faddd5ed0,1212
DISC-MEDIA-0048,Reporters Marikana Notebook Police Intimidation 1 Abandoned Community 0,2012,Daily Maverick,expanded_media_candidates_discovery_direct.csv,https://www.dailymaverick.co.za/article/2012-09-17-reporters-marikana-notebook-police-intimidation-1-abandoned-community-0/,https://www.dailymaverick.co.za/article/2012-09-17-reporters-marikana-notebook-police-intimidation-1-abandoned-community-0/,040f71554aac6af8544cb5b44aa7c0445b0b21090779bc97f262942e6cd0be86,6771d1e5f8c50c0e07699ed40bb2b6fca7ca263bd19c8727dae6c097cd4b8ac6,1073
DISC-MEDIA-0049,Cosatu Congress Allies Talk About Marikana And The Enemies Of The Struggle,2012,Daily Maverick,expanded_media_candidates_discovery_direct.csv,https://www.dailymaverick.co.za/article/2012-09-18-cosatu-congress-allies-talk-about-marikana-and-the-enemies-of-the-struggle/,https://www.dailymaverick.co.za/article/2012-09-18-cosatu-congress-allies-talk-about-marikana-and-the-enemies-of-the-struggle/,151f3b3c3bc03e7b8999721d47d876a5d1828ceaa8227667867529e8a121db9f,d1aaa6a568ead7103d91899c70a1e6304f662b6f7cd1a0d84ecef0e4bec9f0bc,1049
DISC-MEDIA-0050,Cosatu On Marikana 10 It Was Brute Force Cosatu On Marikana 20 It Was Not Brute Force,2012,Daily Maverick,expanded_media_candidates_discovery_direct.csv,https://www.dailymaverick.co.za/article/2012-09-18-cosatu-on-marikana-10-it-was-brute-force-cosatu-on-marikana-20-it-was-not-brute-force/,https://www.dailymaverick.co.za/article/2012-09-18-cosatu-on-marikana-10-it-was-brute-force-cosatu-on-marikana-20-it-was-not-brute-force/,4f03f3a74f47effc11edc1c8facb8585e4ceffef4e8e0b7c90d4c20485bee0e1,6940f7c557b0cc91ff99e1d2f65b594d9d44b3df72f01e225f8288fb2337d750,1369
DISC-MEDIA-0051,Marikana Malemas Police Sponsored Exit,2012,Daily Maverick,expanded_media_candidates_discovery_direct.csv,https://www.dailymaverick.co.za/article/2012-09-18-marikana-malemas-police-sponsored-exit/,https://www.dailymaverick.co.za/article/2012-09-18-marikana-malemas-police-sponsored-exit/,406024cb8603ff2cbae89a45c6109c621d8e79f6d37214e9f5e03f49327e9581,e17e8b27d7038d71a551b50017ef581712dd4bcc276c58836ae23ea7c6150e40,980
DISC-MEDIA-0052,Marikana Social Scientists Seek Understanding And Demand Justice,2012,Daily Maverick,expanded_media_candidates_discovery_direct.csv,https://www.dailymaverick.co.za/article/2012-09-18-marikana-social-scientists-seek-understanding-and-demand-justice/,https://www.dailymaverick.co.za/article/2012-09-18-marikana-social-scientists-seek-understanding-and-demand-justice/,66fe785c0570b647d12e9fc5d3a571cccbe7b3e07a3e3d085d188a1876de55a7,c3a7bc242715e03acbd3af48a19d32ba51df815f86cf9d2470c6960cc3cd02a1,859
DISC-MEDIA-0053,Marikana The Strike Ends Now What,2012,Daily Maverick,expanded_media_candidates_discovery_direct.csv,https://www.dailymaverick.co.za/article/2012-09-19-marikana-the-strike-ends-now-what/,https://www.dailymaverick.co.za/article/2012-09-19-marikana-the-strike-ends-now-what/,609796556d604819a9474a87b164f1d2c2d11a7ee4c8ace3ee6d8ae6dc59cf23,58a7c234ec625fbb478fc66d220a302b41054e908b444e986b09ee26920fa515,1190
DISC-MEDIA-0054,Marikana The Strike Might Be Over But The Struggle Continues,2012,Daily Maverick,expanded_media_candidates_discovery_direct.csv,https://www.dailymaverick.co.za/article/2012-09-19-marikana-the-strike-might-be-over-but-the-struggle-continues/,https://www.dailymaverick.co.za/article/2012-09-19-marikana-the-strike-might-be-over-but-the-struggle-continues/,06ae39e42c7a3edd6a2d6014bf1c85aaf69e826dac65cfbfaf67faad731472d9,8ee7c9684780754573194451d844564ff34a01aef8d390a4a0f74c29ee08574e,1095
DISC-MEDIA-0055,Cosatu Congress Battling The Rupture Of Mangaung And The Curse Of Marikana,2012,Daily Maverick,expanded_media_candidates_discovery_direct.csv,https://www.dailymaverick.co.za/article/2012-09-20-cosatu-congress-battling-the-rupture-of-mangaung-and-the-curse-of-marikana/,https://www.dailymaverick.co.za/article/2012-09-20-cosatu-congress-battling-the-rupture-of-mangaung-and-the-curse-of-marikana/,1d55dbff2fc26654a714f244d5f1cb22cfc808ff7bdaebe809a97e09ee6722c8,6e52dad8d762afd68f5890ca3beafc6c03b3c904a45d3eb3b37e271a46ec24dc,1310
DISC-MEDIA-0056,Marikana The Next Goal For The Workers Split From Num,2012,Daily Maverick,expanded_media_candidates_discovery_direct.csv,https://www.dailymaverick.co.za/article/2012-09-20-marikana-the-next-goal-for-the-workers-split-from-num/,https://www.dailymaverick.co.za/article/2012-09-20-marikana-the-next-goal-for-the-workers-split-from-num/,30773dfb97e7cfbed89b1939612c6c98103bb18afa3f86623120ad281ffe701a,df40de08ca0c30afd66863c5c7411b170451d178f90a0324c2bcfc6f061b2ebb,1071
DISC-MEDIA-0057,Marikanas Theatre Of The Absurd Claims Another Life,2012,Daily Maverick,expanded_media_candidates_discovery_direct.csv,https://www.dailymaverick.co.za/article/2012-09-20-marikanas-theatre-of-the-absurd-claims-another-life/,https://www.dailymaverick.co.za/article/2012-09-20-marikanas-theatre-of-the-absurd-claims-another-life/,b0b07f6e080f78879cabb60ec234f7e0e5dd4382809d02631407f92f017713ce,11f9e3a6861eecbeb557858a34e42fc4b6fb6832abb77624105b2af1b3415e4f,1474
DISC-MEDIA-0058,Bring On The Sanctions Bishop Paul Verryn On Marikana And Poverty,2012,Daily Maverick,expanded_media_candidates_discovery_direct.csv,https://www.dailymaverick.co.za/article/2012-09-21-bring-on-the-sanctions-bishop-paul-verryn-on-marikana-and-poverty/,https://www.dailymaverick.co.za/article/2012-09-21-bring-on-the-sanctions-bishop-paul-verryn-on-marikana-and-poverty/,99deb31720678658a5ddac95f5dd06665fda4e0dacfb78fd2ed38d767f6e4c14,da99edd1fa5922d423c733efeb1e03fb31a7c44ec691f199488679bc318e3b37,856
DISC-MEDIA-0059,The Marikana Effect A Sharp Drop For The Anc In Septembers By Elections,2012,Daily Maverick,expanded_media_candidates_discovery_direct.csv,https://www.dailymaverick.co.za/article/2012-09-21-the-marikana-effect-a-sharp-drop-for-the-anc-in-septembers-by-elections/,https://www.dailymaverick.co.za/article/2012-09-21-the-marikana-effect-a-sharp-drop-for-the-anc-in-septembers-by-elections/,0b0d4ba9b9fa9b5f1932128d97f0593e1250bba444229a64e4d70db1a196b33c,609700f7d8c1536c58ee99792f228cb4a4c692b845cfd57096985c62042a8cb4,839
DISC-MEDIA-0060,Marikana Putting Words To Tragedy,2012,Daily Maverick,expanded_media_candidates_discovery_direct.csv,https://www.dailymaverick.co.za/article/2012-09-24-marikana-putting-words-to-tragedy/,https://www.dailymaverick.co.za/article/2012-09-24-marikana-putting-words-to-tragedy/,84409c5b631377af62443ab29d9ab6da95caedc229c7387bb9b21e2b965af5f1,504685368132852992ee9bea843b8e3d1fc405964c1cbc26a40f4c55e75a5794,2172
DISC-MEDIA-0061,Marikana Shaky Start For The Farlam Commission,2012,Daily Maverick,expanded_media_candidates_discovery_direct.csv,https://www.dailymaverick.co.za/article/2012-10-02-marikana-shaky-start-for-the-farlam-commission/,https://www.dailymaverick.co.za/article/2012-10-02-marikana-shaky-start-for-the-farlam-commission/,bf021b48c51326158f17b9b947cb3af11ddb15bdc843aa2c54f3638f92ca3f0f,23b675326f399b8b81790b9b3d9380c6b2d2a5de3e015cb4a0b3ea8d00b89a1f,1070
DISC-MEDIA-0062,Nigerias Marikana Moment Yet Another One,2012,Daily Maverick,expanded_media_candidates_discovery_direct.csv,https://www.dailymaverick.co.za/article/2012-10-04-nigerias-marikana-moment-yet-another-one/,https://www.dailymaverick.co.za/article/2012-10-04-nigerias-marikana-moment-yet-another-one/,c6a9db752e55eba30e2a3fda41386c51f768f08c99d91099d05bd05bff8dc3c7,0e4f10e15b7b891281a10e24cb2697873d4d697d95d7620a962744ad61c03367,1043
DISC-MEDIA-0063,Police To People Of Makause March And Therell Be Another Marikana,2012,Daily Maverick,expanded_media_candidates_discovery_direct.csv,https://www.dailymaverick.co.za/article/2012-10-05-police-to-people-of-makause-march-and-therell-be-another-marikana/,https://www.dailymaverick.co.za/article/2012-10-05-police-to-people-of-makause-march-and-therell-be-another-marikana/,841a4e5bd30f0fab801e7ad3b5442d3fe8a8fff1e7a814a5ea5c66f738d61a64,73dfa1ba890869da32e6e046acc07ab1d4ca3f36c5b37373d1ddeb179692c8a4,1263
DISC-MEDIA-0064,Marikana Tragedy Marches Towards Platinum Rebellion,2012,Daily Maverick,expanded_media_candidates_discovery_direct.csv,https://www.dailymaverick.co.za/article/2012-10-15-marikana-tragedy-marches-towards-platinum-rebellion/,https://www.dailymaverick.co.za/article/2012-10-15-marikana-tragedy-marches-towards-platinum-rebellion/,a4e1622b81075ddcf9dc81f54a418d3e40000c577ea327f0cb602051dc1bdc1d,c7c8b3a939f20fb2e55b382c0e522c7560e83cc8256f6cf34024dce3b417c25c,1910
DISC-MEDIA-0065,Marikana After Wave Of Arrests Miners To Return To Strike,2012,Daily Maverick,expanded_media_candidates_discovery_direct.csv,https://www.dailymaverick.co.za/article/2012-10-18-marikana-after-wave-of-arrests-miners-to-return-to-strike/,https://www.dailymaverick.co.za/article/2012-10-18-marikana-after-wave-of-arrests-miners-to-return-to-strike/,01f12a4962ec3973c0d9852bcfa8cb6e91293c1343e25d3ff244a97ac115e322,0aaced3c598af7182e8ea0b2b6ac2c3ec5af713e84ee0542caa3af6577e56424,1119
DISC-MEDIA-0066,Death Threats Blazing Guns Police Intimidation Spikes Alongside The Marikana Commission,2012,Daily Maverick,expanded_media_candidates_discovery_direct.csv,https://www.dailymaverick.co.za/article/2012-10-23-death-threats-blazing-guns-police-intimidation-spikes-alongside-the-marikana-commission/,https://www.dailymaverick.co.za/article/2012-10-23-death-threats-blazing-guns-police-intimidation-spikes-alongside-the-marikana-commission/,c01dbee2ece52ba968897b2536f673b7bf8e44708a2e325eee0521b4bc6dcc6e,83a25a9594ee973326868cf4b1150d6ccbc4df54cd4dc48cb10ffaf1b23a9277,726
DISC-MEDIA-0067,Marikana Commission Lawyers Draw Up Battle Lines,2012,Daily Maverick,expanded_media_candidates_discovery_direct.csv,https://www.dailymaverick.co.za/article/2012-10-23-marikana-commission-lawyers-draw-up-battle-lines/,https://www.dailymaverick.co.za/article/2012-10-23-marikana-commission-lawyers-draw-up-battle-lines/,4f7faed10feb106700cd9347d45bc970784ea71d617f141f068fc626b35a0f3b,678a5245685937c7a0c922562a17b42095ab29472147874d0ab446a471bb5e20,850
DISC-MEDIA-0068,Marikana Commission More Sides Pitch In More Mud Flung In Ramaphosas Face,2012,Daily Maverick,expanded_media_candidates_discovery_direct.csv,https://www.dailymaverick.co.za/article/2012-10-24-marikana-commission-more-sides-pitch-in-more-mud-flung-in-ramaphosas-face/,https://www.dailymaverick.co.za/article/2012-10-24-marikana-commission-more-sides-pitch-in-more-mud-flung-in-ramaphosas-face/,5520d6f73f79422895840071b989dbc8a62128853cfab0b5e968a2ad279a43f8,c5ab285a300e78589bc875790f91ef04c3df9c93b3f988f1e3815e425ee2537b,1001
DISC-MEDIA-0069,Marikana Commission Check Book Justice As Dead Miners Families Must Pay Their Own Way,2012,Daily Maverick,expanded_media_candidates_discovery_direct.csv,https://www.dailymaverick.co.za/article/2012-10-29-marikana-commission-check-book-justice-as-dead-miners-families-must-pay-their-own-way/,https://www.dailymaverick.co.za/article/2012-10-29-marikana-commission-check-book-justice-as-dead-miners-families-must-pay-their-own-way/,877fda05e3b352395466959e8a467acc8a55a0a7b21a278d98fc0506c37bdba7,63776124c807c838e27b16610dbd19508f519bb1d7fb8664217eb3deae655e12,1054
DISC-MEDIA-0070,Marikana Commission Travel Pains For The Families,2012,Daily Maverick,expanded_media_candidates_discovery_direct.csv,https://www.dailymaverick.co.za/article/2012-10-30-marikana-commission-travel-pains-for-the-families/,https://www.dailymaverick.co.za/article/2012-10-30-marikana-commission-travel-pains-for-the-families/,b759e835f975bd5168d6d729fffefab1398a0c4840d563e7dc8f7367d0fae931,5ea4bd00cd07c73581bc4e6e9f71101793026e55013e294b1691be750cdd614f,1118
DISC-MEDIA-0071,Marikana Commission Colonel Johannes Bothas Tough Day At The Office,2012,Daily Maverick,expanded_media_candidates_discovery_direct.csv,https://www.dailymaverick.co.za/article/2012-10-31-marikana-commission-colonel-johannes-bothas-tough-day-at-the-office/,https://www.dailymaverick.co.za/article/2012-10-31-marikana-commission-colonel-johannes-bothas-tough-day-at-the-office/,d0a9b840bcdfc75ba2a03a4a089cc476730e3433eb0adeb712643f3fd595b6a6,3c38ff6b30686f94c9bdc1d3db5d75906ab6b76b1ccc91a4d704789b659fdf1f,1073
