candidate_id,title,year,publisher,url,final_url,original_text_sha256,targeted_fetch_status,targeted_fetch_error,publication_date_from_url,retrieved_text_words,retrieved_text_sha256,retrieved_lonmin_mentions,case_terms,case_mentions_total,event_terms,event_mentions_total,event_distinct_terms,social_terms,social_mentions_total,social_distinct_terms,corporate_terms,corporate_mentions_total,corporate_distinct_terms,early_aug_oct_2012_window,title_has_routine_corporate_signal,evidence_class,evidence_note,final_decision,final_reason_code,final_evidence_note
DISC-MEDIA-0431,Lonmin Ceo Pleads For Consolidation Approval To Save 20 000 Jobs,2018,Engineering News,https://www.engineeringnews.co.za/article/lonmin-ceo-pleads-for-consolidation-approval-to-save-20-000-jobs-2018-05-14,https://www.engineeringnews.co.za/article/lonmin-ceo-pleads-for-consolidation-approval-to-save-20-000-jobs-2018-05-14,c0270dc79ea34e7592ebdb414e8a247ca7c80e17cd63a243719e29a4d5d4ccbb,retrieved_extracted,,2018-05-14,1170,c0270dc79ea34e7592ebdb414e8a247ca7c80e17cd63a243719e29a4d5d4ccbb,17,,0,,0,0,commission_inquiry,1,1,earnings_results;production_output;funding_debt;exploration_project,16,4,false,false,ambiguous_low_signal,Signals are insufficient for a defensible decision.,,,
DISC-MEDIA-0439,Lonmin Completes Pandora Buyout,2017,Engineering News,https://www.engineeringnews.co.za/article/lonmin-completes-pandora-buyout-2017-12-13,https://www.engineeringnews.co.za/article/lonmin-completes-pandora-buyout-2017-12-13,dc30d51a810d1a471491f6462f4391840ea7d8488801f568b4b16bd555336fff,retrieved_extracted,,2017-12-13,442,dc30d51a810d1a471491f6462f4391840ea7d8488801f568b4b16bd555336fff,8,,0,worker_miner,2,1,,0,0,earnings_results;transaction;exploration_project,6,3,false,false,likely_routine_corporate_signal,Multiple corporate/financial signals with weak case-event/community evidence.,,,
DISC-MEDIA-0440,Lonmin Confirms Work Stoppage Across Shafts,2013,Engineering News,https://www.engineeringnews.co.za/article/lonmin-confirms-work-stoppage-across-shafts-2013-05-14,https://www.engineeringnews.co.za/article/lonmin-confirms-work-stoppage-across-shafts-2013-05-14,5e9fa54401f2ac41a5046b1c32a021c7441685de64342985fc28be33b6fd5abb,retrieved_extracted,,2013-05-14,570,5e9fa54401f2ac41a5046b1c32a021c7441685de64342985fc28be33b6fd5abb,5,,0,strike;worker_miner;shooting_death;union;protest_unrest,27,5,,0,0,share_price;earnings_results;production_output,4,3,false,false,possible_substantive_case_context,Multiple labour/event or social/governance signals require direct substantive review.,,,
DISC-MEDIA-0441,Lonmin Consults Unions,2013,Engineering News,https://www.engineeringnews.co.za/article/lonmin-consults-unions-2013-03-01,https://www.engineeringnews.co.za/article/lonmin-consults-unions-2013-03-01,14f008abcffa16b7daed58495db3ccf9fb537b4e131059169f5bc2d210967fe9,retrieved_extracted,,2013-03-01,439,14f008abcffa16b7daed58495db3ccf9fb537b4e131059169f5bc2d210967fe9,3,,0,union,3,1,,0,0,earnings_results;commodity_market,3,2,false,false,ambiguous_low_signal,Signals are insufficient for a defensible decision.,,,
DISC-MEDIA-0442,Lonmin Coo Resigns,2015,Engineering News,https://www.engineeringnews.co.za/article/lonmin-coo-resigns-2015-02-24,https://www.engineeringnews.co.za/article/lonmin-coo-resigns-2015-02-24,90ad260cc8307146aa2fb449248a446ad95196909cb36167f5a91293dbf7d6c1,retrieved_extracted,,2015-02-24,403,90ad260cc8307146aa2fb449248a446ad95196909cb36167f5a91293dbf7d6c1,7,,0,worker_miner,2,1,,0,0,earnings_results,2,1,false,false,ambiguous_low_signal,Signals are insufficient for a defensible decision.,,,
DISC-MEDIA-0443,Lonmin Coo Steps Down,2017,Engineering News,https://www.engineeringnews.co.za/article/lonmin-coo-steps-down-2017-03-06,https://www.engineeringnews.co.za/article/lonmin-coo-steps-down-2017-03-06,8f223d90b50277705922f9854c217c88e7691e270b9caca487151f7d4e9ef7db,retrieved_extracted,,2017-03-06,341,8f223d90b50277705922f9854c217c88e7691e270b9caca487151f7d4e9ef7db,3,,0,worker_miner,1,1,,0,0,earnings_results,2,1,false,false,ambiguous_low_signal,Signals are insufficient for a defensible decision.,,,
DISC-MEDIA-0446,Lonmin Dec Output Ahead Of Ramp Up Target,2013,Engineering News,https://www.engineeringnews.co.za/article/lonmin-dec-output-ahead-of-ramp-up-target-2013-01-31,https://www.engineeringnews.co.za/article/lonmin-dec-output-ahead-of-ramp-up-target-2013-01-31,383dff38ec186ed7eb249c1b77a3b0c401e77b43d39881c48acdc134ca1b8aee,retrieved_extracted,,2013-01-31,578,383dff38ec186ed7eb249c1b77a3b0c401e77b43d39881c48acdc134ca1b8aee,4,,0,strike;worker_miner;protest_unrest,4,3,,0,0,earnings_results;production_output,12,2,false,true,possible_substantive_case_context,Multiple labour/event or social/governance signals require direct substantive review.,,,
DISC-MEDIA-0447,Lonmin Denies Allegations Of Tax Evasion,2014,Engineering News,https://www.engineeringnews.co.za/article/lonmin-denies-allegations-of-tax-evasion-2014-09-23,https://www.engineeringnews.co.za/article/lonmin-denies-allegations-of-tax-evasion-2014-09-23,ce75783b3d98db6feae876ac1175320d5b4b34adf26a63e7634fc9502f99136c,retrieved_extracted,,2014-09-23,666,ce75783b3d98db6feae876ac1175320d5b4b34adf26a63e7634fc9502f99136c,13,,0,worker_miner;wage,2,2,commission_inquiry,1,1,earnings_results;funding_debt;transaction,6,3,false,false,ambiguous_low_signal,Signals are insufficient for a defensible decision.,,,
DISC-MEDIA-0449,Lonmin Discussing Cost Reductions For Sake Of Company Employees,2015,Engineering News,https://www.engineeringnews.co.za/article/lonmin-discussing-cost-reductions-for-sake-of-company-employees-2015-05-07,https://www.engineeringnews.co.za/article/lonmin-discussing-cost-reductions-for-sake-of-company-employees-2015-05-07,06b8393f687ac7e9fddd849649b4821c3c223cc0900e7e4dcb085fe4e22572b9,retrieved_extracted,,2015-05-07,575,06b8393f687ac7e9fddd849649b4821c3c223cc0900e7e4dcb085fe4e22572b9,3,,0,worker_miner;union,2,2,,0,0,earnings_results,2,1,false,false,ambiguous_low_signal,Signals are insufficient for a defensible decision.,,,
DISC-MEDIA-0451,Lonmin Drops Vp Positions Introduces Coo In Board Shake Up,2014,Engineering News,https://www.engineeringnews.co.za/article/lonmin-drops-vp-positions-introduces-coo-in-board-shake-up-2014-08-04,https://www.engineeringnews.co.za/article/lonmin-drops-vp-positions-introduces-coo-in-board-shake-up-2014-08-04,6b35d135fd429805f790b57fe9f32cf775b2d31c463e1926a66a53ebb794556d,retrieved_extracted,,2014-08-04,713,6b35d135fd429805f790b57fe9f32cf775b2d31c463e1926a66a53ebb794556d,4,,0,strike;worker_miner,2,2,,0,0,earnings_results;production_output,4,2,false,false,ambiguous_low_signal,Signals are insufficient for a defensible decision.,,,
DISC-MEDIA-0454,Lonmin Employee Killed In Mudslide,2015,Engineering News,https://www.engineeringnews.co.za/article/lonmin-employee-killed-in-mudslide-2015-10-27,https://www.engineeringnews.co.za/article/lonmin-employee-killed-in-mudslide-2015-10-27,46f310e9d9b30f119ae1fb81e4da9b8ef6abd77fd0b7313d713471af6da74c08,retrieved_extracted,,2015-10-27,316,46f310e9d9b30f119ae1fb81e4da9b8ef6abd77fd0b7313d713471af6da74c08,2,,0,worker_miner;shooting_death,3,2,,0,0,earnings_results;exploration_project,3,2,false,false,ambiguous_low_signal,Signals are insufficient for a defensible decision.,,,
DISC-MEDIA-0455,Lonmin Going All Out To Find Partners To Help It Address Pressing Accommodation Challenge,2017,Engineering News,https://www.engineeringnews.co.za/article/lonmin-going-all-out-to-find-partners-to-help-it-address-pressing-accommodation-challenge-2017-04-07,https://www.engineeringnews.co.za/article/lonmin-going-all-out-to-find-partners-to-help-it-address-pressing-accommodation-challenge-2017-04-07,fb225216f881f4b73cd58febf7830f5f3b4fa74e39be79d9290157eab194a9b1,retrieved_extracted,,2017-04-07,264,fb225216f881f4b73cd58febf7830f5f3b4fa74e39be79d9290157eab194a9b1,0,,0,,0,0,,0,0,earnings_results,2,1,false,false,ambiguous_low_signal,Signals are insufficient for a defensible decision.,,,
DISC-MEDIA-0461,Lonmin Investors Back Sibanye Deal To Create A Platinum Giant,2019,Engineering News,https://www.engineeringnews.co.za/article/lonmin-investors-back-sibanye-deal-to-create-a-platinum-giant-2019-05-28,https://www.engineeringnews.co.za/article/lonmin-investors-back-sibanye-deal-to-create-a-platinum-giant-2019-05-28,be7e9f553883182644afe3566b0e70821a35ea79125886cb5554bbccff2f8688,retrieved_extracted,,2019-05-28,560,be7e9f553883182644afe3566b0e70821a35ea79125886cb5554bbccff2f8688,8,,0,union,1,1,,0,0,share_price;earnings_results;funding_debt;transaction,9,4,false,false,likely_routine_corporate_signal,Multiple corporate/financial signals with weak case-event/community evidence.,,,
DISC-MEDIA-0462,Lonmin Launches 407M Rights Issue Records Heavy Fy Financial Losses,2015,Engineering News,https://www.engineeringnews.co.za/article/lonmin-launches-407m-rights-issue-records-heavy-fy-financial-losses-2015-11-20,https://www.engineeringnews.co.za/article/lonmin-launches-407m-rights-issue-records-heavy-fy-financial-losses-2015-11-20,fb225216f881f4b73cd58febf7830f5f3b4fa74e39be79d9290157eab194a9b1,retrieved_extracted,,2015-11-20,264,fb225216f881f4b73cd58febf7830f5f3b4fa74e39be79d9290157eab194a9b1,0,,0,,0,0,,0,0,earnings_results,2,1,false,true,ambiguous_low_signal,Signals are insufficient for a defensible decision.,,,
DISC-MEDIA-0463,Lonmin Launches Community Grievance System,2018,Engineering News,https://www.engineeringnews.co.za/article/lonmin-launches-community-grievance-system-2018-04-25,https://www.engineeringnews.co.za/article/lonmin-launches-community-grievance-system-2018-04-25,013e593ed68fde48f6b804af8ac5abdebc536aae635e1ad5d9d6bc79e44d5f3d,retrieved_extracted,,2018-04-25,601,013e593ed68fde48f6b804af8ac5abdebc536aae635e1ad5d9d6bc79e44d5f3d,10,,0,,0,0,community,8,1,earnings_results;exploration_project,3,2,false,false,ambiguous_low_signal,Signals are insufficient for a defensible decision.,,,
DISC-MEDIA-0467,Lonmin Looks To Shareholder For 400M Parachute Maintains 6 000 Job Cut Plans,2015,Engineering News,https://www.engineeringnews.co.za/article/lonmin-looks-to-shareholder-for-400m-parachute-maintains-6-000-job-cut-plans-2015-10-21,https://www.engineeringnews.co.za/article/lonmin-looks-to-shareholder-for-400m-parachute-maintains-6-000-job-cut-plans-2015-10-21,257676031ec411e16fb91f55b21b378bda562a13aa9568516f1a778a788b2736,retrieved_extracted,,2015-10-21,1180,257676031ec411e16fb91f55b21b378bda562a13aa9568516f1a778a788b2736,11,,0,worker_miner;wage;union,7,3,,0,0,share_price;earnings_results;production_output;funding_debt;dividend_rights;exploration_project;commodity_market,26,7,false,false,possible_substantive_case_context,Multiple labour/event or social/governance signals require direct substantive review.,,,
DISC-MEDIA-0468,Lonmin Looks To Shareholder For 400M Parachute Maintains Job Cut Plans,2015,Engineering News,https://www.engineeringnews.co.za/article/lonmin-looks-to-shareholder-for-400m-parachute-maintains-job-cut-plans-2015-10-30,https://www.engineeringnews.co.za/article/lonmin-looks-to-shareholder-for-400m-parachute-maintains-job-cut-plans-2015-10-30,fb225216f881f4b73cd58febf7830f5f3b4fa74e39be79d9290157eab194a9b1,retrieved_extracted,,2015-10-30,264,fb225216f881f4b73cd58febf7830f5f3b4fa74e39be79d9290157eab194a9b1,0,,0,,0,0,,0,0,earnings_results,2,1,false,false,ambiguous_low_signal,Signals are insufficient for a defensible decision.,,,
DISC-MEDIA-0472,Lonmin Operations Successfully Ramp Up To Full Production,2014,Engineering News,https://www.engineeringnews.co.za/article/lonmin-operations-successfully-ramp-up-to-full-production-2014-10-08,https://www.engineeringnews.co.za/article/lonmin-operations-successfully-ramp-up-to-full-production-2014-10-08,87065130490ff956392d5de6a6cbff51e7104524a11f084f2c0235fac207873e,retrieved_extracted,,2014-10-08,461,87065130490ff956392d5de6a6cbff51e7104524a11f084f2c0235fac207873e,5,,0,worker_miner,1,1,,0,0,earnings_results;production_output,11,2,false,true,strong_routine_corporate_signal,Routine corporate/financial/production title and text with minimal labour/community evidence and no case term.,,,
DISC-MEDIA-0474,Lonmin Paid 1678M In Taxes Royalties During 2018 Financial Year,2019,Engineering News,https://www.engineeringnews.co.za/article/lonmin-paid-1678m-in-taxes-royalties-during-2018-financial-year-2019-04-01,https://www.engineeringnews.co.za/article/lonmin-paid-1678m-in-taxes-royalties-during-2018-financial-year-2019-04-01,3c79cd7fd288bf5ff97605e3bacb99e4b4eac84392cc4494813ee33bcaed24f5,retrieved_extracted,,2019-04-01,415,3c79cd7fd288bf5ff97605e3bacb99e4b4eac84392cc4494813ee33bcaed24f5,2,,0,,0,0,,0,0,earnings_results;exploration_project,3,2,false,false,ambiguous_low_signal,Signals are insufficient for a defensible decision.,,,
DISC-MEDIA-0475,Lonmin Paid 1678M In Taxes Royalties During 2018 Financial Year,2019,Engineering News,https://www.engineeringnews.co.za/article/lonmin-paid-1678m-in-taxes-royalties-during-2018-financial-year-2019-04-12,https://www.engineeringnews.co.za/article/lonmin-paid-1678m-in-taxes-royalties-during-2018-financial-year-2019-04-12,f10c0c672437d7d755772948d85372db62075d4ed72e23749e6576aa79f96049,retrieved_extracted,,2019-04-12,414,f10c0c672437d7d755772948d85372db62075d4ed72e23749e6576aa79f96049,2,,0,,0,0,,0,0,earnings_results;exploration_project,3,2,false,false,ambiguous_low_signal,Signals are insufficient for a defensible decision.,,,
DISC-MEDIA-0476,Lonmin Plans To Cut 4 100 Workers As It Closes Platinum Mines,2019,Engineering News,https://www.engineeringnews.co.za/article/lonmin-plans-to-cut-4-100-workers-as-it-closes-platinum-mines-2019-05-21,https://www.engineeringnews.co.za/article/lonmin-plans-to-cut-4-100-workers-as-it-closes-platinum-mines-2019-05-21,b20bca1c5499de3c81299641ae0c11e11562ea958b64cb65efecc947291eebc2,retrieved_extracted,,2019-05-21,425,b20bca1c5499de3c81299641ae0c11e11562ea958b64cb65efecc947291eebc2,3,,0,worker_miner,3,1,,0,0,earnings_results;funding_debt;transaction,4,3,false,false,likely_routine_corporate_signal,Multiple corporate/financial signals with weak case-event/community evidence.,,,
DISC-MEDIA-0477,Lonmin Plans To Cut 4 100 Workers As It Closes Platinum Mines,2019,Engineering News,https://www.engineeringnews.co.za/article/lonmin-plans-to-cut-4-100-workers-as-it-closes-platinum-mines-2019-05-31,https://www.engineeringnews.co.za/article/lonmin-plans-to-cut-4-100-workers-as-it-closes-platinum-mines-2019-05-31,fb225216f881f4b73cd58febf7830f5f3b4fa74e39be79d9290157eab194a9b1,retrieved_extracted,,2019-05-31,264,fb225216f881f4b73cd58febf7830f5f3b4fa74e39be79d9290157eab194a9b1,0,,0,,0,0,,0,0,earnings_results,2,1,false,false,ambiguous_low_signal,Signals are insufficient for a defensible decision.,,,
DISC-MEDIA-0478,Lonmin Positive Of Improvements After Rationalisation,2016,Engineering News,https://www.engineeringnews.co.za/article/lonmin-positive-of-improvements-after-rationalisation-2016-08-01,https://www.engineeringnews.co.za/article/lonmin-positive-of-improvements-after-rationalisation-2016-08-01,ea23fdb7d4b40b26d286843b257075e8769d0ea2a3f99443d73e3b35a8792b93,retrieved_extracted,,2016-08-01,736,ea23fdb7d4b40b26d286843b257075e8769d0ea2a3f99443d73e3b35a8792b93,5,,0,wage,1,1,,0,0,earnings_results;production_output,11,2,false,false,ambiguous_low_signal,Signals are insufficient for a defensible decision.,,,
DISC-MEDIA-0479,Lonmin Profile,2017,Engineering News,https://www.engineeringnews.co.za/article/lonmin-profile-2017-03-14,https://www.engineeringnews.co.za/article/lonmin-profile-2017-03-14,149b8dfa1c2690fae3c501d607639420f49951d9981b2d7c24662c9f0b1ce4eb,retrieved_extracted,,2017-03-14,292,6c1bdb39f06fd663acc15148e43c20fd924d2cbcae49d1ba99c86b56cfa3e15c,0,,0,,0,0,,0,0,earnings_results,2,1,false,false,ambiguous_low_signal,Signals are insufficient for a defensible decision.,,,
DISC-MEDIA-0482,Lonmin Receives Bank Support For Pandora Jv Acquisition,2017,Engineering News,https://www.engineeringnews.co.za/article/lonmin-receives-bank-support-for-pandora-jv-acquisition-2017-10-06,https://www.engineeringnews.co.za/article/lonmin-receives-bank-support-for-pandora-jv-acquisition-2017-10-06,a92f0ae1d60a0458b64ebbe86019ad395ce2a298a1257bb04f53c2805bfd9343,retrieved_extracted,,2017-10-06,512,a92f0ae1d60a0458b64ebbe86019ad395ce2a298a1257bb04f53c2805bfd9343,6,,0,,0,0,,0,0,earnings_results;funding_debt;transaction;exploration_project,10,4,false,true,strong_routine_corporate_signal,Routine corporate/financial/production title and text with minimal labour/community evidence and no case term.,,,
DISC-MEDIA-0483,Lonmin Reports Fatality After E1 Shaft Tramming Accident,2016,Engineering News,https://www.engineeringnews.co.za/article/lonmin-reports-fatality-after-e1-shaft-tramming-accident-2016-11-11,https://www.engineeringnews.co.za/article/lonmin-reports-fatality-after-e1-shaft-tramming-accident-2016-11-11,6822c1fb675dd31f209426c98d61090a366c6f1a7ca8a4a28b00dc8428db1787,retrieved_extracted,,2016-11-11,331,6822c1fb675dd31f209426c98d61090a366c6f1a7ca8a4a28b00dc8428db1787,3,,0,,0,0,,0,0,earnings_results;production_output;exploration_project,4,3,false,false,likely_routine_corporate_signal,Multiple corporate/financial signals with weak case-event/community evidence.,,,
DISC-MEDIA-0484,Lonmin Reports Fatality At Hossy Shaft,2015,Engineering News,https://www.engineeringnews.co.za/article/lonmin-reports-fatality-at-hossy-shaft-2015-05-20,https://www.engineeringnews.co.za/article/lonmin-reports-fatality-at-hossy-shaft-2015-05-20,121fd81fca21170615ba990c18d793b83772d6d8693b12207ba70f5e3d8d972e,retrieved_extracted,,2015-05-20,403,121fd81fca21170615ba990c18d793b83772d6d8693b12207ba70f5e3d8d972e,3,,0,worker_miner;union,2,2,,0,0,share_price;earnings_results;exploration_project,6,3,false,false,ambiguous_low_signal,Signals are insufficient for a defensible decision.,,,
DISC-MEDIA-0485,Lonmin Reports Fatality At Jv Pandora E3 Shaft,2015,Engineering News,https://www.engineeringnews.co.za/article/lonmin-reports-fatality-at-jv-pandora-e3-shaft-2015-08-03,https://www.engineeringnews.co.za/article/lonmin-reports-fatality-at-jv-pandora-e3-shaft-2015-08-03,8ee29de54a5782ee7eccaa97bbc118533d6918ff01c184ee84cbb70a54083a04,retrieved_extracted,,2015-08-03,349,8ee29de54a5782ee7eccaa97bbc118533d6918ff01c184ee84cbb70a54083a04,2,,0,worker_miner,1,1,,0,0,earnings_results;exploration_project,4,2,false,false,ambiguous_low_signal,Signals are insufficient for a defensible decision.,,,
DISC-MEDIA-0486,Lonmin Reports Fatality At Rowland Shaft,2016,Engineering News,https://www.engineeringnews.co.za/article/lonmin-reports-fatality-at-rowland-shaft-2016-05-09,https://www.engineeringnews.co.za/article/lonmin-reports-fatality-at-rowland-shaft-2016-05-09,0706b56abae8d61e9b522d0afadbff7d3f35b48d47c9e442a7b04c66d4cb0914,retrieved_extracted,,2016-05-09,322,0706b56abae8d61e9b522d0afadbff7d3f35b48d47c9e442a7b04c66d4cb0914,2,,0,worker_miner;shooting_death,2,2,,0,0,earnings_results;exploration_project,4,2,false,false,ambiguous_low_signal,Signals are insufficient for a defensible decision.,,,
DISC-MEDIA-0487,Lonmin Reports Good Progress In Rightsizing The Business,2016,Engineering News,https://www.engineeringnews.co.za/article/lonmin-reports-good-progress-in-rightsizing-the-business-2016-01-28,https://www.engineeringnews.co.za/article/lonmin-reports-good-progress-in-rightsizing-the-business-2016-01-28,014a0e0bef02f019321adbdf425458994481cb68bef9c6da7da57729ca2b4600,retrieved_extracted,,2016-01-28,701,014a0e0bef02f019321adbdf425458994481cb68bef9c6da7da57729ca2b4600,7,,0,worker_miner;wage,4,2,,0,0,share_price;earnings_results;production_output;exploration_project,10,4,false,false,ambiguous_low_signal,Signals are insufficient for a defensible decision.,,,
DISC-MEDIA-0488,Lonmin Reports Increased Q3 Pgm Sales Despite Lower Production,2018,Engineering News,https://www.engineeringnews.co.za/article/lonmin-reports-increased-q3-pgm-sales-despite-lower-production-2018-07-27,https://www.engineeringnews.co.za/article/lonmin-reports-increased-q3-pgm-sales-despite-lower-production-2018-07-27,01bae8f5d844d18849d49fa1045b2ab3789d938c86eb4ef1f64f6da1364caa7d,retrieved_extracted,,2018-07-27,569,01bae8f5d844d18849d49fa1045b2ab3789d938c86eb4ef1f64f6da1364caa7d,7,,0,worker_miner,2,1,,0,0,share_price;earnings_results;production_output;transaction;exploration_project,13,5,false,true,strong_routine_corporate_signal,Routine corporate/financial/production title and text with minimal labour/community evidence and no case term.,,,
DISC-MEDIA-0489,Lonmin Returns To Profitability Ahead Of Sibanye Stillwater Merger,2018,Engineering News,https://www.engineeringnews.co.za/article/lonmin-returns-to-profitability-ahead-of-sibanye-stillwater-merger-2018-11-29,https://www.engineeringnews.co.za/article/lonmin-returns-to-profitability-ahead-of-sibanye-stillwater-merger-2018-11-29,2f9ff3e76730c2fb28119ad5f672f7c3f80e94627d7393ba5add54a5df9a6ba3,retrieved_extracted,,2018-11-29,990,2f9ff3e76730c2fb28119ad5f672f7c3f80e94627d7393ba5add54a5df9a6ba3,18,,0,worker_miner,1,1,,0,0,share_price;earnings_results;production_output;funding_debt;transaction;exploration_project;commodity_market,31,7,false,true,strong_routine_corporate_signal,Routine corporate/financial/production title and text with minimal labour/community evidence and no case term.,,,
DISC-MEDIA-0490,Lonmin Returns To Profitability Ahead Of Sibanye Stillwater Merger,2018,Engineering News,https://www.engineeringnews.co.za/article/lonmin-returns-to-profitability-ahead-of-sibanye-stillwater-merger-2018-12-07,https://www.engineeringnews.co.za/article/lonmin-returns-to-profitability-ahead-of-sibanye-stillwater-merger-2018-12-07,fb225216f881f4b73cd58febf7830f5f3b4fa74e39be79d9290157eab194a9b1,retrieved_extracted,,2018-12-07,264,fb225216f881f4b73cd58febf7830f5f3b4fa74e39be79d9290157eab194a9b1,0,,0,,0,0,,0,0,earnings_results,2,1,false,true,ambiguous_low_signal,Signals are insufficient for a defensible decision.,,,
DISC-MEDIA-0491,Lonmin Returns To Profitability But Lowers 2017 Sales Guidance,2016,Engineering News,https://www.engineeringnews.co.za/article/lonmin-returns-to-profitability-but-lowers-2017-sales-guidance-2016-11-14,https://www.engineeringnews.co.za/article/lonmin-returns-to-profitability-but-lowers-2017-sales-guidance-2016-11-14,2a6a9c63268796b28c4723b86cfea9718078d38e00db9f063450d8da4c181740,retrieved_extracted,,2016-11-14,852,2a6a9c63268796b28c4723b86cfea9718078d38e00db9f063450d8da4c181740,7,,0,worker_miner,3,1,,0,0,earnings_results;production_output;transaction;exploration_project;commodity_market,23,5,false,true,strong_routine_corporate_signal,Routine corporate/financial/production title and text with minimal labour/community evidence and no case term.,,,
DISC-MEDIA-0492,Lonmin Returns To Profitability But Lowers 2017 Sales Guidance,2016,Engineering News,https://www.engineeringnews.co.za/article/lonmin-returns-to-profitability-but-lowers-2017-sales-guidance-2016-11-25,https://www.engineeringnews.co.za/article/lonmin-returns-to-profitability-but-lowers-2017-sales-guidance-2016-11-25,f278d13c87b1adf7b32af0727f508ad5c949b5c1d4c787ac4097b10ef498697c,retrieved_extracted,,2016-11-25,848,f278d13c87b1adf7b32af0727f508ad5c949b5c1d4c787ac4097b10ef498697c,7,,0,worker_miner,3,1,,0,0,earnings_results;production_output;transaction;exploration_project;commodity_market,24,5,false,true,strong_routine_corporate_signal,Routine corporate/financial/production title and text with minimal labour/community evidence and no case term.,,,
DISC-MEDIA-0495,Lonmin Says Amcu Arbitration Postponed Until July,2013,Engineering News,https://www.engineeringnews.co.za/article/lonmin-says-amcu-arbitration-postponed-until-july-2013-06-26,https://www.engineeringnews.co.za/article/lonmin-says-amcu-arbitration-postponed-until-july-2013-06-26,3fc617ddd47d70e9f56edc542af10bd40eea1e6eccc0ea9ba2648dbcafa79c74,retrieved_extracted,,2013-06-26,463,3fc617ddd47d70e9f56edc542af10bd40eea1e6eccc0ea9ba2648dbcafa79c74,4,,0,strike;worker_miner;union,12,3,commission_inquiry,1,1,earnings_results,2,1,false,false,possible_substantive_case_context,Multiple labour/event or social/governance signals require direct substantive review.,,,
DISC-MEDIA-0496,Lonmin Says Court Sanctions Scheme Of Arrangement,2019,Engineering News,https://www.engineeringnews.co.za/article/lonmin-says-court-sanctions-scheme-of-arrangement-2019-06-07,https://www.engineeringnews.co.za/article/lonmin-says-court-sanctions-scheme-of-arrangement-2019-06-07,4ca839dbe5c87f2c65bf6b92a15ae997afc2aa77d718f0230a3567a64cfb49ac,retrieved_extracted,,2019-06-07,374,4ca839dbe5c87f2c65bf6b92a15ae997afc2aa77d718f0230a3567a64cfb49ac,4,,0,worker_miner,1,1,,0,0,share_price;earnings_results,4,2,false,false,ambiguous_low_signal,Signals are insufficient for a defensible decision.,,,
DISC-MEDIA-0499,Lonmin Secures 50M Funding For Tailings Project,2016,Engineering News,https://www.engineeringnews.co.za/article/lonmin-secures-50m-funding-for-tailings-project-2016-08-18,https://www.engineeringnews.co.za/article/lonmin-secures-50m-funding-for-tailings-project-2016-08-18,cc5e1d8ccf56ff32b838e5a4be9206ba82ca802e25e61bc23bc86ccf93710829,retrieved_extracted,,2016-08-18,458,cc5e1d8ccf56ff32b838e5a4be9206ba82ca802e25e61bc23bc86ccf93710829,6,,0,worker_miner,1,1,,0,0,earnings_results;production_output;funding_debt;exploration_project,22,4,false,true,strong_routine_corporate_signal,Routine corporate/financial/production title and text with minimal labour/community evidence and no case term.,,,
DISC-MEDIA-0500,Lonmin Sells Petrozim Stake,2018,Engineering News,https://www.engineeringnews.co.za/article/lonmin-sells-petrozim-stake-2018-06-29,https://www.engineeringnews.co.za/article/lonmin-sells-petrozim-stake-2018-06-29,f61691b43d2522b8b1a22ec39aa8c866a3baf291925e7bb6db4f2241a23d1d70,retrieved_extracted,,2018-06-29,358,f61691b43d2522b8b1a22ec39aa8c866a3baf291925e7bb6db4f2241a23d1d70,2,,0,worker_miner,1,1,,0,0,earnings_results;transaction,6,2,false,true,strong_routine_corporate_signal,Routine corporate/financial/production title and text with minimal labour/community evidence and no case term.,,,
DISC-MEDIA-0501,Lonmin Sells Stake In Canadian Junior Wallbridge To Eric Sprott,2018,Engineering News,https://www.engineeringnews.co.za/article/lonmin-sells-stake-in-canadian-junior-wallbridge-to-eric-sprott-2018-10-02,https://www.engineeringnews.co.za/article/lonmin-sells-stake-in-canadian-junior-wallbridge-to-eric-sprott-2018-10-02,4afd728348627c07a04df88b2912fe817312fbd051ddd7f97deccd18bd4407ef,retrieved_extracted,,2018-10-02,488,4afd728348627c07a04df88b2912fe817312fbd051ddd7f97deccd18bd4407ef,3,,0,worker_miner,1,1,,0,0,share_price;earnings_results;production_output;transaction;exploration_project,15,5,false,true,strong_routine_corporate_signal,Routine corporate/financial/production title and text with minimal labour/community evidence and no case term.,,,
DISC-MEDIA-0502,Lonmin Shanduka Black Umbrellas Partnership Contributes Positively To Small Business Development,2015,Engineering News,https://www.engineeringnews.co.za/article/lonmin-shanduka-black-umbrellas-partnership-contributes-positively-to-small-business-development-2015-10-09,https://www.engineeringnews.co.za/article/lonmin-shanduka-black-umbrellas-partnership-contributes-positively-to-small-business-development-2015-10-09,a3bf96bb8fece34ee55fa07b9408092d8d2c7e3623d56999ab4ca4a2ed241314,retrieved_extracted,,2015-10-09,803,a3bf96bb8fece34ee55fa07b9408092d8d2c7e3623d56999ab4ca4a2ed241314,8,,0,,0,0,community,9,1,earnings_results;funding_debt;exploration_project;commodity_market,6,4,false,false,ambiguous_low_signal,Signals are insufficient for a defensible decision.,,,
