candidate_id,title,year,publisher,url,final_url,prescreen_bucket,original_triage_status,original_text_sha256,targeted_fetch_status,targeted_fetch_error,publication_date_from_url,retrieved_text_words,retrieved_text_sha256,retrieved_lonmin_mentions,case_terms,case_mentions_total,event_terms,event_mentions_total,event_distinct_terms,social_terms,social_mentions_total,social_distinct_terms,corporate_terms,corporate_mentions_total,corporate_distinct_terms,early_aug_oct_2012_window,title_has_routine_corporate_signal,title_has_case_process_signal,evidence_class,evidence_note,final_decision,final_reason_code,final_evidence_note
DISC-MEDIA-0172,Marikana Dont Touch Lonmin On Its Bermuda,2014,Daily Maverick,https://www.dailymaverick.co.za/article/2014-10-12-marikana-dont-touch-lonmin-on-its-bermuda/,https://www.dailymaverick.co.za/article/2014-10-12-marikana-dont-touch-lonmin-on-its-bermuda/,explicit_case_title_review,priority_manual_review_case_signal,46fd007fe9460d87cf3c5dc86f4e81211fdb6da9d1668311e36660fb8d46e1ff,retrieved_extracted,,2014-10-12,1369,46fd007fe9460d87cf3c5dc86f4e81211fdb6da9d1668311e36660fb8d46e1ff,32,marikana;farlam;nkaneng,9,worker_miner;police;wage;protest_unrest,5,4,housing;commission_inquiry,36,2,share_price;earnings_results;transaction,4,3,false,false,false,strong_case_context_supported,"Case/place term is supported by event, labour, justice, community/governance context or a clearly case-process title.",,,
DISC-MEDIA-0173,Marikana The List Of Accused,2014,Daily Maverick,https://www.dailymaverick.co.za/article/2014-10-31-marikana-the-list-of-accused/,https://www.dailymaverick.co.za/article/2014-10-31-marikana-the-list-of-accused/,explicit_case_title_review,priority_manual_review_case_signal,359892a1ca58a73db02b2dc70e32cf5bfd3a84dffed5aaf1f4c962ed801fdfd2,retrieved_extracted,,2014-10-31,1534,359892a1ca58a73db02b2dc70e32cf5bfd3a84dffed5aaf1f4c962ed801fdfd2,3,marikana,2,strike;worker_miner;police;shooting_death;wage;protest_unrest;koppie,65,7,justice_accountability;commission_inquiry,20,2,earnings_results,3,1,false,false,false,strong_case_context_supported,"Case/place term is supported by event, labour, justice, community/governance context or a clearly case-process title.",,,
DISC-MEDIA-0174,Marikana How The Police Constructed Their Story,2014,Daily Maverick,https://www.dailymaverick.co.za/article/2014-11-05-marikana-how-the-police-constructed-their-story/,https://www.dailymaverick.co.za/article/2014-11-05-marikana-how-the-police-constructed-their-story/,explicit_case_title_review,priority_manual_review_case_signal,e95daeeba86266aeb060e274084412d4f08d300f6bb616b5caa142a66de5b36f,retrieved_extracted,,2014-11-05,723,e95daeeba86266aeb060e274084412d4f08d300f6bb616b5caa142a66de5b36f,2,marikana;farlam,6,strike;worker_miner;police;shooting_death;protest_unrest;koppie,36,6,commission_inquiry,7,1,,0,0,false,false,true,strong_case_context_supported,"Case/place term is supported by event, labour, justice, community/governance context or a clearly case-process title.",,,
DISC-MEDIA-0175,Marikana Lonmins Broken Promises,2014,Daily Maverick,https://www.dailymaverick.co.za/article/2014-11-05-marikana-lonmins-broken-promises/,https://www.dailymaverick.co.za/article/2014-11-05-marikana-lonmins-broken-promises/,explicit_case_title_review,priority_manual_review_case_signal,a4be05779666c1e57b87b5cfc768597db9663785c6c918398e4ee6944786fe76,retrieved_extracted,,2014-11-05,597,a4be05779666c1e57b87b5cfc768597db9663785c6c918398e4ee6944786fe76,11,marikana;farlam;wonderkop;nkaneng,6,strike;worker_miner;shooting_death,8,3,housing,17,1,share_price;earnings_results,2,2,false,false,false,strong_case_context_supported,"Case/place term is supported by event, labour, justice, community/governance context or a clearly case-process title.",,,
DISC-MEDIA-0176,Marikana Phiyega Not Fit For Office,2014,Daily Maverick,https://www.dailymaverick.co.za/article/2014-11-05-marikana-phiyega-not-fit-for-office/,https://www.dailymaverick.co.za/article/2014-11-05-marikana-phiyega-not-fit-for-office/,explicit_case_title_review,priority_manual_review_case_signal,7f2a1b46445a8efa1ac515a01684474b1ede5238fd587b7369fabbf8b18cb1ad,retrieved_extracted,,2014-11-05,764,7f2a1b46445a8efa1ac515a01684474b1ede5238fd587b7369fabbf8b18cb1ad,5,marikana;farlam,2,strike;worker_miner;police;shooting_death;union,36,5,justice_accountability;commission_inquiry,8,2,funding_debt;exploration_project,4,2,false,false,false,strong_case_context_supported,"Case/place term is supported by event, labour, justice, community/governance context or a clearly case-process title.",,,
DISC-MEDIA-0177,Marikana Time To Meet The Commissioners,2014,Daily Maverick,https://www.dailymaverick.co.za/article/2014-11-07-marikana-time-to-meet-the-commissioners/,https://www.dailymaverick.co.za/article/2014-11-07-marikana-time-to-meet-the-commissioners/,explicit_case_title_review,priority_manual_review_case_signal,0cc636534549086049863dfedda417d976644993577a0df3232e7d8aeebdf56c,retrieved_extracted,,2014-11-07,1358,0cc636534549086049863dfedda417d976644993577a0df3232e7d8aeebdf56c,2,marikana;farlam,15,worker_miner;police;shooting_death;union,39,4,justice_accountability;commission_inquiry,27,2,,0,0,false,false,false,strong_case_context_supported,"Case/place term is supported by event, labour, justice, community/governance context or a clearly case-process title.",,,
DISC-MEDIA-0178,Marikana Commission Ramaphosa Mpofus Number One,2014,Daily Maverick,https://www.dailymaverick.co.za/article/2014-11-13-marikana-commission-ramaphosa-mpofus-number-one/,https://www.dailymaverick.co.za/article/2014-11-13-marikana-commission-ramaphosa-mpofus-number-one/,explicit_case_title_review,priority_manual_review_case_signal,a1de6ec7a006813c80cbe185a8a5d858d1bbfb2781361cff57fa2a9f7a43264a,retrieved_extracted,,2014-11-13,1324,a1de6ec7a006813c80cbe185a8a5d858d1bbfb2781361cff57fa2a9f7a43264a,7,marikana;farlam,9,strike;worker_miner;police;shooting_death;wage;union;protest_unrest,67,7,commission_inquiry,10,1,earnings_results,1,1,false,false,true,strong_case_context_supported,"Case/place term is supported by event, labour, justice, community/governance context or a clearly case-process title.",,,
DISC-MEDIA-0179,Marikana Commission Compensate The Relatives,2014,Daily Maverick,https://www.dailymaverick.co.za/article/2014-11-14-marikana-commission-compensate-the-relatives/,https://www.dailymaverick.co.za/article/2014-11-14-marikana-commission-compensate-the-relatives/,explicit_case_title_review,priority_manual_review_case_signal,1aadd9b6c8ed1f15934cd12f4b07646b66a7ae22011b8e03436a2a9b2851ec6a,retrieved_extracted,,2014-11-14,1329,1aadd9b6c8ed1f15934cd12f4b07646b66a7ae22011b8e03436a2a9b2851ec6a,11,marikana;farlam,8,strike;worker_miner;police;shooting_death;wage;union,43,6,community;justice_accountability;commission_inquiry,33,3,earnings_results;production_output;transaction,5,3,false,false,true,strong_case_context_supported,"Case/place term is supported by event, labour, justice, community/governance context or a clearly case-process title.",,,
DISC-MEDIA-0180,The Closing Of The Marikana Commission The Thin Blue Lie,2014,Daily Maverick,https://www.dailymaverick.co.za/article/2014-11-18-the-closing-of-the-marikana-commission-the-thin-blue-lie/,https://www.dailymaverick.co.za/article/2014-11-18-the-closing-of-the-marikana-commission-the-thin-blue-lie/,explicit_case_title_review,priority_manual_review_case_signal,1c98b326e2c74d1977d3f8bd49caad6ece7b9a6af61ebfdca366c4b07bd71ca1,retrieved_extracted,,2014-11-18,1609,1c98b326e2c74d1977d3f8bd49caad6ece7b9a6af61ebfdca366c4b07bd71ca1,7,marikana;farlam,5,strike;worker_miner;police;shooting_death;union;protest_unrest,79,6,justice_accountability;commission_inquiry,13,2,share_price,1,1,false,false,true,strong_case_context_supported,"Case/place term is supported by event, labour, justice, community/governance context or a clearly case-process title.",,,
DISC-MEDIA-0181,Op Ed After Marikana Commission What Now,2014,Daily Maverick,https://www.dailymaverick.co.za/article/2014-11-26-op-ed-after-marikana-commission-what-now/,https://www.dailymaverick.co.za/article/2014-11-26-op-ed-after-marikana-commission-what-now/,explicit_case_title_review,priority_manual_review_case_signal,0d10ad3d623a78e3384f1e18747cb2069b1ef6691ef19f1654ea1e77dd17a256,retrieved_extracted,,2014-11-26,1931,0d10ad3d623a78e3384f1e18747cb2069b1ef6691ef19f1654ea1e77dd17a256,13,marikana;nkaneng,14,strike;worker_miner;police;shooting_death;wage;union;protest_unrest,71,7,housing;justice_accountability;commission_inquiry,11,3,exploration_project,2,1,false,false,true,strong_case_context_supported,"Case/place term is supported by event, labour, justice, community/governance context or a clearly case-process title.",,,
DISC-MEDIA-0182,Marikana Report Time For Justice But Will Phiyega Be Fired,2015,Daily Maverick,https://www.dailymaverick.co.za/article/2015-03-31-marikana-report-time-for-justice-but-will-phiyega-be-fired/,https://www.dailymaverick.co.za/article/2015-03-31-marikana-report-time-for-justice-but-will-phiyega-be-fired/,explicit_case_title_review,priority_manual_review_case_signal,76a4a510bbc1160930865307b5d8f3dcb8d5eaa682e6fa9a59ce9378baf7235e,retrieved_extracted,,2015-03-31,2028,76a4a510bbc1160930865307b5d8f3dcb8d5eaa682e6fa9a59ce9378baf7235e,11,marikana;farlam,6,strike;worker_miner;police;shooting_death;wage;union;protest_unrest;koppie,125,8,justice_accountability;commission_inquiry,23,2,,0,0,false,false,true,strong_case_context_supported,"Case/place term is supported by event, labour, justice, community/governance context or a clearly case-process title.",,,
DISC-MEDIA-0183,Open Letter To President Zuma From The Marikana Support Campaign,2015,Daily Maverick,https://www.dailymaverick.co.za/article/2015-05-06-open-letter-to-president-zuma-from-the-marikana-support-campaign/,https://www.dailymaverick.co.za/article/2015-05-06-open-letter-to-president-zuma-from-the-marikana-support-campaign/,explicit_case_title_review,priority_manual_review_case_signal,e164839deaec843030d6d843899564e6c8abd8357317ae94a8a1cebac85dc3b1,retrieved_extracted,,2015-05-06,825,e164839deaec843030d6d843899564e6c8abd8357317ae94a8a1cebac85dc3b1,1,marikana;farlam,8,strike;worker_miner;police;shooting_death,12,4,justice_accountability;commission_inquiry,13,2,earnings_results;funding_debt;transaction,4,3,false,false,false,strong_case_context_supported,"Case/place term is supported by event, labour, justice, community/governance context or a clearly case-process title.",,,
DISC-MEDIA-0184,Marikana Massacre Pressure Continues While The President Considers Report,2015,Daily Maverick,https://www.dailymaverick.co.za/article/2015-05-12-marikana-massacre-pressure-continues-while-the-president-considers-report/,https://www.dailymaverick.co.za/article/2015-05-12-marikana-massacre-pressure-continues-while-the-president-considers-report/,explicit_case_title_review,priority_manual_review_case_signal,5b993427de9c047ebae92ae218b1360fac86908438506649f9bedb3da11488f8,retrieved_extracted,,2015-05-12,1154,5b993427de9c047ebae92ae218b1360fac86908438506649f9bedb3da11488f8,8,marikana;farlam;wonderkop,10,strike;worker_miner;police;shooting_death;wage;union;protest_unrest,43,7,community;justice_accountability;commission_inquiry,8,3,share_price;earnings_results;production_output;transaction,7,4,false,false,true,strong_case_context_supported,"Case/place term is supported by event, labour, justice, community/governance context or a clearly case-process title.",,,
DISC-MEDIA-0185,Another Perfect Storm Will Marikana Be Zumas New Nkandla,2015,Daily Maverick,https://www.dailymaverick.co.za/article/2015-05-15-another-perfect-storm-will-marikana-be-zumas-new-nkandla/,https://www.dailymaverick.co.za/article/2015-05-15-another-perfect-storm-will-marikana-be-zumas-new-nkandla/,explicit_case_title_review,priority_manual_review_case_signal,82dacceb3890497c15c9a06c8fddccde3068f8042c6f8ed7bbaf4f342b309557,retrieved_extracted,,2015-05-15,1407,82dacceb3890497c15c9a06c8fddccde3068f8042c6f8ed7bbaf4f342b309557,1,marikana;farlam,16,strike;worker_miner;police;shooting_death;wage,26,5,justice_accountability;commission_inquiry,21,2,funding_debt,2,1,false,false,false,strong_case_context_supported,"Case/place term is supported by event, labour, justice, community/governance context or a clearly case-process title.",,,
DISC-MEDIA-0186,Marikana Report In The Hands Of God And Zuma,2015,Daily Maverick,https://www.dailymaverick.co.za/article/2015-05-25-marikana-report-in-the-hands-of-god-and-zuma/,https://www.dailymaverick.co.za/article/2015-05-25-marikana-report-in-the-hands-of-god-and-zuma/,explicit_case_title_review,priority_manual_review_case_signal,ba8fb5c388bf0e5732f1dd8e79b3f094754181366c4af9ed9883d805a4dc8907,retrieved_extracted,,2015-05-25,1175,ba8fb5c388bf0e5732f1dd8e79b3f094754181366c4af9ed9883d805a4dc8907,2,marikana;farlam,15,strike;worker_miner;police;shooting_death;union;koppie,42,6,justice_accountability;commission_inquiry,22,2,,0,0,false,false,false,strong_case_context_supported,"Case/place term is supported by event, labour, justice, community/governance context or a clearly case-process title.",,,
DISC-MEDIA-0187,Marikana Report Coming To Court,2015,Daily Maverick,https://www.dailymaverick.co.za/article/2015-05-26-marikana-report-coming-to-court/,https://www.dailymaverick.co.za/article/2015-05-26-marikana-report-coming-to-court/,explicit_case_title_review,priority_manual_review_case_signal,4c41f5b8998e25bdd491547d3f285afa41817d7f7158d0335432c37ffc509118,retrieved_extracted,,2015-05-26,872,4c41f5b8998e25bdd491547d3f285afa41817d7f7158d0335432c37ffc509118,1,marikana;farlam,10,worker_miner;police;shooting_death;union,18,4,justice_accountability;commission_inquiry,12,2,transaction,1,1,false,false,false,strong_case_context_supported,"Case/place term is supported by event, labour, justice, community/governance context or a clearly case-process title.",,,
DISC-MEDIA-0188,Parliament Diary Placards A Date For The Marikana Report And An F Bomb,2015,Daily Maverick,https://www.dailymaverick.co.za/article/2015-05-26-parliament-diary-placards-a-date-for-the-marikana-report-and-an-f-bomb/,https://www.dailymaverick.co.za/article/2015-05-26-parliament-diary-placards-a-date-for-the-marikana-report-and-an-f-bomb/,explicit_case_title_review,priority_manual_review_case_signal,4ac4d83f60949a5b3a98adf67e41edb259d0b0820c59a932416dca1751b31b16,retrieved_extracted,,2015-05-26,1229,4ac4d83f60949a5b3a98adf67e41edb259d0b0820c59a932416dca1751b31b16,0,marikana,5,worker_miner;police;wage;union,5,4,housing;community;commission_inquiry,4,3,earnings_results;transaction,2,2,false,false,false,strong_case_context_supported,"Case/place term is supported by event, labour, justice, community/governance context or a clearly case-process title.",,,
DISC-MEDIA-0189,Marikana Report Court Papers Filed,2015,Daily Maverick,https://www.dailymaverick.co.za/article/2015-06-03-marikana-report-court-papers-filed/,https://www.dailymaverick.co.za/article/2015-06-03-marikana-report-court-papers-filed/,explicit_case_title_review,priority_manual_review_case_signal,0a3f6e95a27398ec05d75e29b755f827d30225acbb3126a07cb51ad790401caa,retrieved_extracted,,2015-06-03,853,0a3f6e95a27398ec05d75e29b755f827d30225acbb3126a07cb51ad790401caa,1,marikana;farlam,9,worker_miner;police;shooting_death;union,26,4,housing;justice_accountability;commission_inquiry,10,3,transaction,1,1,false,false,false,strong_case_context_supported,"Case/place term is supported by event, labour, justice, community/governance context or a clearly case-process title.",,,
DISC-MEDIA-0190,Marikana Report The Pain While President Zuma Applies His Mind,2015,Daily Maverick,https://www.dailymaverick.co.za/article/2015-06-08-marikana-report-the-pain-while-president-zuma-applies-his-mind/,https://www.dailymaverick.co.za/article/2015-06-08-marikana-report-the-pain-while-president-zuma-applies-his-mind/,explicit_case_title_review,priority_manual_review_case_signal,fb65b0c96d8732840be57791938761272db84f3a3bbfef8cf2248a3414ac34a9,retrieved_extracted,,2015-06-08,907,fb65b0c96d8732840be57791938761272db84f3a3bbfef8cf2248a3414ac34a9,4,marikana;farlam;wonderkop,7,strike;worker_miner;police;shooting_death,19,4,commission_inquiry,6,1,,0,0,false,false,false,strong_case_context_supported,"Case/place term is supported by event, labour, justice, community/governance context or a clearly case-process title.",,,
DISC-MEDIA-0191,Marikana The Day President Zuma Added Insult To Injury,2015,Daily Maverick,https://www.dailymaverick.co.za/article/2015-06-25-marikana-the-day-president-zuma-added-insult-to-injury/,https://www.dailymaverick.co.za/article/2015-06-25-marikana-the-day-president-zuma-added-insult-to-injury/,explicit_case_title_review,priority_manual_review_case_signal,c657a8b7d6212ce79b53e90fc2ed8383dcab20a2267b1d3f7f8bdddd316f6abb,retrieved_extracted,,2015-06-25,960,c657a8b7d6212ce79b53e90fc2ed8383dcab20a2267b1d3f7f8bdddd316f6abb,1,marikana;wonderkop,18,strike;worker_miner;police;shooting_death;protest_unrest,55,5,justice_accountability;commission_inquiry,9,2,transaction,1,1,false,false,false,strong_case_context_supported,"Case/place term is supported by event, labour, justice, community/governance context or a clearly case-process title.",,,
DISC-MEDIA-0192,Marikana Report The Continuing Injustice For The People Of A Lesser God,2015,Daily Maverick,https://www.dailymaverick.co.za/article/2015-06-26-marikana-report-the-continuing-injustice-for-the-people-of-a-lesser-god/,https://www.dailymaverick.co.za/article/2015-06-26-marikana-report-the-continuing-injustice-for-the-people-of-a-lesser-god/,explicit_case_title_review,priority_manual_review_case_signal,476af87ba4142a20749d5fb0bde49d0e554f81a4dd6b3686164b988e4bc2fb05,retrieved_extracted,,2015-06-26,1700,476af87ba4142a20749d5fb0bde49d0e554f81a4dd6b3686164b988e4bc2fb05,8,marikana;farlam,16,strike;worker_miner;police;shooting_death;wage;union;protest_unrest,56,7,housing;justice_accountability;commission_inquiry,36,3,funding_debt,1,1,false,false,false,strong_case_context_supported,"Case/place term is supported by event, labour, justice, community/governance context or a clearly case-process title.",,,
DISC-MEDIA-0193,Marikana Report Aftermath This Is Too Painful,2015,Daily Maverick,https://www.dailymaverick.co.za/article/2015-06-29-marikana-report-aftermath-this-is-too-painful/,https://www.dailymaverick.co.za/article/2015-06-29-marikana-report-aftermath-this-is-too-painful/,explicit_case_title_review,priority_manual_review_case_signal,3297da503497a644c82c2acfec1173863e2384872c804b667b7a763ce22b81f3,retrieved_extracted,,2015-06-29,874,3297da503497a644c82c2acfec1173863e2384872c804b667b7a763ce22b81f3,5,marikana;farlam;wonderkop,11,strike;worker_miner;police;shooting_death,30,4,justice_accountability;commission_inquiry,11,2,earnings_results,1,1,false,false,false,strong_case_context_supported,"Case/place term is supported by event, labour, justice, community/governance context or a clearly case-process title.",,,
DISC-MEDIA-0194,Op Ed In The Shadow Of Marikana A Lost Opportunity For Justice,2015,Daily Maverick,https://www.dailymaverick.co.za/article/2015-06-29-op-ed-in-the-shadow-of-marikana-a-lost-opportunity-for-justice/,https://www.dailymaverick.co.za/article/2015-06-29-op-ed-in-the-shadow-of-marikana-a-lost-opportunity-for-justice/,explicit_case_title_review,priority_manual_review_case_signal,0b7226e959ccee486c5fe542f8f96042a26a9a257439a257fbbf43bb5532e789,retrieved_extracted,,2015-06-29,1914,0b7226e959ccee486c5fe542f8f96042a26a9a257439a257fbbf43bb5532e789,8,marikana;farlam;nkaneng,10,strike;worker_miner;police;shooting_death;wage;union;protest_unrest;koppie,74,8,housing;community;justice_accountability;commission_inquiry,26,4,share_price;transaction,2,2,false,false,true,strong_case_context_supported,"Case/place term is supported by event, labour, justice, community/governance context or a clearly case-process title.",,,
DISC-MEDIA-0195,After Marikana Report The Widows Talk About Life Of Hardship And Pain,2015,Daily Maverick,https://www.dailymaverick.co.za/article/2015-06-30-after-marikana-report-the-widows-talk-about-life-of-hardship-and-pain/,https://www.dailymaverick.co.za/article/2015-06-30-after-marikana-report-the-widows-talk-about-life-of-hardship-and-pain/,explicit_case_title_review,priority_manual_review_case_signal,4660cc83c1699e58aad065977087369dd10b95016a2b284b386610b8f975b450,retrieved_extracted,,2015-06-30,1080,4660cc83c1699e58aad065977087369dd10b95016a2b284b386610b8f975b450,5,marikana;farlam,10,strike;worker_miner;police;shooting_death;union,27,5,housing;justice_accountability;commission_inquiry,17,3,,0,0,false,false,true,strong_case_context_supported,"Case/place term is supported by event, labour, justice, community/governance context or a clearly case-process title.",,,
DISC-MEDIA-0196,The Curious Case Of The Ancs Post Marikana Silence,2015,Daily Maverick,https://www.dailymaverick.co.za/article/2015-06-30-the-curious-case-of-the-ancs-post-marikana-silence/,https://www.dailymaverick.co.za/article/2015-06-30-the-curious-case-of-the-ancs-post-marikana-silence/,explicit_case_title_review,priority_manual_review_case_signal,f9f399c2fb1f8d03b663ecdc2421b878ba96de366f18d9bba270c4796804e4c9,retrieved_extracted,,2015-06-30,1058,f9f399c2fb1f8d03b663ecdc2421b878ba96de366f18d9bba270c4796804e4c9,1,marikana,9,strike;worker_miner;police;shooting_death;union,21,5,housing;justice_accountability,4,2,share_price,1,1,false,false,false,strong_case_context_supported,"Case/place term is supported by event, labour, justice, community/governance context or a clearly case-process title.",,,
DISC-MEDIA-0197,Women Of Marikana Lodge World Bank Complaint Against Lonmin,2015,Daily Maverick,https://www.dailymaverick.co.za/article/2015-06-30-women-of-marikana-lodge-world-bank-complaint-against-lonmin/,https://www.dailymaverick.co.za/article/2015-06-30-women-of-marikana-lodge-world-bank-complaint-against-lonmin/,explicit_case_title_review,priority_manual_review_case_signal,45d9e1f414278958684c33a41591f6e913505068e8e73cdd93e1cfb032355964,retrieved_extracted,,2015-06-30,908,45d9e1f414278958684c33a41591f6e913505068e8e73cdd93e1cfb032355964,14,marikana;farlam;nkaneng,18,strike;worker_miner;police;shooting_death;union;protest_unrest,10,6,housing;community;slp;justice_accountability,14,4,funding_debt,1,1,false,false,false,strong_case_context_supported,"Case/place term is supported by event, labour, justice, community/governance context or a clearly case-process title.",,,
DISC-MEDIA-0198,Podcast Marikana The Fallout,2015,Daily Maverick,https://www.dailymaverick.co.za/article/2015-07-01-podcast-marikana-the-fallout/,https://www.dailymaverick.co.za/article/2015-07-01-podcast-marikana-the-fallout/,explicit_case_title_review,priority_manual_review_case_signal,e7b7ba3aade255bb6e857d0e4cac27d1985d3b96868ed8b1ef8f05285088b9c1,retrieved_extracted,,2015-07-01,99,e7b7ba3aade255bb6e857d0e4cac27d1985d3b96868ed8b1ef8f05285088b9c1,0,marikana,2,strike;worker_miner;shooting_death,6,3,,0,0,,0,0,false,false,false,strong_case_context_supported,"Case/place term is supported by event, labour, justice, community/governance context or a clearly case-process title.",,,
DISC-MEDIA-0199,Baggage Or Collateral Damage Marikana And Ramaphosas Path To The Presidency,2015,Daily Maverick,https://www.dailymaverick.co.za/article/2015-07-07-baggage-or-collateral-damage-marikana-and-ramaphosas-path-to-the-presidency/,https://www.dailymaverick.co.za/article/2015-07-07-baggage-or-collateral-damage-marikana-and-ramaphosas-path-to-the-presidency/,explicit_case_title_review,priority_manual_review_case_signal,89162961d4bbbd90a744541abe66c021ca4eafc3edf4b6a4a8e7563e99461395,retrieved_extracted,,2015-07-07,1400,89162961d4bbbd90a744541abe66c021ca4eafc3edf4b6a4a8e7563e99461395,3,marikana;farlam,12,strike;worker_miner;police;shooting_death;protest_unrest,20,5,justice_accountability;commission_inquiry,6,2,transaction,1,1,false,false,false,strong_case_context_supported,"Case/place term is supported by event, labour, justice, community/governance context or a clearly case-process title.",,,
DISC-MEDIA-0200,Marikana Will Saps Do The Right Thing,2015,Daily Maverick,https://www.dailymaverick.co.za/article/2015-07-08-marikana-will-saps-do-the-right-thing/,https://www.dailymaverick.co.za/article/2015-07-08-marikana-will-saps-do-the-right-thing/,explicit_case_title_review,priority_manual_review_case_signal,44867acc360b3b27f5ee524d84cdc0ecd79c113a32d94aaac98448ae5dc1bab8,retrieved_extracted,,2015-07-08,1129,44867acc360b3b27f5ee524d84cdc0ecd79c113a32d94aaac98448ae5dc1bab8,4,marikana;farlam,19,strike;worker_miner;police;shooting_death;union;protest_unrest,48,6,justice_accountability;commission_inquiry,13,2,,0,0,false,false,true,strong_case_context_supported,"Case/place term is supported by event, labour, justice, community/governance context or a clearly case-process title.",,,
DISC-MEDIA-0201,Marikanas Deep Throat Charge Brigadier Malahlela Unravel Police Lies And Deceit,2015,Daily Maverick,https://www.dailymaverick.co.za/article/2015-07-20-marikanas-deep-throat-charge-brigadier-malahlela-unravel-police-lies-and-deceit/,https://www.dailymaverick.co.za/article/2015-07-20-marikanas-deep-throat-charge-brigadier-malahlela-unravel-police-lies-and-deceit/,explicit_case_title_review,priority_manual_review_case_signal,1f72050a582be5e1aaa060e24d1cb79683d183b2b10474420971f683c3d1202a,retrieved_extracted,,2015-07-20,1529,1f72050a582be5e1aaa060e24d1cb79683d183b2b10474420971f683c3d1202a,1,marikana,6,strike;worker_miner;police;shooting_death,32,4,commission_inquiry,11,1,earnings_results,1,1,false,false,true,strong_case_context_supported,"Case/place term is supported by event, labour, justice, community/governance context or a clearly case-process title.",,,
DISC-MEDIA-0202,Op Ed Marikana Justice Delayed Is Justice Denied,2015,Daily Maverick,https://www.dailymaverick.co.za/article/2015-07-30-op-ed-marikana-justice-delayed-is-justice-denied/,https://www.dailymaverick.co.za/article/2015-07-30-op-ed-marikana-justice-delayed-is-justice-denied/,explicit_case_title_review,priority_manual_review_case_signal,9b07a3593c44ed05bfc1c2ad3c1b19310e56ffc9c9a675e0f5f783eb2066c204,retrieved_extracted,,2015-07-30,552,9b07a3593c44ed05bfc1c2ad3c1b19310e56ffc9c9a675e0f5f783eb2066c204,1,marikana;farlam;wonderkop,9,strike;worker_miner;police;shooting_death;protest_unrest,27,5,justice_accountability;commission_inquiry,9,2,,0,0,false,false,true,strong_case_context_supported,"Case/place term is supported by event, labour, justice, community/governance context or a clearly case-process title.",,,
DISC-MEDIA-0203,Marikana Families To Nhleko Payusthemoney,2015,Daily Maverick,https://www.dailymaverick.co.za/article/2015-08-14-marikana-families-to-nhleko-payusthemoney/,https://www.dailymaverick.co.za/article/2015-08-14-marikana-families-to-nhleko-payusthemoney/,explicit_case_title_review,priority_manual_review_case_signal,270e073fbe23aa6cf781f62b194cf88b9ec054d4741e466bf2850267c4e52c9a,retrieved_extracted,,2015-08-14,1144,270e073fbe23aa6cf781f62b194cf88b9ec054d4741e466bf2850267c4e52c9a,4,marikana,10,strike;worker_miner;police;shooting_death;wage;union;protest_unrest,45,7,justice_accountability;commission_inquiry,22,2,earnings_results,1,1,false,false,true,strong_case_context_supported,"Case/place term is supported by event, labour, justice, community/governance context or a clearly case-process title.",,,
DISC-MEDIA-0204,Marikana Three Years On Political Posturing Vs The Quest For Truth And Closure,2015,Daily Maverick,https://www.dailymaverick.co.za/article/2015-08-14-marikana-three-years-on-political-posturing-vs-the-quest-for-truth-and-closure/,https://www.dailymaverick.co.za/article/2015-08-14-marikana-three-years-on-political-posturing-vs-the-quest-for-truth-and-closure/,explicit_case_title_review,priority_manual_review_case_signal,12373658fc10f7d2e60bfba95aefb786ddd5099755cf01d1f16b6da257808f72,retrieved_extracted,,2015-08-14,1261,12373658fc10f7d2e60bfba95aefb786ddd5099755cf01d1f16b6da257808f72,2,marikana;farlam,19,strike;worker_miner;police;shooting_death;wage;union;protest_unrest;koppie,65,8,housing;community;justice_accountability;commission_inquiry,28,4,earnings_results,1,1,false,false,false,strong_case_context_supported,"Case/place term is supported by event, labour, justice, community/governance context or a clearly case-process title.",,,
DISC-MEDIA-0205,Marikana Three Years On Workers Call For Justice But Justice Doesnt Come,2015,Daily Maverick,https://www.dailymaverick.co.za/article/2015-08-17-marikana-three-years-on-workers-call-for-justice-but-justice-doesnt-come/,https://www.dailymaverick.co.za/article/2015-08-17-marikana-three-years-on-workers-call-for-justice-but-justice-doesnt-come/,explicit_case_title_review,priority_manual_review_case_signal,89b61496e4fc6d81b761b10a092fb3efe653e05c8a6cd63f5e73b6912b28229e,retrieved_extracted,,2015-08-17,835,89b61496e4fc6d81b761b10a092fb3efe653e05c8a6cd63f5e73b6912b28229e,5,marikana;farlam,8,strike;worker_miner;police;shooting_death;wage;union;protest_unrest;koppie,40,8,housing;justice_accountability;commission_inquiry,10,3,earnings_results;commodity_market,3,2,false,false,true,strong_case_context_supported,"Case/place term is supported by event, labour, justice, community/governance context or a clearly case-process title.",,,
