record_id,source_phase,title,year,publisher,url,fetch_status,fetch_error,extraction_method,fresh_words,fresh_sha256,global_extraction_collision,usable_for_textwide_similarity
expanded_media_candidates_batch1__EXP-MEDIA-005,prior_screened_300,Friendship forged in the depths of the earth and strengthened by the horror of Marikana,2012,Daily Maverick,https://www.dailymaverick.co.za/article/2012-09-26-friendship-forged-in-the-depths-of-the-earth-and-strengthened-by-the-horror-of-marikana/,retrieved_extracted,,trafilatura,3422,8a3600cf6a2a846781c526510ed3c6fb4cd56b4694a5bd85d2b4d40fc473055e,false,true
expanded_media_candidates_batch1__EXP-MEDIA-006,prior_screened_300,Marikana: The debt-hole that fuelled the fire,2012,Daily Maverick,https://www.dailymaverick.co.za/article/2012-10-12-marikana-the-debt-hole-that-fuelled-the-fire/,retrieved_extracted,,trafilatura,1159,5afb1c3183cd912eeef79dea35c44e9f5038374c2d7c61d3d1ec864e031787e4,false,true
expanded_media_candidates_batch1__EXP-MEDIA-007,prior_screened_300,Marikana: Police torturing their way to intimidation,2012,Daily Maverick,https://www.dailymaverick.co.za/article/2012-11-02-marikana-police-torturing-their-way-to-intimidation/,retrieved_extracted,,trafilatura,1439,ae29c5671dc16ae0ab2c73bd833557f49a1f94dabfb2275bfda97530fac98634,false,true
expanded_media_candidates_batch1__EXP-MEDIA-010,prior_screened_300,Marikana murders: The world now believes,2012,Daily Maverick,https://www.dailymaverick.co.za/article/2012-09-10-marikana-murders-the-world-now-believes/,retrieved_extracted,,trafilatura,1320,70d51792b399721c24e538c8efc11c9cc1dcdf30d0266cee5d4ce53f9c3b359c,false,true
expanded_media_candidates_batch1__EXP-MEDIA-011,prior_screened_300,"Marikana, Malema, rebellion, revolution",2012,Daily Maverick,https://www.dailymaverick.co.za/article/2012-09-12-marikana-malema-rebellion-revolution/,retrieved_extracted,,trafilatura,1484,4077012b6f376d1be1924826a67b1a4778a3ae68e2f42e53bdaa311b0cf1fd45,false,true
expanded_media_candidates_batch1__EXP-MEDIA-012,prior_screened_300,Daily Maverick's SA Persons of the Year: The victims of Marikana,2012,Daily Maverick,https://www.dailymaverick.co.za/article/2012-12-31-daily-mavericks-sa-persons-of-the-year-the-victims-of-marikana/,retrieved_extracted,,trafilatura,1227,7f3f0c36ddab49a79c6e6894d2e9561216172078d9af8e727afc8ebcca331889,false,true
expanded_media_candidates_batch1__EXP-MEDIA-015,prior_screened_300,"The Marikana Commission, and skewed access to justice",2013,Daily Maverick,https://www.dailymaverick.co.za/article/2013-08-15-the-marikana-commission-and-skewed-access-to-justice/,retrieved_extracted,,trafilatura,1025,78cefa79c4728b832f7e6bf48de2ce35dc01aa07477e537c71ba22e4f75499d7,false,true
expanded_media_candidates_batch1__EXP-MEDIA-022,prior_screened_300,Marikana – a massacre without criminal consequences,2022,Daily Maverick,https://www.dailymaverick.co.za/article/2022-05-19-marikana-a-massacre-still-without-any-criminal-consequences/,retrieved_extracted,,trafilatura,1139,662491328bf250e1b8187563ca530053f9e72057a6f9345eeea0847181e60699,false,true
expanded_media_candidates_batch1__EXP-MEDIA-023,prior_screened_300,We must fight to ensure that those slain at Marikana did not die in vain,2022,Daily Maverick,https://www.dailymaverick.co.za/article/2022-08-15-we-must-fight-to-ensure-that-those-slain-at-marikana-on-16-august-2012-did-not-die-in-vain/,retrieved_extracted,,trafilatura,1906,c61e5c8ca8c1a876c4f49dc978b4190e0324d20ab1d5042844c539c61631d1a1,false,true
expanded_media_candidates_batch1__EXP-MEDIA-024,prior_screened_300,REPUTATION WRECKING BALL,2012,Mining Weekly,https://www.miningweekly.com/article/reputation-wrecking-ball-2012-09-07,retrieved_extracted,,trafilatura,338,d621d203499d4fc598abcc9eee884ac6d812c5dde6ea6d7521fc17d5a643ec15,false,true
expanded_media_candidates_batch1__EXP-MEDIA-026,prior_screened_300,Lonmin says significant safety records achieved at Marikana,2013,Mining Weekly,https://www.miningweekly.com/article/lonmin-says-significant-safety-records-achieved-at-marikana-2013-01-24,retrieved_extracted,,trafilatura,463,188630772ff26480ecfdf9cc710cb45eb9f66baf512fdf8c872bf9cf716534eb,false,true
expanded_media_candidates_batch1__EXP-MEDIA-030,prior_screened_300,"AMCU to serve strike notice on Lonmin, Implats",2014,Mining Weekly,https://www.miningweekly.com/article/amcu-to-serve-strike-notice-on-lonmin-implats-2014-01-17,retrieved_extracted,,trafilatura,516,0428e5267a1b4c084f80514d1cb0fabb7bf4f698866f12ffd9d84518111546b8,false,true
expanded_media_candidates_batch1__EXP-MEDIA-032,prior_screened_300,AMCU prepared to strike for next six months,2014,Mining Weekly,https://www.miningweekly.com/article/amcu-will-not-return-to-work-without-r12-500-basic-wage-2014-03-27,retrieved_extracted,,trafilatura,594,d354f1cb454e64a8684ac5c328a99ed37b171e4c0d2a286ec4a87156a3f8d542,false,true
expanded_media_candidates_batch1__EXP-MEDIA-033,prior_screened_300,Lonmin aims for May 14 restart in challenge to platinum strike,2014,Mining Weekly,https://www.miningweekly.com/article/lonmin-aims-for-may-14-restart-in-challenge-to-platinum-strike-2014-05-09,retrieved_extracted,,trafilatura,812,b4207285d5fd502b3741b3fdf2c33f08dcba288c0ee9c87031582b64f9f0482f,false,true
expanded_media_candidates_batch1__EXP-MEDIA-034,prior_screened_300,"Uphold overwhelming wish of workers to return, pleads Lonmin",2014,Mining Weekly,https://www.miningweekly.com/article/uphold-overwhelming-wish-of-workers-to-return-pleads-lonmin-2014-05-12,retrieved_extracted,,trafilatura,1890,04b628f9c3614ad31642f11721a17ee868a1d7faf5c02d271c90c5c557204e9c,false,true
expanded_media_candidates_batch1__EXP-MEDIA-035,prior_screened_300,"Platinum majors, AMCU sign wage deal; workers to return Wed",2014,Mining Weekly,https://www.miningweekly.com/article/sa-platinum-job-cuts-in-question-as-wage-deals-to-be-signed-2014-06-24,retrieved_extracted,,trafilatura,1233,37cd2c857898f0c81a2cac8f6e092995a237a0c7c71b26791eb1fab7de90d934,false,true
expanded_media_candidates_batch1__EXP-MEDIA-037,prior_screened_300,Lonmin accused of prolonging platinum strike by hiding revenue,2014,Mining Weekly,https://www.miningweekly.com/article/lonmin-accused-of-prolonging-platinum-strike-by-hiding-revenue-2014-10-24,retrieved_extracted,,trafilatura,757,8c4763d27d707c437cd722a3389a3d2ea1d2b93d96fe60ab395d7c8cb268e24f,false,true
expanded_media_candidates_batch1__EXP-MEDIA-038,prior_screened_300,Lonmin hands over New Marikana primary school to Basic Education dept,2018,Engineering News / Creamer Media,https://www.engineeringnews.co.za/article/lonmin-hands-over-new-marikana-primary-school-to-basic-education-dept-2018-04-06,retrieved_extracted,,trafilatura,651,9bab9b593fc50ff5639673df840c723102c11472515a367d228062efc41cbf1f,false,true
expanded_media_candidates_batch1__EXP-MEDIA-040,prior_screened_300,Recovering platinum miner forging ahead,2013,Engineering News,https://www.engineeringnews.co.za/article/recovering-platinum-miner-forging-ahead-2013-03-15,retrieved_extracted,,trafilatura,2245,9202ab8a166528dd82eb2e5b165ded0bdaa920d87e93cd616f950d3ef6174085,false,true
expanded_media_candidates_batch1__EXP-MEDIA-041,prior_screened_300,Lonmin miners return to work,2013,Engineering News,https://www.engineeringnews.co.za/article/lonmin-miners-return-to-work-2013-05-15,retrieved_extracted,,trafilatura,668,f476d59e370e77de006e34b868a9c84455f3e664937cbc13f6e0444dc7cd2881,false,true
expanded_media_candidates_batch1__EXP-MEDIA-042,prior_screened_300,"Platinum town, striking miner ready for deal",2014,Engineering News,https://www.engineeringnews.co.za/article/platinum-town-striking-miner-ready-for-deal-2014-04-25,retrieved_extracted,,trafilatura,687,470cfa70c6c793a2769b4ef18241f52fa2f8e659c1cfb8947b39527a480ddd3a,false,true
expanded_media_candidates_batch1__EXP-MEDIA-043,prior_screened_300,Profit shifting report false – Lonmin,2014,Engineering News,https://www.engineeringnews.co.za/article/profit-shifting-report-false-lonmin-2014-10-16,retrieved_extracted,,trafilatura,863,5b7dfe1e18f97e5190976b757438855a445632850e78aaa1a374ba0eca837eae,false,true
expanded_media_candidates_batch1__EXP-MEDIA-044,prior_screened_300,"Force majeure with some suppliers, not customers – Lonmin",2014,Engineering News,https://www.engineeringnews.co.za/article/force-majeure-with-some-suppliers-not-customers-lonmin-2014-04-11,retrieved_extracted,,trafilatura,500,76d07a70db07e3d46da1da1e6e873004a4857a17f9a5792a89f088135f906093,false,true
expanded_media_candidates_batch2__EXP-MEDIA-045,prior_screened_300,Volatility now plagues platinum miner's housing allocation,2016,Mining Weekly,https://www.miningweekly.com/article/volatility-now-plagues-platinum-miners-housing-allocation-2016-02-05,retrieved_extracted,,trafilatura,780,d6f308d66b22d570b9921cbe91fd5242a0de01f0083c168de8b6d31594f378a0,false,true
expanded_media_candidates_batch2__EXP-MEDIA-046,prior_screened_300,Lonmin committed to R500m expenditure on employee apartments,2017,Mining Weekly,https://www.miningweekly.com/article/lonmin-committed-to-r500m-expenditure-on-employee-apartments-2017-04-07,retrieved_extracted,,trafilatura,1276,701d21245cb7403a66f79caf92397450cf761e788999de8450d1ed59ed6ff5e8,false,true
expanded_media_candidates_batch2__EXP-MEDIA-047,prior_screened_300,Violent protestors demand 1 500 new jobs from struggling Lonmin,2017,Mining Weekly,https://www.miningweekly.com/article/violent-protestors-demand-1-500-new-jobs-from-struggling-lonmin-2017-05-11,retrieved_extracted,,trafilatura,1161,35b8fd10a68d40c88c1bff43b413d8acf9423e2f2305902c024a0aa99cd00cb9,false,true
expanded_media_candidates_batch2__EXP-MEDIA-048,prior_screened_300,Review Mining Charter's proposed home ownership model,2017,Mining Weekly,https://www.miningweekly.com/article/review-mining-charters-proposed-home-ownership-model-2017-02-10,retrieved_extracted,,trafilatura,912,13d6a6855ce5d224753a2342a1aec47f24972b731051fa33ad171b5d45e4cd06,false,true
expanded_media_candidates_batch2__EXP-MEDIA-049,prior_screened_300,POST MARIKANA MEASURES,2017,Mining Weekly,https://www.miningweekly.com/article/post-marikana-measures-2017-01-27,retrieved_extracted,,trafilatura,429,0fc5faa02c35f0fc6fd54095715e7fd8532d261c499986628ba506f8333640ed,false,true
expanded_media_candidates_batch2__EXP-MEDIA-050,prior_screened_300,Lonmin community wants operations suspended on social failings,2017,Mining Weekly,https://www.miningweekly.com/article/lonmin-community-wants-operations-suspended-on-social-failings-2017-10-25,retrieved_extracted,,trafilatura,616,e6bc1f663cffaa7cb57b1cad9988cbc9fa661b28d2fbe2e6244a0668c453dbc3,false,true
expanded_media_candidates_batch2__EXP-MEDIA-052,prior_screened_300,"Murder at Small Koppie: J'Accuse, Greg Marinovich's way",2016,Daily Maverick,https://www.dailymaverick.co.za/article/2016-03-24-murder-at-small-koppie-jaccuse-greg-marinovichs-way/,retrieved_extracted,,trafilatura,1510,a11bc60adf7cf96a816afa12252ce97685b4d4fc46b48bec69b7fa2875690177,false,true
EXP-MEDIA-053,prior_screened_300,What's mine is mine: How the Bapo Ba Mogale got robbed of R800 million,2016,Daily Maverick,https://www.dailymaverick.co.za/article/2016-10-26-whats-mine-is-mine-how-the-bapo-ba-mogale-got-robbed-of-r800-million/,retrieved_extracted,,trafilatura,3707,fd6d91dcb4b0fc392aae2c295e1ec4b5a621f738413d29ab3dfd148fa8eb59ed,false,true
EXP-MEDIA-054,prior_screened_300,Marikana Massacre: Police absolve 87 of their own,2017,Daily Maverick,https://www.dailymaverick.co.za/article/2017-03-15-marikana-massacre-police-absolve-87-of-their-own/,retrieved_extracted,,trafilatura,1103,55f63bce39dc4bae04128328532f9d65a2298d2182df8fb9d2f5e663bacc2277,false,true
EXP-MEDIA-055,prior_screened_300,"Marikana Massacre: 'He is fine, let him die'",2017,Daily Maverick,https://www.dailymaverick.co.za/article/2017-03-20-marikana-massacre-he-is-fine-let-him-die/,retrieved_extracted,,trafilatura,1362,33d576dfd271d1da6b4b2061ab4d8bb85d8d65c310a1a63badc06be6808c9c4b,false,true
EXP-MEDIA-056,prior_screened_300,Will there ever be accountability for the Marikana Massacre?,2018,Daily Maverick,https://www.dailymaverick.co.za/article/2018-06-15-will-there-ever-be-accountability-for-the-marikana-massacre/,retrieved_extracted,,trafilatura,911,43290c8c05f39e2da5d47dbe5939195623af698ddbf0de774ef8c1f4b7aa1efa,false,true
EXP-MEDIA-057,prior_screened_300,The legacy of Marikana: Accountability urgent to prevent another atrocity,2018,Daily Maverick,https://www.dailymaverick.co.za/article/2018-08-15-the-legacy-of-marikana-accountability-urgent-to-prevent-another-atrocity/,retrieved_extracted,,trafilatura,1290,7756ade416d7615d2aee59262adeae0f9b5adab9c037f4abb89fcc4833f4c8af,false,true
EXP-MEDIA-058,prior_screened_300,"Marikana Massacre – IPID investigates massacred miners' deaths, and SAPS' lies, without the promised funding",2018,Daily Maverick,https://www.dailymaverick.co.za/article/2018-08-30-marikana-massacre-ipid-investigates-massacred-miners-deaths-and-saps-lies-without-the-promised-funding/,retrieved_extracted,,trafilatura,785,67a33d170b0f63bd86eaa008124b58a1ed7dd28fc062bf184aaaf4ed83e7b825,false,true
EXP-MEDIA-059,prior_screened_300,SA still waiting for action on Farlam Commission findings,2019,Daily Maverick,https://www.dailymaverick.co.za/article/2019-08-16-sa-still-waiting-for-action-on-farlam-commission-findings/,retrieved_extracted,,trafilatura,1073,d2183e51c156c3db9feccf6e7ebdb862854152b394ebb4518c2f3ba103881779,false,true
EXP-MEDIA-062,prior_screened_300,Sibanye settles Marikana streaming deal,2020,Engineering News,https://www.engineeringnews.co.za/article/sibanye-settles-marikana-streaming-deal-2020-03-04,retrieved_extracted,,trafilatura,554,6488d18febf7d889e20702030d9cd13253adfe737da4feccae46937913aa4fee,false,true
EXP-MEDIA-064,prior_screened_300,Sibanye-Stillwater hoists first tons from R4bn 4 000-job K4 platinum project,2022,Engineering News,https://www.engineeringnews.co.za/article/first-tons-hoisted-at-marikanas-top-tier-4-000-job-k4-platinum-project-2022-05-16,retrieved_extracted,,trafilatura,809,8dd1984752876434adf2f554091331e1e8f9063bdd80c4e5940eb1b54fcf5bda,false,true
EXP-MEDIA-065,prior_screened_300,"Sibanye reaches wage agreement with NUM, UASA, but AMCU holds out",2022,Engineering News,https://www.engineeringnews.co.za/article/sibanye-reaches-wage-agreement-with-num-uasa-but-amcu-holds-out-2022-09-30,retrieved_extracted,,trafilatura,636,ad28b7d2ccb0529843f7f58650154a89d3389447e323dd561a5be842c1c8cf37,false,true
EXP-MEDIA-068,prior_screened_300,More than 4 000 jobs on the line as Sibanye considers future of four South African PGM shafts,2023,Engineering News,https://www.engineeringnews.co.za/article/more-than-4-000-jobs-on-the-line-as-sibanye-considers-future-of-four-south-african-pgm-shafts-2023-10-25,retrieved_extracted,,trafilatura,994,9c0d5305c0207117d9e94d3bad418771200d28ce5f0c33638dd2f38c151bd686,false,true
EXP-MEDIA-069,prior_screened_300,"For the platinum Industry, Marikana was a ‘Mechanisation Moment’",2019,Daily Maverick,https://www.dailymaverick.co.za/article/2019-08-16-for-the-platinum-industry-marikana-was-a-mechanisation-moment/,retrieved_extracted,,trafilatura,1175,99078126663743e9e6c03a8e7635a2ee465395e3987ba39d7c62af12f333eca2,false,true
EXP-MEDIA-070,prior_screened_300,How the twilight of South Africa’s migrant labour system spawned a social apocalypse,2022,Daily Maverick,https://www.dailymaverick.co.za/article/2022-11-27-how-the-twilight-of-sas-migrant-labour-system-spawned-a-social-apocalypse/,retrieved_extracted,,trafilatura,4078,408beb7bbc3a2328c5916e049bb96e5e09c7d2dec2c6c620081aa9b7679ca465,false,true
EXP-MEDIA-071,prior_screened_300,Cooling of labour militancy in SA’s mines mirrors decline of migrant labour system,2022,Daily Maverick,https://www.dailymaverick.co.za/article/2022-11-28-cooling-of-labour-militancy-in-sas-mines-mirrors-decline-of-migrant-labour-system/,retrieved_extracted,,trafilatura,1245,05f2878d2b20b4ce5376b29d6d59559b73ffd4803409ed65f527d858fd40dd0b,false,true
SAT-EARLY-MEDIA-001,prior_screened_300,Lonmin inks landmark BEE deals with traditional community,2014,Mining Weekly,https://www.miningweekly.com/article/lonmin-inks-landmark-bee-deals-with-traditional-community-2014-07-30,retrieved_extracted,,trafilatura,1140,fc11007861699253489423afb813523928aa0d73308bf07e39fabcda65eb388f,false,true
SAT-EARLY-MEDIA-002,prior_screened_300,Missing millions from Lonmin fund prompts community pay reform,2016,Mining Weekly / Bloomberg,https://www.miningweekly.com/article/missing-millions-from-lonmin-fund-prompts-community-pay-reform-2016-08-04,retrieved_extracted,,trafilatura,737,78f2ecbeb6b301a9621ecb012046d8165cfffd9247a53fe8b604145ce61d386d,false,true
SAT-EARLY-MEDIA-005,prior_screened_300,Bapo cancel protest march against Lonmin after reaching new employment deal,2015,Mining Weekly / African News Agency,https://www.miningweekly.com/article/bapo-cancel-protest-march-against-lonmin-after-reaching-new-employment-deal-2015-06-17,retrieved_extracted,,trafilatura,685,4033ab0f65f7616fe851b36cd763941795c74d5acda5f08f24fb0ad8e324c54f,false,true
SAT-EARLY-MEDIA-006,prior_screened_300,Power shift in unions could mean a difficult time ahead in SA platinum belt,2013,Mining Weekly,https://www.miningweekly.com/article/power-shift-in-unions-could-mean-a-difficult-time-ahead-in-sa-platinum-belt-2013-06-28,retrieved_extracted,,trafilatura,1394,d4d5acdaee305101073ec839ff861f8bd241af6dc8d3192bf494a26cc9defed0,false,true
SAT-EARLY-MEDIA-007,prior_screened_300,Lonmin artisan college forging ahead despite 2012 setbacks,2013,Mining Weekly,https://www.miningweekly.com/article/lonmin-artisan-college-forging-ahead-despite-2012-setbacks-2013-03-05,retrieved_extracted,,trafilatura,752,24f8d6630b6665065c381f4997728dac340b31e4f35c314f8e975d4cfbee3ab6,false,true
SAT-EARLY-MEDIA-008,prior_screened_300,HONOURING AGREEMENTS,2013,Mining Weekly,https://www.miningweekly.com/article/honouring-agreements-2013-03-15,retrieved_extracted,,trafilatura,431,15f9f673a08e890179a41525146b386c5a4aa80c639d1829d3456b8057fe6dc4,false,true
SAT-EARLY-MEDIA-011,prior_screened_300,"Marikana: NPA drops 'common purpose' charges, but critical questions remain",2012,Daily Maverick,https://www.dailymaverick.co.za/article/2012-09-03-marikana-npa-drops-common-purpose-charges-but-critical-questions-remain/,retrieved_extracted,,trafilatura,2239,4e6925580d5d1dd49223cdf984d2f6cf00b425046980802a2b50a2394f3ee9f6,false,true
SAT-EARLY-MEDIA-012,prior_screened_300,A tale of two worlds - Sun City and Marikana,2012,Daily Maverick,https://www.dailymaverick.co.za/article/2012-09-03-a-tale-of-two-worlds-sun-city-and-marikana/,retrieved_extracted,,trafilatura,819,4a9129016d05a5f47ae7c8387ba0d1173ba8fd005ccbb3a25253f11b14f4c5c8,false,true
SAT-EARLY-MEDIA-015,prior_screened_300,NUM Lonmin chairperson shot dead in Marikana,2013,Engineering News / Reuters,https://www.engineeringnews.co.za/article/num-lonmin-chairperson-shot-dead-in-marikana-2013-10-18,retrieved_extracted,,trafilatura,593,567de48c7054daecac4aab8beec77efcde806a62f9978c5fdfce9de750311b5e,false,true
SAT-EARLY-MEDIA-016,prior_screened_300,"Some return to work, others strike",2014,Engineering News / Sapa,https://www.engineeringnews.co.za/article/some-return-to-work-others-strike-2014-05-14,retrieved_extracted,,trafilatura,761,289e6e3ed07ae3c5b3963362eda3d03f882ee39292c3911dd0db416810d5f244,false,true
SAT-EARLY-MEDIA-018,prior_screened_300,Platinum miner aims to complete housing project by 2014,2013,Mining Weekly,https://www.miningweekly.com/article/platinum-miner-aims-to-complete-housing-project-by-2014-2013-03-29,retrieved_extracted,,trafilatura,1090,072c760e097524d8d3bf5272439bb1c4e2f13423e6621716b93d538be4144d92,false,true
SAT-MEDIA-001,prior_screened_300,"Another year, another Marikana commemoration - but betrayal, neglect and injustice are still there",2019,Daily Maverick,https://www.dailymaverick.co.za/article/2019-08-16-another-year-another-marikana-commemoration-but-betrayal-neglect-and-injustice-are-still-there/,retrieved_extracted,,trafilatura,1383,5517a423b9249473887b24c4bfc7918611a3cbc74f58a9aed54f9c392ebba43b,false,true
SAT-MEDIA-002,prior_screened_300,Sibanye-Stillwater defeats mining communities challenging R5.4bn Lonmin merger,2019,Daily Maverick,https://www.dailymaverick.co.za/article/2019-09-09-sibanye-stillwater-defeats-mining-communities-challenging-r5-4bn-lonmin-merger/,retrieved_extracted,,trafilatura,716,59b35ebc0476ec0a636a08bda7ebb668ff238b3ec6d029eb96f86f5128af2e81,false,true
SAT-MEDIA-003,prior_screened_300,"Eight years later, families of killed Marikana miners still seek justice",2020,Daily Maverick,https://www.dailymaverick.co.za/article/2020-08-14-eight-years-later-families-of-killed-marikana-miners-still-seek-justice/,retrieved_extracted,,trafilatura,918,d456110de410dcdac1e383459b88aa6fd9bc8e0bb8ed4f1064a72d5e433da89b,false,true
SAT-MEDIA-013,prior_screened_300,Sibanye files court papers to oppose application to halt R5.2bn Lonmin merger,2019,Mining Weekly,https://www.miningweekly.com/article/sibanye-files-court-papers-to-oppose-application-to-halt-r52bn-lonmin-merger-2019-08-02,retrieved_extracted,,trafilatura,875,c6ff42daff5e93172451b00f4c15cb581c0dd24bd9731e52f59ef9599023d588,false,true
SAT-MEDIA-014,prior_screened_300,Sibanye says ConCourt dismisses GLC's applications,2019,Mining Weekly,https://www.miningweekly.com/article/sibanye-says-concourt-dismisses-glcs-applications-2019-09-05,retrieved_extracted,,trafilatura,573,e2084d3b42c059ad0e73ab0f5d6514a939565357dd8a9b5fadd0b1ff398d52a0,false,true
SAT-MEDIA-015,prior_screened_300,Sibanye-Stillwater restructures historical Lonmin BEE structure,2021,Mining Weekly,https://www.miningweekly.com/article/sibanye-stillwater-restructures-historical-lonmin-bee-structure-2021-04-14,retrieved_extracted,,trafilatura,602,9c4ad49ac0459d83b54b2aa2147ea72aec15213d28c7da7d0ee6efcf5c5e24e0,false,true
SAT4-MEDIA-001,prior_screened_300,Lesson from Marikana: The other side of above-inflation pay rises,2019,Daily Maverick,https://www.dailymaverick.co.za/article/2019-07-10-lesson-from-marikana-the-other-side-of-above-inflation-pay-rises/,retrieved_extracted,,trafilatura,900,509ace3f3096972ac77c772992ac0c5dba6182e19b83a4c3d8f4275a5f075b0b,false,true
SAT4-MEDIA-005,prior_screened_300,Marikana and the police: It's been a decade and the SAPS has learnt nothing,2022,Daily Maverick,https://www.dailymaverick.co.za/article/2022-08-13-marikana-and-the-police-its-been-a-decade-and-theyve-learnt-nothing/,retrieved_extracted,,trafilatura,1747,39677e3767f10f2919bfa67be26e8a673445ea958abbdf166483a7daaa2795de,false,true
SAT4-MEDIA-006,prior_screened_300,Ten years on: The possibility of holding Cyril Ramaphosa personally liable for the Marikana tragedy,2022,Daily Maverick,https://www.dailymaverick.co.za/article/2022-08-15-10-years-on-the-possibility-of-personal-liability-for-ramaphosa-for-marikana/,retrieved_extracted,,trafilatura,1279,df3731e1b2face5369d5492e48fe45d1524deb07d2fdf951f455010b71f17a92,false,true
SAT4-MEDIA-007,prior_screened_300,"Marikana massacre: Ten years on, the truth-tellers still carry the weight of what they uncovered",2022,Daily Maverick,https://www.dailymaverick.co.za/article/2022-08-15-ten-years-on-the-marikana-truth-tellers-still-carry-the-weight-of-what-they-uncovered/,retrieved_extracted,,trafilatura,1907,8e3a6ae1e9cb3656301f8bf5f7cb1ace568906dae6415f4f380c47d6161e70a4,false,true
SAT4-MEDIA-008,prior_screened_300,Marikana bereaved say no healing can occur until someone takes responsibility,2022,Engineering News,https://www.engineeringnews.co.za/article/marikana-bereaved-say-no-healing-can-occur-until-someone-takes-responsibility-2022-08-18,retrieved_extracted,,trafilatura,931,ee9b782991921f40d9dc9bb1d79951f560ec5c832a73094c6a57b5caf016df08,false,true
SAT4-MEDIA-009,prior_screened_300,"Lonmin working hard to improve living conditions, says CEO Magara",2016,Engineering News,https://www.engineeringnews.co.za/article/lonmin-working-hard-to-improve-living-conditions-says-ceo-magara-2016-08-16,retrieved_extracted,,trafilatura,775,23e43a83f32a65009975af0c4301d91ba13621cd3e8243ddedf2145e319c27e5,false,true
SAT4-MEDIA-010,prior_screened_300,South Africa platinum union to restart trust for Marikana miners,2016,Engineering News / Bloomberg,https://www.engineeringnews.co.za/article/south-africa-platinum-union-to-restart-trust-for-marikana-miners-2016-08-15,retrieved_extracted,,trafilatura,454,1a36d3bcd9684bc19504c37dc9d585257151ea6d4e61ece5e54548dddf389091,false,true
SAT4-MEDIA-011,prior_screened_300,AMCU signs three-year wage deal with Lonmin,2016,Engineering News,https://www.engineeringnews.co.za/article/amcu-signs-three-year-wage-deal-with-lonmin-2016-10-31,retrieved_extracted,,trafilatura,731,2be3a326c04778cd13fec83ead57b805506cbd31256977384ba237cf79ff1eaf,false,true
SAT5-MEDIA-003,prior_screened_300,Rights organisations are seeking accountability for failed Marikana housing,2022,Engineering News,https://www.engineeringnews.co.za/article/human-rights-orgs-are-seeking-accountability-for-failed-marikana-housing-2022-08-16,retrieved_extracted,,trafilatura,1142,d5438a3cfbb6a7f9e935c01350a9fb62bf1a236d9362ec7776ba094157feb220,false,true
SAT6-MEDIA-003,prior_screened_300,Court dismisses Riah Phiyega’s attempt to overturn findings of Marikana Commission,2021,Daily Maverick,https://www.dailymaverick.co.za/article/2021-06-20-court-dismisses-riah-phiyegas-attempt-to-overturn-findings-of-marikana-commission/,retrieved_extracted,,trafilatura,1353,ffead02d5356136be3026088a48890bc6f8b25a864f828b63bae73b83b44d2dd,false,true
SAT7-MEDIA-001,prior_screened_300,Marikana Commission: Ramaphosa walks the line,2014,Daily Maverick,https://www.dailymaverick.co.za/article/2014-08-13-marikana-commission-ramaphosa-walks-the-line/,retrieved_extracted,,trafilatura,1565,399383f3bb749b93ab5b841a86439905eb10dca6adf1fe8cd5efb93e6d5a86af,false,true
SAT7-MEDIA-002,prior_screened_300,Marikana Commission: Police’s defence collapsing,2014,Daily Maverick,https://www.dailymaverick.co.za/article/2014-09-09-marikana-commission-polices-defence-collapsing/,retrieved_extracted,,trafilatura,1590,8bddeee80c0e31cabe05171ea375810f426de29ba0fe40bdec2471c789c7cbb2,false,true
SAT8-MEDIA-001,prior_screened_300,Marikana Commission: Mthethwa under fire,2014,Daily Maverick,https://www.dailymaverick.co.za/article/2014-07-16-marikana-commission-mthethwa-under-fire/,retrieved_extracted,,trafilatura,1388,8cb4ed67a1c958a4b90569769a14202902d793f9df91441a307c41ce2d48ffc9,false,true
SAT8-MEDIA-002,prior_screened_300,Marikana Commission: Riah Phiyega's impossibly hazy memory,2014,Daily Maverick,https://www.dailymaverick.co.za/article/2014-09-11-marikana-commission-riah-phiyegas-impossibly-hazy-memory/,retrieved_extracted,,trafilatura,1266,3555c85dec2bc4b4f1a0938e01b0f3ac7f576406707fd102ec72d3cceb36397a,false,true
SAT8-MEDIA-003,prior_screened_300,"Marikana Commission: Under oath, Phiyega’s bald-faced lie exposed",2013,Daily Maverick,https://www.dailymaverick.co.za/article/2013-03-19-marikana-commission-under-oath-phiyegas-bald-faced-lie-exposed/,retrieved_extracted,,trafilatura,1487,86c5260bcfccdd99d5d9c0ac1f591210ff5f14e6164ad16c04a61b8719d286a5,false,true
SAT8-MEDIA-004,prior_screened_300,Marikana Commission: Phiyega’s bad start gets worse,2013,Daily Maverick,https://www.dailymaverick.co.za/article/2013-03-19-marikana-commission-phiyegas-bad-start-gets-worse/,retrieved_extracted,,trafilatura,1067,22ef404803be943cb92c08c3658c151b6e2078fe9874348d3f3ee16f8c236cec,false,true
SAT8-MEDIA-005,prior_screened_300,Marikana: Phiyega on the attack and Malema on new legal and political crusade,2015,Daily Maverick,https://www.dailymaverick.co.za/article/2015-07-03-marikana-phiyega-on-the-attack-and-malema-on-new-legal-and-political-crusade/,retrieved_extracted,,trafilatura,1510,812c510a9f8705e6bfc5e8c7cea77778d0f4ae7420e22c71233ef1333f019a8b,false,true
