record_id,source_phase,title,year,publisher,url,fetch_status,fetch_error,extraction_method,fresh_words,fresh_sha256,global_extraction_collision,usable_for_textwide_similarity
DISC-MEDIA-0567,archive_media_post_republication,Marikana Massacre To Be Commemorated At Hillside Where Massacre Occurred,2017,Engineering News,https://www.engineeringnews.co.za/article/marikana-massacre-to-be-commemorated-at-hillside-where-massacre-occurred-2017-08-16,retrieved_extracted,,trafilatura,580,f20eb66bb1f2e852183e29bab6c1e9bbb203fd131b072fe8bb266f9f6b47d066,false,true
DISC-MEDIA-0239,archive_media_post_republication,Marikana Five Years Later Thousands Gather On The Koppie To Pay Tribute To The 34 Miners,2017,Daily Maverick,https://www.dailymaverick.co.za/article/2017-08-17-marikana-five-years-later-thousands-gather-on-the-koppie-to-pay-tribute-to-the-34-miners/,retrieved_extracted,,trafilatura,456,8198138748820133ffe25845e3f907563a685a5657b71886ec8548cbd895fed7,false,true
DISC-MEDIA-0240,archive_media_post_republication,Groundup Lonmin Link To Casac Questioned,2017,Daily Maverick,https://www.dailymaverick.co.za/article/2017-08-22-groundup-lonmin-link-to-casac-questioned/,retrieved_extracted,,trafilatura,1276,e453a25d91f0d7c3074f6b784117370bed919b896020f2144a4ddd57ca4d88d3,false,true
DISC-MEDIA-0241,archive_media_post_republication,Anc Leadership Race Dlamini Zumas Incredible Marikana Misstep,2017,Daily Maverick,https://www.dailymaverick.co.za/article/2017-08-24-anc-leadership-race-dlamini-zumas-incredible-marikana-misstep/,retrieved_extracted,,trafilatura,1170,9c5eee54df820187092a90d441e48da3d370a5d42207bf122f84af97f83bfc4a,false,true
DISC-MEDIA-0242,archive_media_post_republication,Groundup Marikana Lonmins Dodgy Housing Record,2017,Daily Maverick,https://www.dailymaverick.co.za/article/2017-09-04-groundup-marikana-lonmins-dodgy-housing-record/,retrieved_extracted,,trafilatura,1618,2027baeeaa464877bbc9fffec5c714b4bb5a408ed6e89383064d7ae5dd34223d,false,true
DISC-MEDIA-0243,archive_media_post_republication,Groundup Facts And Myths About The Judgment On The Marikana Informal Settlement In Philippi,2017,Daily Maverick,https://www.dailymaverick.co.za/article/2017-09-06-groundup-facts-and-myths-about-the-judgment-on-the-marikana-informal-settlement-in-philippi/,retrieved_extracted,,trafilatura,1514,8de5bbacd4e538307198b68cefb04e0aa138e2b04e165aba9da2fc8606860d45,false,true
DISC-MEDIA-0244,archive_media_post_republication,Analysis Saps Fails To Transform Into Public Service Post Marikana,2017,Daily Maverick,https://www.dailymaverick.co.za/article/2017-09-08-analysis-saps-fails-to-transform-into-public-service-post-marikana/,retrieved_extracted,,trafilatura,1477,b7f945bb5d8544e7b244e76db39a56b81aab733ce158e83f69fec6ec3d7199eb,false,true
DISC-MEDIA-0347,archive_media_post_republication,From The Inside The Other Marikana And Its Implications,2017,Daily Maverick,https://www.dailymaverick.co.za/opinionista/2017-09-10-from-the-inside-the-other-marikana-and-its-implications/,retrieved_extracted,,trafilatura,1189,222cd22249849a7ddfec616df96ffd9bd30f28b092f3fbf55cfec05b75cd9bbf,false,true
DISC-MEDIA-0245,archive_media_post_republication,Letter To The Editor Helen Zilles Facts Are Wrong On Marikana Housing Issue,2017,Daily Maverick,https://www.dailymaverick.co.za/article/2017-09-14-letter-to-the-editor-helen-zilles-facts-are-wrong-on-marikana-housing-issue/,retrieved_extracted,,trafilatura,1155,3bd6e2b65ebd95f1bf116534a56a5b28e9429830b9bebba455b5630c9db33ec5,false,true
DISC-MEDIA-0247,archive_media_post_republication,Groundup Marikana Residents Say Theyve Lost Faith In The Police,2017,Daily Maverick,https://www.dailymaverick.co.za/article/2017-10-02-groundup-marikana-residents-say-theyve-lost-faith-in-the-police/,retrieved_extracted,,trafilatura,640,abdcc2cc73e408f8bd7314d72a5d9b0ed584eeb9bbafb9e5bea1d7ba4f0f4ead,false,true
DISC-MEDIA-0248,archive_media_post_republication,Groundup Police Dont Listen To Us Marikana Residents Tell Fikile Mbalula,2017,Daily Maverick,https://www.dailymaverick.co.za/article/2017-10-04-groundup-police-dont-listen-to-us-marikana-residents-tell-fikile-mbalula/,retrieved_extracted,,trafilatura,847,aa4d5e8e9711202dfa23e7a7717c27dd83d2a38fa7be73a161facebac5329442,false,true
DISC-MEDIA-0249,archive_media_post_republication,Groundup An Open Letter To The Authorities About Marikana Informal Settlement,2017,Daily Maverick,https://www.dailymaverick.co.za/article/2017-10-05-groundup-an-open-letter-to-the-authorities-about-marikana-informal-settlement/,retrieved_extracted,,trafilatura,825,00ec808a50f068e6b2b219d3567883b8eced23bba135888e36802719655c8f1b,false,true
DISC-MEDIA-0250,archive_media_post_republication,Cape Town Paying The Price To Live In Marikana,2017,Daily Maverick,https://www.dailymaverick.co.za/article/2017-10-06-cape-town-paying-the-price-to-live-in-marikana/,retrieved_extracted,,trafilatura,868,d681f61cef176a0812d0a3f97331cd2292bbf8b76319bf04f863c46d964241d0,false,true
DISC-MEDIA-0410,archive_media_post_republication,Improving Miners Lives Best Way Of Honouring Marikana Victims Zuma,2017,Engineering News,https://www.engineeringnews.co.za/article/improving-miners-lives-best-way-of-honouring-marikana-victims-zuma-2017-10-09-1,retrieved_extracted,,trafilatura,544,2ba728911f5dd054ca3f211263e26cce183a060eef1016caea785c467c2656cc,false,true
DISC-MEDIA-0655,archive_media_post_republication,Sixth Death In Lonmin In Three Months,2017,Engineering News,https://www.engineeringnews.co.za/article/sixth-death-in-lonmin-in-three-months-2017-10-19,retrieved_extracted,,trafilatura,973,4f736a7f6573804deab85da64fff7579d0d13be126f11a9c368bf334b1a1e727,false,true
DISC-MEDIA-0251,archive_media_post_republication,Marikana Survivors Of The Massacre Are Still Hounded And Assassinated Amid Rumoured Hit List,2017,Daily Maverick,https://www.dailymaverick.co.za/article/2017-10-20-marikana-survivors-of-the-massacre-are-still-hounded-and-assassinated-amid-rumoured-hit-list/,retrieved_extracted,,trafilatura,1565,06695deef2b93bc6832fe14080abc2df06a238a7d6bddfcfebfe596019f28c6b,false,true
DISC-MEDIA-0531,archive_media_post_republication,Lonmin Will Dismiss 1 139 Employees By December Claims Solidarity,2017,Engineering News,https://www.engineeringnews.co.za/article/lonmin-will-dismiss-1-139-employees-by-december-claims-solidarity-2017-10-23,retrieved_extracted,,trafilatura,553,6f18d48727a821dfd6c11f20a529d6d8321a60e8b55ddd94d573f78d3ce40010,false,true
DISC-MEDIA-0660,archive_media_post_republication,Solidarity Requests Labour Court To Review Lonmins Withdrawal Of Solidaritys Rights Recognition,2017,Engineering News,https://www.engineeringnews.co.za/article/solidarity-requests-labour-court-to-review-lonmins-withdrawal-of-solidaritys-rights-recognition-2017-10-24,retrieved_extracted,,trafilatura,708,d0b64050b4476e0b1af0982ddbbb47a4dc47a5a84be3cad65c294b456a044533,false,true
SEC-MEDIA-0196,archive_media_post_republication,Amcu Rebuts As Libellous Allegations That It Is Behind Ongoing Bloodshed,2017,Engineering News,https://www.engineeringnews.co.za/article/amcu-rebuts-as-libellous-allegations-that-it-is-behind-ongoing-bloodshed-2017-10-27,retrieved_extracted,,trafilatura,722,6f0ac0227ceb6c168fbda1766972e63a595f86fc9406c00c8244d46b649f69b8,false,true
DISC-MEDIA-0252,archive_media_post_republication,Op Ed Global Developmental Financial Institution Needs To Be Accountable On Lonmin And Sassa,2017,Daily Maverick,https://www.dailymaverick.co.za/article/2017-11-01-op-ed-global-developmental-financial-institution-needs-to-be-accountable-on-lonmin-and-sassa/,retrieved_extracted,,trafilatura,1599,c502bbcbc7e07de082532df55d742f2716b008f14551fc1d5258c28816710660,false,true
DISC-MEDIA-0667,archive_media_post_republication,Surviving On 3Oz Has Lonmin In Race Against Time,2017,Engineering News,https://www.engineeringnews.co.za/article/surviving-on-3oz-has-lonmin-in-race-against-time-2017-11-09,retrieved_extracted,,trafilatura,1012,ab922fa4add370586f4c02f426cfd767eedcddd617a91ce80401d0c5dd9657ac,false,true
DISC-MEDIA-0396,archive_media_post_republication,Employees Demand Solidaritys Recognition As Trade Union At Lonmin,2017,Engineering News,https://www.engineeringnews.co.za/article/employees-demand-solidaritys-recognition-as-trade-union-at-lonmin-2017-11-10,retrieved_extracted,,trafilatura,538,4e8abb742c15b35ef1a15a40b1da15954d05c9903be2535d347ac72cf78a593a,false,true
DISC-MEDIA-0650,archive_media_post_republication,Sibanye Stillwater To Acquire Embattled Lonmin In All Share Offer,2017,Engineering News,https://www.engineeringnews.co.za/article/sibanye-stillwater-to-acquire-embattled-lonmin-in-all-share-offer-2017-12-14,retrieved_extracted,,trafilatura,1609,4963f3907d89f0af1327ce072eb757aab45c04a7a16ad7ba6d1997a9fad89b3b,false,true
DISC-MEDIA-0365,archive_media_post_republication,Amcu Laments Lack Of Consultation Over Sibanye Stillwaters Acquisition Of Lonmin,2017,Engineering News,https://www.engineeringnews.co.za/article/amcu-laments-lack-of-consultation-over-sibanye-stillwaters-acquisition-of-lonmin-2017-12-15,retrieved_extracted,,trafilatura,655,ca09e1748b29c21a789530c8bd4f7d7cd7601dc764480f4e71e2bc6ed227ee27,false,true
DISC-MEDIA-0619,archive_media_post_republication,Retention Of Jobs Critical Following Sibanye Lonmin Deal Zwane,2017,Engineering News,https://www.engineeringnews.co.za/article/retention-of-jobs-critical-following-sibanye-lonmin-deal-zwane-2017-12-15,retrieved_extracted,,trafilatura,352,9053802b22d12a0d6255b6f6fc0ef845facaf423fa12004c6c29e6ebfc1b5bc0,false,true
DISC-MEDIA-0651,archive_media_post_republication,Sibanye Stillwater To Lonmins Rescue,2017,Engineering News,https://www.engineeringnews.co.za/article/sibanye-stillwater-to-lonmins-rescue-2017-12-19,retrieved_extracted,,trafilatura,507,f5791d7e79cd76f87aa55a3105b2fd7874f63fb8397bf721eeb6ac920ff2dc8b,false,true
DISC-MEDIA-0593,archive_media_post_republication,Num Says Branch Leader At Lonmin Unit Shot Dead,2018,Engineering News,https://www.engineeringnews.co.za/article/num-says-branch-leader-at-lonmin-unit-shot-dead-2018-01-19,retrieved_extracted,,trafilatura,532,f12d40a7e1ca345aa47fc64be449144000ae1e4e154c7a4952cac7cdf969b8d3,false,true
DISC-MEDIA-0253,archive_media_post_republication,Open Letter To Cyril Ramaphosa Use Your Power To Make Reparation Over Marikana,2018,Daily Maverick,https://www.dailymaverick.co.za/article/2018-02-15-open-letter-to-cyril-ramaphosa-use-your-power-to-make-reparation-over-marikana/,retrieved_extracted,,trafilatura,548,5fccc9cbaec711d5df3deb267529a024b954e1c561509d905ef0d382cbf4ad66,false,true
DISC-MEDIA-0397,archive_media_post_republication,Families Of Slain Marikana Miners Call On Ramaphosa To Turn His Promises Into Action,2018,Engineering News,https://www.engineeringnews.co.za/article/families-of-slain-marikana-miners-call-on-ramaphosa-to-turn-his-promises-into-action-2018-02-22,retrieved_extracted,,trafilatura,862,1cd08ba680250afc6901dcd4c4eda75efdec2778b1ea38c5415abfd771b0b0a9,false,true
DISC-MEDIA-0254,archive_media_post_republication,9 Senior Police Officials To Appear For Marikana Murders,2018,Daily Maverick,https://www.dailymaverick.co.za/article/2018-03-15-9-senior-police-officials-to-appear-for-marikana-murders/,retrieved_extracted,,trafilatura,247,afe6e841075269442cb8a7ba40607056a7475f4b787447884eb57b452addde8a,false,true
DISC-MEDIA-0255,archive_media_post_republication,Groundup Marikana Workers Live In Dire Conditions Three Years After Farlam Report,2018,Daily Maverick,https://www.dailymaverick.co.za/article/2018-03-20-groundup-marikana-workers-live-in-dire-conditions-three-years-after-farlam-report/,retrieved_extracted,,trafilatura,693,388e7b1ec42ffe76217ead6bcbb1047d770bd37f68239ff977e2d3d7f7a74066,false,true
DISC-MEDIA-0524,archive_media_post_republication,Lonmin Transaction Filed With South Africas Competition Body,2018,Engineering News,https://www.engineeringnews.co.za/article/lonmin-transaction-filed-with-south-africas-competition-body-2018-03-30,retrieved_extracted,,trafilatura,463,b99eaddd9679a7cee5414fa049ba026f035cf82bb0de9ed5c2a51065986959cd,false,true
DISC-MEDIA-0463,archive_media_post_republication,Lonmin Launches Community Grievance System,2018,Engineering News,https://www.engineeringnews.co.za/article/lonmin-launches-community-grievance-system-2018-04-25,retrieved_extracted,,trafilatura,603,6a75d974ff00ed1f40904d1b835fd293116931edaef0b00a037be1cbc3ce8ca9,false,true
DISC-MEDIA-0431,archive_media_post_republication,Lonmin Ceo Pleads For Consolidation Approval To Save 20 000 Jobs,2018,Engineering News,https://www.engineeringnews.co.za/article/lonmin-ceo-pleads-for-consolidation-approval-to-save-20-000-jobs-2018-05-14,retrieved_extracted,,trafilatura,1172,0e389ad7a41e7c529d9c90d4262eb5791420aa913626f88c13bfd027862c35c8,false,true
DISC-MEDIA-0383,archive_media_post_republication,Britains Competition Watchdog To Look Into Sibanye Lonmin Deal,2018,Engineering News,https://www.engineeringnews.co.za/article/britains-competition-watchdog-to-look-into-sibanye-lonmin-deal-2018-05-15,retrieved_extracted,,trafilatura,772,a1cd7ee349ed4c32d3de2e488e7f843427e2f6a4edb540d28e1f0381b8f3eee7,false,true
DISC-MEDIA-0634,archive_media_post_republication,Sibanye Ceo Confident Of Lonmin Takeover Despite Cash Burn,2018,Engineering News,https://www.engineeringnews.co.za/article/sibanye-ceo-confident-of-lonmin-takeover-despite-cash-burn-2018-05-18,retrieved_extracted,,trafilatura,758,dbbd89783731af3fa68be0d6d7a0d58914f5a2363583b3e96c9683bf12dc1138,false,true
DISC-MEDIA-0256,archive_media_post_republication,Found Not Guilty By Court Marikana Activist Warns Of Cops Pursuing Political Agendas,2018,Daily Maverick,https://www.dailymaverick.co.za/article/2018-05-22-found-not-guilty-by-court-marikana-activist-warns-of-cops-pursuing-political-agendas/,retrieved_extracted,,trafilatura,878,f6413cfa82cd9dcbf6808aae1c56bd71ea56c69ffae2e6a09841365bf29279a9,false,true
DISC-MEDIA-0392,archive_media_post_republication,Consolidation Needed To Save Jobs Lonmin,2018,Engineering News,https://www.engineeringnews.co.za/article/consolidation-needed-to-save-jobs-lonmin-2018-05-25,retrieved_extracted,,trafilatura,1151,c7989b90fdb6c4c503ae14dd195abb7081578f9eb6d2fdbfed8f53e7be4c191e,false,true
DISC-MEDIA-0399,archive_media_post_republication,Farlam Unhappy With Snail Pace In Implementation Of His Marikana Recommendations,2018,Engineering News,https://www.engineeringnews.co.za/article/farlam-unhappy-with-snail-pace-in-implementation-of-his-marikana-recommendations-2018-08-16,retrieved_extracted,,trafilatura,795,fb4af15fae39d71e0ef589961582617a7397b0312b752463da2a9c64440bfe30,false,true
DISC-MEDIA-0636,archive_media_post_republication,Sibanye Expects Lonmin Competition Finality October,2018,Engineering News,https://www.engineeringnews.co.za/article/sibanye-expects-lonmin-competition-finality-october-2018-08-27,retrieved_extracted,,trafilatura,941,9bdfca7d228dbe167f21a05611a2b66211edb0c050ddb3558a18e1855b3a39e4,false,true
DISC-MEDIA-0648,archive_media_post_republication,Sibanye Stillwater Expects Lonmin Competition Finality In October,2018,Engineering News,https://www.engineeringnews.co.za/article/sibanye-stillwater-expects-lonmin-competition-finality-in-october-2018-08-27,retrieved_extracted,,trafilatura,942,cb0ffd900eb6dc5de07f4cf970112ea80b6d1042d3f33f58d72d45331c15a68a,false,true
DISC-MEDIA-0391,archive_media_post_republication,Competition Watchdog Imposes Conditions On Sibanye Lonmin Deal,2018,Engineering News,https://www.engineeringnews.co.za/article/competition-watchdog-imposes-conditions-on-sibanye-lonmin-deal-2018-09-18,retrieved_extracted,,trafilatura,563,6b99515c4fd40816fa3973f62d094b96d59668a68442e50f4d2cd45e93393db1,false,true
DISC-MEDIA-0381,archive_media_post_republication,Bid To Have Lonmins Mining Licence Suspended Heads To Court,2018,Engineering News,https://www.engineeringnews.co.za/article/bid-to-have-lonmins-mining-licence-suspended-heads-to-court-2018-10-25,retrieved_extracted,,trafilatura,1304,bcfb8994048e81582ed641412bd5e0f88bf97aaaa568386dc69e22ad61831200,false,true
DISC-MEDIA-0257,archive_media_post_republication,Lonmin Says It Is A Victim Of Vexatious Litigation,2018,Daily Maverick,https://www.dailymaverick.co.za/article/2018-10-29-lonmin-says-it-is-a-victim-of-vexatious-litigation/,retrieved_extracted,,trafilatura,761,da45201c478c73035a71074cf39a7290bbf1f2c6ee24c29623b7132d47308927,false,true
DISC-MEDIA-0348,archive_media_post_republication,Marikana The Axe Forgets But The Tree Remembers,2018,Daily Maverick,https://www.dailymaverick.co.za/opinionista/2018-11-07-marikana-the-axe-forgets-but-the-tree-remembers/,retrieved_extracted,,trafilatura,1044,bf99256c43ed1430c38ac30e319b6eb4d7589688db101d258a4fc058b8d36667,false,true
DISC-MEDIA-0677,archive_media_post_republication,Tribunal To Hold Sibanye Lonmin Merger Hearing Next Week,2018,Engineering News,https://www.engineeringnews.co.za/article/tribunal-to-hold-sibanye-lonmin-merger-hearing-next-week-2018-11-09,retrieved_extracted,,trafilatura,721,0863a93450dd7a3429a7404ca2e137c02af4b94c146bf9dc657da4910e6f5e3a,false,true
DISC-MEDIA-0533,archive_media_post_republication,Lonmins Biggest Union Wants Sibanye Deal Stopped Over Job Cuts,2018,Engineering News,https://www.engineeringnews.co.za/article/lonmins-biggest-union-wants-sibanye-deal-stopped-over-job-cuts-2018-11-13,retrieved_extracted,,trafilatura,624,3df79825899b92496908001b87094deec1924ad177c687b9d97ec936854925cb,false,true
DISC-MEDIA-0368,archive_media_post_republication,Amcu Moves To Overturn Sibanyes Lonmin Deal,2018,Engineering News,https://www.engineeringnews.co.za/article/amcu-moves-to-overturn-sibanyes-lonmin-deal-2018-12-20,retrieved_extracted,,trafilatura,449,9d1802c34777fea746142b808e317081bc0e5746c1377f15c8d8d9f5633cdca5,false,true
DISC-MEDIA-0349,archive_media_post_republication,Da Appropriation Of Marikana And Life Esidimeni Names Is Crude Partly Political Electioneering,2019,Daily Maverick,https://www.dailymaverick.co.za/opinionista/2019-01-18-da-appropriation-of-marikana-and-life-esidimeni-names-is-crude-partly-political-electioneering/,retrieved_extracted,,trafilatura,1063,1643df384cac32664c7777c6d6c482221db3fcf004df2ed9c96ade7e12c372cc,false,true
SEC-MEDIA-1013,archive_media_post_republication,South African Court Blocks Mine Union Amcu Plans For Industry Wide Strike,2019,Engineering News,https://www.engineeringnews.co.za/article/south-african-court-blocks-mine-union-amcu-plans-for-industry-wide-strike-2019-03-15,retrieved_extracted,,trafilatura,560,8d721583cd37a8a0bfb3bd2d053f589e1c06862d57afc760afddb4d85c51729a,false,true
DISC-MEDIA-0369,archive_media_post_republication,Amcu Slams Lonmin Sibanye Merger Over Magnitude Of Job Losses At Appeal Court,2019,Engineering News,https://www.engineeringnews.co.za/article/amcu-slams-lonmin-sibanye-merger-over-magnitude-of-job-losses-at-appeal-court-2019-04-08,retrieved_extracted,,trafilatura,902,b97064b807c8aacc8e94ac77d28a255b756541453e725582f1b17c1906ce8151,false,true
SEC-MEDIA-0040,archive_media_post_republication,The Balance In Sas Bloody Strike At Sibanye Stillwaters Mines Tips Slightly,2019,Daily Maverick,https://www.dailymaverick.co.za/article/2019-04-09-the-balance-in-sas-bloody-strike-at-sibanye-stillwaters-mines-tips-slightly/,retrieved_extracted,,trafilatura,823,eb9deaba06078f8a3f72255cb3ef9809b0c9f8f149e51e32ec0bea4981bf1f20,false,true
DISC-MEDIA-0258,archive_media_post_republication,Lonmin Case Shows How Hard It Is To Hold Mines To Account,2019,Daily Maverick,https://www.dailymaverick.co.za/article/2019-04-26-lonmin-case-shows-how-hard-it-is-to-hold-mines-to-account/,retrieved_extracted,,trafilatura,1070,ac870e618ad12c00e5e1fe069318c0cfed25947d9a55de781719bbaeae730881,false,true
SEC-MEDIA-0044,archive_media_post_republication,Deregistration Threat To Amcu Calls For Active Union Solidarity,2019,Daily Maverick,https://www.dailymaverick.co.za/article/2019-04-29-deregistration-threat-to-amcu-calls-for-active-union-solidarity/,retrieved_extracted,,trafilatura,577,95a8ef11d00a51921a70ecd2c3a3aae04e972d69ba40b5acc6f94e1bf848f369,false,true
DISC-MEDIA-0570,archive_media_post_republication,Marikana Mineworkers Case Postponed Again,2019,Engineering News,https://www.engineeringnews.co.za/article/marikana-mineworkers-case-postponed-again-2019-05-07,retrieved_extracted,,trafilatura,617,a521244bcc4799117fe8e02b1a791a537e87eb935e430230b6e0f0113aaff875,false,true
DISC-MEDIA-0466,archive_media_post_republication,Lonmin Likely To Cut Fewer Jobs Due To Revenue Boost Ceo,2019,Engineering News,https://www.engineeringnews.co.za/article/lonmin-likely-to-cut-fewer-jobs-due-to-revenue-boost-ceo-2019-05-15,retrieved_extracted,,trafilatura,747,c9616743852eab02e856c69a6fdff46d866e3ed6ac5447c7e33ea5a8c9aa366e,false,true
SEC-MEDIA-0877,archive_media_post_republication,Sibanye Stillwater Plans To Resume Dividend Payments In 2020,2019,Engineering News,https://www.engineeringnews.co.za/article/sibanye-stillwater-plans-to-resume-dividend-payments-in-2020-2019-05-16,retrieved_extracted,,trafilatura,664,e41470a6f9dc472b008a6bc43a1b3863bf1cdbd9baf200aa3bc9dfd8b3ffe1f3,false,true
DISC-MEDIA-0476,archive_media_post_republication,Lonmin Plans To Cut 4 100 Workers As It Closes Platinum Mines,2019,Engineering News,https://www.engineeringnews.co.za/article/lonmin-plans-to-cut-4-100-workers-as-it-closes-platinum-mines-2019-05-21,retrieved_extracted,,trafilatura,427,2f9c25b362167103bf6d5457adc350cecfa3c8b0b27c04aa95c05906ec65611c,false,true
DISC-MEDIA-0259,archive_media_post_republication,Sibanye Stillwater Ceo Explains Why He Has Drawn A Line In The Sand On Lonmin Deal,2019,Daily Maverick,https://www.dailymaverick.co.za/article/2019-05-22-sibanye-stillwater-ceo-explains-why-he-has-drawn-a-line-in-the-sand-on-lonmin-deal/,retrieved_extracted,,trafilatura,788,a5d18f435c6c74054cc057e7e9b4fb433aecded27c05b9615b56a83a6a30b7ec,false,true
DISC-MEDIA-0601,archive_media_post_republication,Pic Faces Dilemma Over Backing Lonmin Deal,2019,Engineering News,https://www.engineeringnews.co.za/article/pic-faces-dilemma-over-backing-lonmin-deal-2019-05-23,retrieved_extracted,,trafilatura,772,7aab2a163294328ed9dc0a60af389c815af1c4f59fbd91fc00aafb050603c047,false,true
DISC-MEDIA-0260,archive_media_post_republication,After Gobbling Up Lonmin The Sibanye Juggernaut Rolls On,2019,Daily Maverick,https://www.dailymaverick.co.za/article/2019-05-28-after-gobbling-up-lonmin-the-sibanye-juggernaut-rolls-on/,retrieved_extracted,,trafilatura,784,9b106b5021951918b0ea4b13e140525db75f1d52577fc88ec92b132f7cc0ca79,false,true
SEC-MEDIA-0125,archive_media_post_republication,After Ma Spree Sibanye Is Now The Worlds Largest Platinum Miner,2019,Engineering News,https://www.engineeringnews.co.za/article/after-ma-spree-sibanye-is-now-the-worlds-largest-platinum-miner-2019-05-30,retrieved_extracted,,trafilatura,867,8a9eb7509358114db76735902ce84fe62330887576f715713aa2de0b23e8f40f,false,true
DISC-MEDIA-0620,archive_media_post_republication,Rights Groups Demand Police Accountability For Marikana Massacre,2019,Engineering News,https://www.engineeringnews.co.za/article/rights-groups-demand-police-accountability-for-marikana-massacre-2019-06-11,retrieved_extracted,,trafilatura,706,0e8f6d0e9c632c26b57894fa3875f2cf996fae30adfd8825045a00e736724aa4,false,true
DISC-MEDIA-0262,archive_media_post_republication,Obituary After The Marikana Massacre The Writing Was On The Wall For Lonmin,2019,Daily Maverick,https://www.dailymaverick.co.za/article/2019-06-12-obituary-after-the-marikana-massacre-the-writing-was-on-the-wall-for-lonmin/,retrieved_extracted,,trafilatura,1225,9cd4141e25807f8404523efe5eb26438a45930494423be1ba253c30e31a28bdb,false,true
SEC-MEDIA-0213,archive_media_post_republication,Amcu Seeks Basic Wage Of R17 000 For Members In Platinum Sector,2019,Engineering News,https://www.engineeringnews.co.za/article/amcu-seeks-basic-wage-of-r17-000-for-members-in-platinum-sector-2019-06-14,retrieved_extracted,,trafilatura,1095,ec48ba2f4e9397dd7fb5bfdf8842bf1b22e4bac778cc3c10000d4d667fe89d2a,false,true
DISC-MEDIA-0394,archive_media_post_republication,Defence Blasts Ipid For Shoddy Investigation After Marikana Shooting In 2012,2019,Engineering News,https://www.engineeringnews.co.za/article/defence-blasts-ipid-for-shoddy-investigation-after-marikana-shooting-in-2012-2019-06-14,retrieved_extracted,,trafilatura,937,96f33dea53fc74ddbbd028da7ca302603433c5937dfebe02dcb5f01fb22e9b27,false,true
SEC-MEDIA-1017,archive_media_post_republication,Sp Revises Sibanyes Outlook To Negative Owing To Liquidity Concerns,2019,Engineering News,https://www.engineeringnews.co.za/article/sp-revises-sibanyes-outlook-to-negative-owing-to-liquidity-concerns-2019-06-14,retrieved_extracted,,trafilatura,880,5bc7f6d81e9dbeee73c577b66899d971639f6658dfc4bcd529b83bf18e37bfe1,false,true
DISC-MEDIA-0661,archive_media_post_republication,Solidarity Says Courts Ruling Against Amcu Agency Fee At Lonmin Is Victory For Workers,2019,Engineering News,https://www.engineeringnews.co.za/article/solidarity-says-courts-ruling-against-amcu-agency-fee-at-lonmin-is-victory-for-workers-2019-06-25,retrieved_extracted,,trafilatura,606,0a69a1ab50407eabf4c30ea329cf6672b7d12a7a47c159fd847cf047082aa65d,false,true
SEC-MEDIA-0478,archive_media_post_republication,Platinum Giants Eye Sibanyes Gold Mining Deal As Wage Yardstick,2019,Engineering News,https://www.engineeringnews.co.za/article/platinum-giants-eye-sibanyes-gold-mining-deal-as-wage-yardstick-2019-07-18,retrieved_extracted,,trafilatura,841,5a5fe17b925d470640d1496b42891d913b23f16a7c541a6fbba14bc744217e8c,false,true
DISC-MEDIA-0263,archive_media_post_republication,Its A Done Deal Sibanye Tells Mining Communities Challenging R5Bn Lonmin Merger,2019,Daily Maverick,https://www.dailymaverick.co.za/article/2019-08-05-its-a-done-deal-sibanye-tells-mining-communities-challenging-r5bn-lonmin-merger/,retrieved_extracted,,trafilatura,910,98c115b43467d1a806768ca73d526bda876b5b856c2bf66f3d5fce687f4c3c5a,false,true
SEC-MEDIA-0251,archive_media_post_republication,Amcu Warns Of Possible Sibanye Platinum Strike As Negotiations Continue,2019,Engineering News,https://www.engineeringnews.co.za/article/amcu-warns-of-possible-sibanye-platinum-strike-as-negotiations-continue-2019-08-13,retrieved_extracted,,trafilatura,981,52109dc6aeaf22b53f19db0cd38e7803cd80773da89518e399d8da9cb8079271,false,true
DISC-MEDIA-0606,archive_media_post_republication,Policemen Mineworkers In Court Ahead Of 7Th Marikana Massacre Commemoration,2019,Engineering News,https://www.engineeringnews.co.za/article/policemen-mineworkers-in-court-ahead-of-7th-marikana-massacre-commemoration-2019-08-14,retrieved_extracted,,trafilatura,1229,71ac778613ad1518bb0cc2508bc910c43942a8df173571c0edba042a35eb5161,false,true
DISC-MEDIA-0350,archive_media_post_republication,As We Commemorate Marikana Reconciliation Should Be Our Priority,2019,Daily Maverick,https://www.dailymaverick.co.za/opinionista/2019-08-15-as-we-commemorate-marikana-reconciliation-should-be-our-priority/,retrieved_extracted,,trafilatura,467,f598e04a4656e4c042e3e1d93934382164c6f852ee8e83490a6b91b1e419c25e,false,true
DISC-MEDIA-0264,archive_media_post_republication,Marikana Fighting Crime Shouldnt Trump Sas Public Order Policing,2019,Daily Maverick,https://www.dailymaverick.co.za/article/2019-08-16-marikana-fighting-crime-shouldnt-trump-sas-public-order-policing/,retrieved_extracted,,trafilatura,996,a4468723b8df96b620f1e532e093ed6928b8e9053b190a2cc7fe44760520ef9d,false,true
DISC-MEDIA-0407,archive_media_post_republication,Govt Observes Anniversary Of Marikana Tragedy,2019,Engineering News,https://www.engineeringnews.co.za/article/govt-observes-anniversary-of-marikana-tragedy-2019-08-16,retrieved_extracted,,trafilatura,613,198d40a7347928119a3f280361433f4b41be2c3c1b5de14935993f3897c3a98c,false,true
