record_id_a,record_id_b,title_a,title_b,year_a,year_b,publisher_a,publisher_b,url_a,url_b,host_a,host_b,analysis_ready_a,analysis_ready_b,text_sha256_a,text_sha256_b,same_trusted_hash,same_normalised_title,title_sequence_similarity,title_token_jaccard,slug_sequence_similarity,same_host,creamer_cross_site,candidate_signal,block_reasons,review_decision
expanded_media_candidates_batch1__EXP-MEDIA-034,DISC-MEDIA-0680,"Uphold overwhelming wish of workers to return, pleads Lonmin",Uphold Overwhelming Wish Of Workers To Return Pleads Lonmin,2014,2014,Mining Weekly,Engineering News,https://www.miningweekly.com/article/uphold-overwhelming-wish-of-workers-to-return-pleads-lonmin-2014-05-12,https://www.engineeringnews.co.za/article/uphold-overwhelming-wish-of-workers-to-return-pleads-lonmin-2014-05-12,miningweekly.com,engineeringnews.co.za,true,true,859d244d38e3256815c92143321e9398bf9bc96df08850fe5316813c35040a4a,1814a8ca9ea1cd93e516d4a8d711bb2fdccb8b5bd8e204ec6fb8c737d9bd486e,false,true,1.000000,1.000000,1.000000,false,true,exact_normalised_title,same_year,pending_targeted_near_duplicate_review
expanded_media_candidates_batch1__EXP-MEDIA-037,DISC-MEDIA-0417,Lonmin accused of prolonging platinum strike by hiding revenue,Lonmin Accused Of Prolonging Platinum Strike By Hiding Revenue,2014,2014,Mining Weekly,Engineering News,https://www.miningweekly.com/article/lonmin-accused-of-prolonging-platinum-strike-by-hiding-revenue-2014-10-24,https://www.engineeringnews.co.za/article/lonmin-accused-of-prolonging-platinum-strike-by-hiding-revenue-2014-10-24,miningweekly.com,engineeringnews.co.za,true,true,7bedcb812bbcb82c96a7085fe05d20c972d2f6c3bd27d7983a2b9b36f6f8b85a,2d94785f36b22a8a5121cafb76605cfe17a5d0dd89c75c1fc1997538cf2bccba,false,true,1.000000,1.000000,1.000000,false,true,exact_normalised_title,same_year,pending_targeted_near_duplicate_review
expanded_media_candidates_batch1__EXP-MEDIA-038,DISC-MEDIA-0456,Lonmin hands over New Marikana primary school to Basic Education dept,Lonmin Hands Over New Marikana Primary School To Basic Education Dept,2018,2018,Engineering News / Creamer Media,Engineering News,https://www.engineeringnews.co.za/article/lonmin-hands-over-new-marikana-primary-school-to-basic-education-dept-2018-04-06,https://www.engineeringnews.co.za/article/lonmin-hands-over-new-marikana-primary-school-to-basic-education-dept-2018-03-23,engineeringnews.co.za,engineeringnews.co.za,true,true,732405582e86fb32437288606677f61dc2c4a3ffb6608274b255ca929e19bedb,b6088813afe9a5a62e7025421fddfbe7664f2bc07cee01033717d17ac59d4b7e,false,true,1.000000,1.000000,1.000000,true,true,exact_normalised_title,same_year,pending_targeted_near_duplicate_review
expanded_media_candidates_batch2__EXP-MEDIA-046,DISC-MEDIA-0435,Lonmin committed to R500m expenditure on employee apartments,Lonmin Committed To R500M Expenditure On Employee Apartments,2017,2017,Mining Weekly,Engineering News,https://www.miningweekly.com/article/lonmin-committed-to-r500m-expenditure-on-employee-apartments-2017-04-07,https://www.engineeringnews.co.za/article/lonmin-committed-to-r500m-expenditure-on-employee-apartments-2017-04-07,miningweekly.com,engineeringnews.co.za,true,true,a1fbe8e186da7777a527e45d3bebfff23dfae30a4acadfc5966fbb64ae221783,d8ed22244ef227f88df6216b1c9f0c9612b7701126cd0e0504b36ce331816209,false,true,1.000000,1.000000,1.000000,false,true,exact_normalised_title,same_year,pending_targeted_near_duplicate_review
expanded_media_candidates_batch2__EXP-MEDIA-047,DISC-MEDIA-0681,Violent protestors demand 1 500 new jobs from struggling Lonmin,Violent Protestors Demand 1 500 New Jobs From Struggling Lonmin,2017,2017,Mining Weekly,Engineering News,https://www.miningweekly.com/article/violent-protestors-demand-1-500-new-jobs-from-struggling-lonmin-2017-05-11,https://www.engineeringnews.co.za/article/violent-protestors-demand-1-500-new-jobs-from-struggling-lonmin-2017-05-11,miningweekly.com,engineeringnews.co.za,true,true,9c5659618df18f9656e7fde276268faf89722620d155f4f2f9366b5c06c7e273,40f534c181c2f2d7c5031138a73db95c4d6aba21a0c3e85d6bbbbace5d96190b,false,true,1.000000,1.000000,1.000000,false,true,exact_normalised_title,same_year,pending_targeted_near_duplicate_review
expanded_media_candidates_batch2__EXP-MEDIA-050,DISC-MEDIA-0438,Lonmin community wants operations suspended on social failings,Lonmin Community Wants Operations Suspended On Social Failings,2017,2017,Mining Weekly,Engineering News,https://www.miningweekly.com/article/lonmin-community-wants-operations-suspended-on-social-failings-2017-10-25,https://www.engineeringnews.co.za/article/lonmin-community-wants-operations-suspended-on-social-failings-2017-10-25,miningweekly.com,engineeringnews.co.za,true,true,d64fdcae967a6750b2124c255f10177e569f91c1741ee82e34e7eec87ac5bd68,a7ab65fb13f0a0c7a73098d259f476fff8a7e99f738cdd1bec34d187d09db964,false,true,1.000000,1.000000,1.000000,false,true,exact_normalised_title,same_year,pending_targeted_near_duplicate_review
SAT-MEDIA-013,DISC-MEDIA-0637,Sibanye files court papers to oppose application to halt R5.2bn Lonmin merger,Sibanye Files Court Papers To Oppose Application To Halt R52Bn Lonmin Merger,2019,2019,Mining Weekly,Engineering News,https://www.miningweekly.com/article/sibanye-files-court-papers-to-oppose-application-to-halt-r52bn-lonmin-merger-2019-08-02,https://www.engineeringnews.co.za/article/sibanye-files-court-papers-to-oppose-application-to-halt-r52bn-lonmin-merger-2019-08-02,miningweekly.com,engineeringnews.co.za,true,true,3aabc970130c07f46eef52e123df5ead5fb25d2c5a858b5d7e356f4158f8932e,6dc123b6cd5951bcb9bcfb23483bc8086b7a488e08d76d010e7794a9418f3678,false,false,0.993464,0.750000,1.000000,false,true,very_high_slug_similarity,same_year,pending_targeted_near_duplicate_review
expanded_media_candidates__EXP-MEDIA-001,DISC-MEDIA-0412,It's business unusual at 'improving' Lonmin – Munroe,Its Business Unusual At Improving Lonmin Munroe,2013,2013,Mining Weekly,Engineering News,https://www.miningweekly.com/article/its-business-unusual-at-improving-lonmin-munroe-2013-03-15,https://www.engineeringnews.co.za/article/its-business-unusual-at-improving-lonmin-munroe-2013-03-05,miningweekly.com,engineeringnews.co.za,true,true,5e52197946b9863dbcd8ef595692499096a4eb828914ea7c5cda853e92e93366,6042dc4ba15b93af7d0240131b96b7b1d6e4412c2b63e5faebfb902fc83401c9,false,false,0.989474,0.714286,1.000000,false,true,very_high_slug_similarity,same_year,pending_targeted_near_duplicate_review
expanded_media_candidates_02__EXP-MEDIA-038,DISC-MEDIA-0366,"AMCU, Lonmin find strike-averting meeting point?",Amcu Lonmin Find Strike Averting Meeting Point Deputy President,2013,2013,Mining Weekly,Engineering News,https://www.miningweekly.com/article/amcu-lonmin-find-strike-averting-meeting-point-deputy-president-2013-06-21,https://www.engineeringnews.co.za/article/amcu-lonmin-find-strike-averting-meeting-point-deputy-president-2013-06-21,miningweekly.com,engineeringnews.co.za,true,true,fc217934476c4a8a7270cc410af34a74d2af51f6c33364861415f1d49b5d18d7,25a355b8a61344e281e8d3b5221bbc4f595f13807addceff30997eb6ed86e979,false,false,0.844037,0.777778,1.000000,false,true,very_high_slug_similarity,same_year,pending_targeted_near_duplicate_review
MEDIA-050,DISC-MEDIA-0624,Rustenburg communities want ConCourt to set aside Sibanye's Lonmin takeover,Rustenburg Communities Want Concourt To Set Aside Sibanyes Lonmin Takeover,2019,2019,Mining Weekly,Engineering News,https://www.miningweekly.com/article/rustenburg-communities-want-concourt-to-set-aside-sibanyes-lonmin-takeover-2019-07-19,https://www.engineeringnews.co.za/article/rustenburg-communities-want-concourt-to-set-aside-sibanyes-lonmin-takeover-2019-07-19,miningweekly.com,engineeringnews.co.za,true,true,7e1ef1a2b3856b3bca0f225448502f6d2fd9d3f7fbe54915e95806e1b5d78c3f,1a85d6200a97535e6e670285c20e61c67306760932021614286cc1e1935ea2d4,false,false,0.993289,0.800000,1.000000,false,true,high_title_similarity,same_year,pending_targeted_near_duplicate_review
MEDIA-044,DISC-MEDIA-0523,Lonmin transaction filed with South Africa's competition authority,Lonmin Transaction Filed With South Africas Competition Authority,2018,2018,Mining Weekly,Engineering News,https://www.miningweekly.com/article/lonmin-transaction-filed-with-south-africas-competition-body-2018-03-30,https://www.engineeringnews.co.za/article/lonmin-transaction-filed-with-south-africas-competition-authority-2018-03-16,miningweekly.com,engineeringnews.co.za,true,true,ae9c60867b5842e43e8a10fc3258be0a8c95ff6a53dc9ee81ebdb933fe619157,8d94dbf4d9071193e2c19b6f349539871024a044503feb186189ea55e748ba42,false,false,0.992366,0.833333,0.928000,false,true,high_title_similarity,same_year,pending_targeted_near_duplicate_review
expanded_media_candidates_02__EXP-MEDIA-041,DISC-MEDIA-0515,"Lonmin to lose 3 100 oz/d, Implats 2 800 oz/d in production owing to AMCU strike",Lonmin To Lose 3 100 Ozd Implats 2 800 Ozd In Production Owing To Amcu Strike,2014,2014,Mining Weekly,Engineering News,https://www.miningweekly.com/article/lonmin-to-lose-3-100-ozd-implats-2-800-ozd-in-production-owing-to-amcu-strike-2014-01-23,https://www.engineeringnews.co.za/article/lonmin-to-lose-3-100-ozd-implats-2-800-ozd-in-production-owing-to-amcu-strike-2014-01-23,miningweekly.com,engineeringnews.co.za,true,true,1a5de03b25f2ba8b720e595bc1057a5d5d610653c3125f4a1f3d93c22768f2cc,29c41c74e9fdd41e778855ffb78bb73b92395f245dfb2b9158fe256dac7b83cf,false,false,0.987179,0.785714,1.000000,false,true,high_title_similarity,same_year,pending_targeted_near_duplicate_review
DISC-MEDIA-0387,DISC-MEDIA-0388,Community Members Accelerate Bid Against Key R564M Lonmin Bee Deal,Community Members Accelerate Bid Against R564M Lonmin Bee Deal,2015,2015,Engineering News,Engineering News,https://www.engineeringnews.co.za/article/community-members-accelerate-bid-against-key-r564m-lonmin-bee-deal-2015-06-11,https://www.engineeringnews.co.za/article/community-members-accelerate-bid-against-r564m-lonmin-bee-deal-2015-06-19,engineeringnews.co.za,engineeringnews.co.za,true,true,a6d535e3758a2e0e18ada6aff89f6209caa52fe0652664991b73b644e13264b7,cf0f82acd19591497118dd733069d1c416629d3b95695c048fdfe2746e925274,false,false,0.968750,0.900000,0.968750,true,true,high_title_similarity,same_year,pending_targeted_near_duplicate_review
