prior_record_id,archive_record_id,normalised_title,year,publisher,prior_url,archive_url,prior_text_sha256,archive_text_sha256,archive_analysis_ready_before_cross_phase,review_status
EXP-MEDIA-060,DISC-MEDIA-0646,sibanye plans to cut 5 270 jobs as it restructures marikana operations,2019,Engineering News,https://www.engineeringnews.co.za/article/sibanye-plans-to-cut-5-270-jobs-as-it-restructures-marikana-operations-2019-09-25,https://www.engineeringnews.co.za/article/sibanye-plans-to-cut-5-270-jobs-as-it-restructures-marikana-operations-2019-10-04,e71f25a7e3e093cbdf796ff91aa46bba8425c4b9cf21e82789161f1ff62a1674,23b3e9e311d26c3d153544a9e74e0b3ea684e75dc3bf89350600285579e2da4f,true,same_title_year_publisher_requires_explicit_review
