candidate_id,publisher,url,canonical_url,year,title,prescreen_bucket,final_url,targeted_fetch_status,targeted_fetch_error,publication_date_from_url,retrieved_text_words,retrieved_text_sha256,retrieved_lonmin_mentions,retrieved_sibanye_mentions,case_terms,case_mentions_total,event_terms,event_mentions_total,event_distinct_terms,social_terms,social_mentions_total,social_distinct_terms,corporate_terms,corporate_mentions_total,corporate_distinct_terms,early_aug_oct_2012_window,title_has_routine_corporate_signal,title_has_case_process_signal,evidence_class,evidence_note,final_decision,final_reason_code,final_evidence_note
SEC-MEDIA-0001,Daily Maverick,https://www.dailymaverick.co.za/article/2012-10-15-down-with-amcu-and-malema-cosatu-and-mk-sing-from-the-same-song-sheet/,https://dailymaverick.co.za/article/2012-10-15-down-with-amcu-and-malema-cosatu-and-mk-sing-from-the-same-song-sheet,2012,Down With Amcu And Malema Cosatu And Mk Sing From The Same Song Sheet,secondary_keyword_only_review,https://www.dailymaverick.co.za/article/2012-10-15-down-with-amcu-and-malema-cosatu-and-mk-sing-from-the-same-song-sheet/,retrieved_extracted,,2012-10-15,871,c7cac2e941e12ec09829f61f3676b0bb247bc3d95968f5fb358917ad06f1aada,0,0,marikana,4,strike;worker_miner;police;shooting_death;union,33,5,,0,0,,0,0,true,false,true,strong_case_context_supported,Body contains a high-specificity Marikana case term reinforced by labour/event/social/governance context.,,,
SEC-MEDIA-0002,Daily Maverick,https://www.dailymaverick.co.za/article/2013-01-18-amcu-the-champion-of-nationalisation-sort-of/,https://dailymaverick.co.za/article/2013-01-18-amcu-the-champion-of-nationalisation-sort-of,2013,Amcu The Champion Of Nationalisation Sort Of,secondary_keyword_only_review,https://www.dailymaverick.co.za/article/2013-01-18-amcu-the-champion-of-nationalisation-sort-of/,retrieved_extracted,,2013-01-18,1045,80e18065115f3ec576acda8d3c345d4cf925e32479d9b6419340e6c8dab66af1,0,0,marikana,1,strike;worker_miner;shooting_death;union;protest_unrest,37,5,commission_inquiry,1,1,transaction;exploration_project,3,2,false,false,true,strong_case_context_supported,Body contains a high-specificity Marikana case term reinforced by labour/event/social/governance context.,,,
SEC-MEDIA-0003,Daily Maverick,https://www.dailymaverick.co.za/article/2013-02-20-rustenburg-amcu-and-num-call-a-truce-for-now/,https://dailymaverick.co.za/article/2013-02-20-rustenburg-amcu-and-num-call-a-truce-for-now,2013,Rustenburg Amcu And Num Call A Truce For Now,secondary_keyword_only_review,https://www.dailymaverick.co.za/article/2013-02-20-rustenburg-amcu-and-num-call-a-truce-for-now/,retrieved_extracted,,2013-02-20,1275,9e0f739cb9585507147798b32cc12c4eccaa08f82dbcf1054529539e4452250f,1,0,marikana,4,strike;worker_miner;police;shooting_death;wage;union;protest_unrest,81,7,commission_inquiry,2,1,earnings_results,1,1,false,false,true,strong_case_context_supported,Body contains a high-specificity Marikana case term reinforced by labour/event/social/governance context.,,,
SEC-MEDIA-0004,Daily Maverick,https://www.dailymaverick.co.za/article/2013-04-09-the-numamcu-cold-war-moves-to-bargaining-councils/,https://dailymaverick.co.za/article/2013-04-09-the-numamcu-cold-war-moves-to-bargaining-councils,2013,The Numamcu Cold War Moves To Bargaining Councils,secondary_keyword_only_review,https://www.dailymaverick.co.za/article/2013-04-09-the-numamcu-cold-war-moves-to-bargaining-councils/,retrieved_extracted,,2013-04-09,1109,1ad98502f846ee3bae7aefbf8b33faa6d940336d48be662206ed9143b93045d3,6,0,marikana,5,strike;worker_miner;police;shooting_death;wage;union;protest_unrest,79,7,commission_inquiry,3,1,transaction,1,1,false,false,false,strong_case_context_supported,Body contains a high-specificity Marikana case term reinforced by labour/event/social/governance context.,,,
SEC-MEDIA-0005,Daily Maverick,https://www.dailymaverick.co.za/article/2013-05-14-negotiating-season-amcus-headache-mathunjwas-migraine/,https://dailymaverick.co.za/article/2013-05-14-negotiating-season-amcus-headache-mathunjwas-migraine,2013,Negotiating Season Amcus Headache Mathunjwas Migraine,secondary_keyword_only_review,https://www.dailymaverick.co.za/article/2013-05-14-negotiating-season-amcus-headache-mathunjwas-migraine/,retrieved_extracted,,2013-05-14,1281,0c658ab76a08d742469b0abebee453e87bbe214a0138a26101ac017b06ba4a1a,2,0,marikana,5,strike;worker_miner;police;shooting_death;wage;union;protest_unrest,31,7,justice_accountability,1,1,share_price,1,1,false,false,false,strong_case_context_supported,Body contains a high-specificity Marikana case term reinforced by labour/event/social/governance context.,,,
SEC-MEDIA-0006,Daily Maverick,https://www.dailymaverick.co.za/article/2013-05-17-anglo-platinum-strike-still-looms/,https://dailymaverick.co.za/article/2013-05-17-anglo-platinum-strike-still-looms,2013,Anglo Platinum Strike Still Looms,secondary_keyword_only_review,https://www.dailymaverick.co.za/article/2013-05-17-anglo-platinum-strike-still-looms/,retrieved_extracted,,2013-05-17,1864,162c201230f041b094d3c1b4b92bf5f9654a5881c5c096cc402240530d4f22e2,0,0,marikana,1,strike;worker_miner;wage;union;protest_unrest,53,5,housing;community,10,2,earnings_results;funding_debt;transaction;exploration_project;commodity_market,19,5,false,false,true,strong_case_context_supported,Body contains a high-specificity Marikana case term reinforced by labour/event/social/governance context.,,,
SEC-MEDIA-0007,Daily Maverick,https://www.dailymaverick.co.za/article/2013-07-04-agreement-for-a-sustainable-mining-industry-amcu-needs-more-time/,https://dailymaverick.co.za/article/2013-07-04-agreement-for-a-sustainable-mining-industry-amcu-needs-more-time,2013,Agreement For A Sustainable Mining Industry Amcu Needs More Time,secondary_keyword_only_review,https://www.dailymaverick.co.za/article/2013-07-04-agreement-for-a-sustainable-mining-industry-amcu-needs-more-time/,retrieved_extracted,,2013-07-04,1053,b100cf746a40cddf01af16dc4fa9ea310d0b7fc3e40fe68d8cc7af004dc89faf,3,0,marikana,1,worker_miner;police;wage;union,37,4,housing,1,1,earnings_results,1,1,false,false,true,strong_case_context_supported,Body contains a high-specificity Marikana case term reinforced by labour/event/social/governance context.,,,
SEC-MEDIA-0008,Daily Maverick,https://www.dailymaverick.co.za/article/2013-09-05-all-that-glitters-compromises-in-gold-strike-amcu-claims-conspiracy/,https://dailymaverick.co.za/article/2013-09-05-all-that-glitters-compromises-in-gold-strike-amcu-claims-conspiracy,2013,All That Glitters Compromises In Gold Strike Amcu Claims Conspiracy,secondary_keyword_only_review,https://www.dailymaverick.co.za/article/2013-09-05-all-that-glitters-compromises-in-gold-strike-amcu-claims-conspiracy/,retrieved_extracted,,2013-09-05,1053,00c2d45cfd44aac94504c0b443e65767aa3a7cc31d8d540da43a6629af2033dd,1,1,,0,strike;worker_miner;shooting_death;wage;union;protest_unrest,66,6,housing,2,1,production_output;exploration_project,2,2,false,false,true,possible_lonmin_substantive_context,Lonmin appears with labour/event/social/governance signals; direct substantive review is required.,,,
SEC-MEDIA-0009,Daily Maverick,https://www.dailymaverick.co.za/article/2013-10-01-num-amcu-resist-amplats-dismissals/,https://dailymaverick.co.za/article/2013-10-01-num-amcu-resist-amplats-dismissals,2013,Num Amcu Resist Amplats Dismissals,secondary_keyword_only_review,https://www.dailymaverick.co.za/article/2013-10-01-num-amcu-resist-amplats-dismissals/,retrieved_extracted,,2013-10-01,788,a0c3e8277a2eac23070ce49154e2d8728592176a1a39b45350a52bdf20e92522,0,0,,0,strike;worker_miner;wage;union;protest_unrest,32,5,housing,1,1,share_price;production_output;commodity_market,5,3,false,false,true,no_case_anchor,"Extracted article text contains no Marikana, Lonmin or Sibanye anchor.",,,
SEC-MEDIA-0010,Daily Maverick,https://www.dailymaverick.co.za/article/2014-01-14-platinum-politics-under-pressure-to-deliver-amcu-shifts-to-damage-control/,https://dailymaverick.co.za/article/2014-01-14-platinum-politics-under-pressure-to-deliver-amcu-shifts-to-damage-control,2014,Platinum Politics Under Pressure To Deliver Amcu Shifts To Damage Control,secondary_keyword_only_review,https://www.dailymaverick.co.za/article/2014-01-14-platinum-politics-under-pressure-to-deliver-amcu-shifts-to-damage-control/,retrieved_extracted,,2014-01-14,772,0182ab0f638873707bbc98f6ed9475bac76980b9d803c1a70408a07faae2952d,2,0,marikana,1,strike;worker_miner;shooting_death;wage;union,69,5,community,1,1,production_output,1,1,false,false,true,strong_case_context_supported,Body contains a high-specificity Marikana case term reinforced by labour/event/social/governance context.,,,
SEC-MEDIA-0011,Daily Maverick,https://www.dailymaverick.co.za/article/2014-01-22-platinum-strikes-to-amcu-its-about-more-than-just-the-money/,https://dailymaverick.co.za/article/2014-01-22-platinum-strikes-to-amcu-its-about-more-than-just-the-money,2014,Platinum Strikes To Amcu Its About More Than Just The Money,secondary_keyword_only_review,https://www.dailymaverick.co.za/article/2014-01-22-platinum-strikes-to-amcu-its-about-more-than-just-the-money/,retrieved_extracted,,2014-01-22,1086,74db8acec234148f8599ccc45167f8183b57d98e421d3a39feeb53e016191b7d,1,0,,0,strike;worker_miner;wage;union;protest_unrest,77,5,community,3,1,production_output;funding_debt,2,2,false,false,true,possible_lonmin_substantive_context,Lonmin appears with labour/event/social/governance signals; direct substantive review is required.,,,
SEC-MEDIA-0012,Daily Maverick,https://www.dailymaverick.co.za/article/2014-01-30-amcu-holds-firm-on-platinum-strike/,https://dailymaverick.co.za/article/2014-01-30-amcu-holds-firm-on-platinum-strike,2014,Amcu Holds Firm On Platinum Strike,secondary_keyword_only_review,https://www.dailymaverick.co.za/article/2014-01-30-amcu-holds-firm-on-platinum-strike/,retrieved_extracted,,2014-01-30,879,4c3bd7e93950d8759c08af5c250fd77686546eefa3dde8910e2b469857deb740,2,1,marikana,2,strike;worker_miner;shooting_death;wage;union,59,5,justice_accountability;commission_inquiry,2,2,production_output;exploration_project,2,2,false,false,true,strong_case_context_supported,Body contains a high-specificity Marikana case term reinforced by labour/event/social/governance context.,,,
SEC-MEDIA-0013,Daily Maverick,https://www.dailymaverick.co.za/article/2014-03-06-platinum-strike-the-negotiation-tables-depressing-emptiness/,https://dailymaverick.co.za/article/2014-03-06-platinum-strike-the-negotiation-tables-depressing-emptiness,2014,Platinum Strike The Negotiation Tables Depressing Emptiness,secondary_keyword_only_review,https://www.dailymaverick.co.za/article/2014-03-06-platinum-strike-the-negotiation-tables-depressing-emptiness/,retrieved_extracted,,2014-03-06,786,6413442b9e906351aaf031671410ee85ec44d44dbca04274b911333c143579d4,1,0,marikana,1,strike;worker_miner;police;shooting_death;wage;union;protest_unrest,43,7,housing;justice_accountability;commission_inquiry,3,3,earnings_results;production_output,3,2,false,false,true,strong_case_context_supported,Body contains a high-specificity Marikana case term reinforced by labour/event/social/governance context.,,,
SEC-MEDIA-0014,Daily Maverick,https://www.dailymaverick.co.za/article/2014-03-07-in-pictures-amcu-takes-to-the-union-buildings/,https://dailymaverick.co.za/article/2014-03-07-in-pictures-amcu-takes-to-the-union-buildings,2014,In Pictures Amcu Takes To The Union Buildings,secondary_keyword_only_review,https://www.dailymaverick.co.za/article/2014-03-07-in-pictures-amcu-takes-to-the-union-buildings/,retrieved_extracted,,2014-03-07,285,a324a3704b1d08283ff9c250b2daf2c84f765a024ea0b4c7a61dff0c6e20e5a9,1,0,,0,worker_miner;police;wage;union;protest_unrest,23,5,,0,0,,0,0,false,false,true,possible_lonmin_substantive_context,Lonmin appears with labour/event/social/governance signals; direct substantive review is required.,,,
SEC-MEDIA-0015,Daily Maverick,https://www.dailymaverick.co.za/article/2014-03-11-amcus-mathunjwa-last-six-weeks-of-platinum-strike-was-like-a-warm-up/,https://dailymaverick.co.za/article/2014-03-11-amcus-mathunjwa-last-six-weeks-of-platinum-strike-was-like-a-warm-up,2014,Amcus Mathunjwa Last Six Weeks Of Platinum Strike Was Like A Warm Up,secondary_keyword_only_review,https://www.dailymaverick.co.za/article/2014-03-11-amcus-mathunjwa-last-six-weeks-of-platinum-strike-was-like-a-warm-up/,retrieved_extracted,,2014-03-11,1539,a942119b93d1efc95cee634607f494421a75997cd8e222b1ede2ecd9115afd9a,4,0,marikana,2,strike;worker_miner;police;shooting_death;wage;union;protest_unrest,88,7,housing;community;commission_inquiry,5,3,earnings_results;funding_debt;transaction,5,3,false,false,true,strong_case_context_supported,Body contains a high-specificity Marikana case term reinforced by labour/event/social/governance context.,,,
SEC-MEDIA-0016,Daily Maverick,https://www.dailymaverick.co.za/article/2014-03-19-amcu-takes-platinum-fight-to-heart-of-amplats/,https://dailymaverick.co.za/article/2014-03-19-amcu-takes-platinum-fight-to-heart-of-amplats,2014,Amcu Takes Platinum Fight To Heart Of Amplats,secondary_keyword_only_review,https://www.dailymaverick.co.za/article/2014-03-19-amcu-takes-platinum-fight-to-heart-of-amplats/,retrieved_extracted,,2014-03-19,1545,8f292d81c1edb6457bda48af2aed08992bb5a1b76f2769eb7f44f3229f8f2d75,1,0,marikana;farlam,3,strike;worker_miner;police;shooting_death;wage;union;protest_unrest,63,7,housing,3,1,earnings_results;exploration_project,3,2,false,false,true,strong_case_context_supported,Body contains a high-specificity Marikana case term reinforced by labour/event/social/governance context.,,,
SEC-MEDIA-0017,Daily Maverick,https://www.dailymaverick.co.za/article/2014-03-26-platinum-strikes-two-months-into-starving-negotiations/,https://dailymaverick.co.za/article/2014-03-26-platinum-strikes-two-months-into-starving-negotiations,2014,Platinum Strikes Two Months Into Starving Negotiations,secondary_keyword_only_review,https://www.dailymaverick.co.za/article/2014-03-26-platinum-strikes-two-months-into-starving-negotiations/,retrieved_extracted,,2014-03-26,1089,00b73222887213b0cf10880039f59792437f0acfa385f51935887e0813d08943,3,0,marikana,1,strike;worker_miner;police;wage;union;protest_unrest,34,6,housing,2,1,share_price;earnings_results;production_output,5,3,false,false,false,strong_case_context_supported,Body contains a high-specificity Marikana case term reinforced by labour/event/social/governance context.,,,
SEC-MEDIA-0018,Daily Maverick,https://www.dailymaverick.co.za/article/2014-04-04-platinum-strike-miners-share-their-ordeal/,https://dailymaverick.co.za/article/2014-04-04-platinum-strike-miners-share-their-ordeal,2014,Platinum Strike Miners Share Their Ordeal,secondary_keyword_only_review,https://www.dailymaverick.co.za/article/2014-04-04-platinum-strike-miners-share-their-ordeal/,retrieved_extracted,,2014-04-04,1172,b24ce1e46c4c35f0ae6004a79aecaa0df4d91d90f2dcc9e42176132ace6406a2,4,0,marikana,1,strike;worker_miner;shooting_death;wage;union,39,5,,0,0,share_price;funding_debt,5,2,false,false,true,strong_case_context_supported,Body contains a high-specificity Marikana case term reinforced by labour/event/social/governance context.,,,
SEC-MEDIA-0019,Daily Maverick,https://www.dailymaverick.co.za/article/2014-04-23-platinum-strikes-discussions-to-determine-platinum-belt-amcus-future/,https://dailymaverick.co.za/article/2014-04-23-platinum-strikes-discussions-to-determine-platinum-belt-amcus-future,2014,Platinum Strikes Discussions To Determine Platinum Belt Amcus Future,secondary_keyword_only_review,https://www.dailymaverick.co.za/article/2014-04-23-platinum-strikes-discussions-to-determine-platinum-belt-amcus-future/,retrieved_extracted,,2014-04-23,1111,9991ae6a4b1843461beeecae98fe7760463144318b2c3b43c6fb8787eaa8854a,2,0,,0,strike;worker_miner;police;wage;union;protest_unrest,58,6,community;commission_inquiry,2,2,share_price;earnings_results,2,2,false,false,false,possible_lonmin_substantive_context,Lonmin appears with labour/event/social/governance signals; direct substantive review is required.,,,
SEC-MEDIA-0020,Daily Maverick,https://www.dailymaverick.co.za/article/2014-05-20-platinum-strikes-lets-see-yo-cards-boys/,https://dailymaverick.co.za/article/2014-05-20-platinum-strikes-lets-see-yo-cards-boys,2014,Platinum Strikes Lets See Yo Cards Boys,secondary_keyword_only_review,https://www.dailymaverick.co.za/article/2014-05-20-platinum-strikes-lets-see-yo-cards-boys/,retrieved_extracted,,2014-05-20,1073,90ed97d85e91bb271b2efba527a4dfacad7947eb6d278d3a26b010c2c46af9b1,8,0,marikana,4,strike;worker_miner;police;shooting_death;wage;union;protest_unrest,60,7,community;commission_inquiry,4,2,,0,0,false,false,false,strong_case_context_supported,Body contains a high-specificity Marikana case term reinforced by labour/event/social/governance context.,,,
SEC-MEDIA-0021,Daily Maverick,https://www.dailymaverick.co.za/article/2014-05-27-platinum-strikes-hope-for-the-next-step-but-which-way/,https://dailymaverick.co.za/article/2014-05-27-platinum-strikes-hope-for-the-next-step-but-which-way,2014,Platinum Strikes Hope For The Next Step But Which Way,secondary_keyword_only_review,https://www.dailymaverick.co.za/article/2014-05-27-platinum-strikes-hope-for-the-next-step-but-which-way/,retrieved_extracted,,2014-05-27,1210,4dd818dff759df97c6b042642c6b17446bbff90b6e5cd1846c65a4cc67e8117c,3,0,marikana;wonderkop,5,strike;worker_miner;wage;union;protest_unrest,38,5,housing;community,5,2,earnings_results;exploration_project,3,2,false,false,false,strong_case_context_supported,Body contains a high-specificity Marikana case term reinforced by labour/event/social/governance context.,,,
SEC-MEDIA-0022,Daily Maverick,https://www.dailymaverick.co.za/article/2014-06-02-platinum-strikes-the-battle-intensifies/,https://dailymaverick.co.za/article/2014-06-02-platinum-strikes-the-battle-intensifies,2014,Platinum Strikes The Battle Intensifies,secondary_keyword_only_review,https://www.dailymaverick.co.za/article/2014-06-02-platinum-strikes-the-battle-intensifies/,retrieved_extracted,,2014-06-02,1214,c93b1611df42acccf293707e9537137c57ef8120c4cd8acef5d6cdc345e8f79d,3,0,marikana;farlam,3,strike;worker_miner;shooting_death;wage;union;protest_unrest,27,6,housing;commission_inquiry,2,2,earnings_results;transaction;commodity_market,23,3,false,false,false,strong_case_context_supported,Body contains a high-specificity Marikana case term reinforced by labour/event/social/governance context.,,,
SEC-MEDIA-0023,Daily Maverick,https://www.dailymaverick.co.za/article/2014-06-06-numsa-amcu-and-the-portent-of-strike-stricken-economy/,https://dailymaverick.co.za/article/2014-06-06-numsa-amcu-and-the-portent-of-strike-stricken-economy,2014,Numsa Amcu And The Portent Of Strike Stricken Economy,secondary_keyword_only_review,https://www.dailymaverick.co.za/article/2014-06-06-numsa-amcu-and-the-portent-of-strike-stricken-economy/,retrieved_extracted,,2014-06-06,899,a188c596c25367c227d451f573da17308bda969ebb675adcabaa2184579fd176,0,0,,0,strike;worker_miner;wage;union,49,4,,0,0,funding_debt,1,1,false,false,true,no_case_anchor,"Extracted article text contains no Marikana, Lonmin or Sibanye anchor.",,,
SEC-MEDIA-0024,Daily Maverick,https://www.dailymaverick.co.za/article/2014-06-09-amcu-strike-ramathlodis-platinum-team-fizzles/,https://dailymaverick.co.za/article/2014-06-09-amcu-strike-ramathlodis-platinum-team-fizzles,2014,Amcu Strike Ramathlodis Platinum Team Fizzles,secondary_keyword_only_review,https://www.dailymaverick.co.za/article/2014-06-09-amcu-strike-ramathlodis-platinum-team-fizzles/,retrieved_extracted,,2014-06-09,1439,9974ccb5079938b5cb9601a86494e383b95234dd9d8babefd61797b4a17c7ee1,1,0,marikana,1,strike;worker_miner;shooting_death;wage;union,38,5,community,2,1,share_price;earnings_results;transaction,10,3,false,false,true,strong_case_context_supported,Body contains a high-specificity Marikana case term reinforced by labour/event/social/governance context.,,,
SEC-MEDIA-0025,Daily Maverick,https://www.dailymaverick.co.za/article/2014-06-09-platinum-strike-ramatlhodi-out-no-end-in-sight-whats-next/,https://dailymaverick.co.za/article/2014-06-09-platinum-strike-ramatlhodi-out-no-end-in-sight-whats-next,2014,Platinum Strike Ramatlhodi Out No End In Sight Whats Next,secondary_keyword_only_review,https://www.dailymaverick.co.za/article/2014-06-09-platinum-strike-ramatlhodi-out-no-end-in-sight-whats-next/,retrieved_extracted,,2014-06-09,964,8513ef6c58b431f4fea691ee05dc665a6a3da9ed2a883644301059169e69477c,2,0,marikana,2,strike;worker_miner;wage;union,34,4,housing;community,4,2,,0,0,false,false,true,strong_case_context_supported,Body contains a high-specificity Marikana case term reinforced by labour/event/social/governance context.,,,
SEC-MEDIA-0026,Daily Maverick,https://www.dailymaverick.co.za/article/2014-06-11-platinum-strike-mining-minister-claims-hollow-victory/,https://dailymaverick.co.za/article/2014-06-11-platinum-strike-mining-minister-claims-hollow-victory,2014,Platinum Strike Mining Minister Claims Hollow Victory,secondary_keyword_only_review,https://www.dailymaverick.co.za/article/2014-06-11-platinum-strike-mining-minister-claims-hollow-victory/,retrieved_extracted,,2014-06-11,1173,a86656c10b1076db0d90c3656f3f8eda59e2a447082c4a2ab9da2681af631673,2,0,marikana,1,strike;worker_miner;wage;union;protest_unrest,37,5,housing;community;commission_inquiry,6,3,transaction,1,1,false,false,true,strong_case_context_supported,Body contains a high-specificity Marikana case term reinforced by labour/event/social/governance context.,,,
SEC-MEDIA-0027,Daily Maverick,https://www.dailymaverick.co.za/article/2014-06-11-platinum-strike-wages-politics-and-the-ancs-false-boogeymen/,https://dailymaverick.co.za/article/2014-06-11-platinum-strike-wages-politics-and-the-ancs-false-boogeymen,2014,Platinum Strike Wages Politics And The Ancs False Boogeymen,secondary_keyword_only_review,https://www.dailymaverick.co.za/article/2014-06-11-platinum-strike-wages-politics-and-the-ancs-false-boogeymen/,retrieved_extracted,,2014-06-11,1143,1eb83bd9cfafca80f1d319c7c8b46c347ce2090d4db029f4638ea3dfe48fb03e,1,0,marikana;farlam,4,strike;worker_miner;shooting_death;wage;union;protest_unrest,48,6,commission_inquiry,2,1,,0,0,false,false,true,strong_case_context_supported,Body contains a high-specificity Marikana case term reinforced by labour/event/social/governance context.,,,
SEC-MEDIA-0028,Daily Maverick,https://www.dailymaverick.co.za/article/2014-06-12-platinum-strike-never-ending-story-set-to-end/,https://dailymaverick.co.za/article/2014-06-12-platinum-strike-never-ending-story-set-to-end,2014,Platinum Strike Never Ending Story Set To End,secondary_keyword_only_review,https://www.dailymaverick.co.za/article/2014-06-12-platinum-strike-never-ending-story-set-to-end/,retrieved_extracted,,2014-06-12,888,d586e987bd7a29581e41e7e0c5d1eee4a998aa31197667600364145135cf4e41,1,0,marikana;wonderkop,4,strike;worker_miner;wage;union,31,4,community,1,1,earnings_results;funding_debt,2,2,false,false,true,strong_case_context_supported,Body contains a high-specificity Marikana case term reinforced by labour/event/social/governance context.,,,
SEC-MEDIA-0029,Daily Maverick,https://www.dailymaverick.co.za/article/2014-06-23-platinum-strike-no-more-after-losing-r10-6-billion-in-wages-miners-claim-victory/,https://dailymaverick.co.za/article/2014-06-23-platinum-strike-no-more-after-losing-r10-6-billion-in-wages-miners-claim-victory,2014,Platinum Strike No More After Losing R10 6 Billion In Wages Miners Claim Victory,secondary_keyword_only_review,https://www.dailymaverick.co.za/article/2014-06-23-platinum-strike-no-more-after-losing-r10-6-billion-in-wages-miners-claim-victory/,retrieved_extracted,,2014-06-23,1252,559a2657ffa189e849f5c673567844bf0e4c008c2c94a8c927ce46284e29bc1b,1,1,marikana,1,strike;worker_miner;shooting_death;wage;union,55,5,housing,1,1,earnings_results;transaction,3,2,false,false,true,strong_case_context_supported,Body contains a high-specificity Marikana case term reinforced by labour/event/social/governance context.,,,
SEC-MEDIA-0030,Daily Maverick,https://www.dailymaverick.co.za/article/2014-06-27-groundup-who-won-the-platinum-strike-the-figures-speak./,https://dailymaverick.co.za/article/2014-06-27-groundup-who-won-the-platinum-strike-the-figures-speak.,2014,Groundup Who Won The Platinum Strike The Figures Speak.,secondary_keyword_only_review,https://www.dailymaverick.co.za/article/2014-06-27-groundup-who-won-the-platinum-strike-the-figures-speak./,retrieved_extracted,,2014-06-27,2015,e4d98e7d1816daa26a2066fd5a5d1d44342fabf08e32e3a68d3d8d520594a97d,2,0,,0,strike;worker_miner;wage;union,75,4,,0,0,earnings_results;exploration_project;commodity_market,3,3,false,false,true,possible_lonmin_substantive_context,Lonmin appears with labour/event/social/governance signals; direct substantive review is required.,,,
SEC-MEDIA-0031,Daily Maverick,https://www.dailymaverick.co.za/article/2014-06-29-op-ed-amcu-victory-is-more-than-just-about-the-figures/,https://dailymaverick.co.za/article/2014-06-29-op-ed-amcu-victory-is-more-than-just-about-the-figures,2014,Op Ed Amcu Victory Is More Than Just About The Figures,secondary_keyword_only_review,https://www.dailymaverick.co.za/article/2014-06-29-op-ed-amcu-victory-is-more-than-just-about-the-figures/,retrieved_extracted,,2014-06-29,774,d8ef92c43450f831714215cc84cc1a8fa2e30e342e4ccef51d2d143eeeae84d5,1,0,marikana,2,strike;worker_miner;shooting_death;wage;union,48,5,,0,0,earnings_results;exploration_project,4,2,false,false,true,strong_case_context_supported,Body contains a high-specificity Marikana case term reinforced by labour/event/social/governance context.,,,
SEC-MEDIA-0032,Daily Maverick,https://www.dailymaverick.co.za/article/2015-03-10-sibanye-golds-hlanganani-shaft-going-deep-into-the-heart-of-the-economy/,https://dailymaverick.co.za/article/2015-03-10-sibanye-golds-hlanganani-shaft-going-deep-into-the-heart-of-the-economy,2015,Sibanye Golds Hlanganani Shaft Going Deep Into The Heart Of The Economy,secondary_keyword_only_review,https://www.dailymaverick.co.za/article/2015-03-10-sibanye-golds-hlanganani-shaft-going-deep-into-the-heart-of-the-economy/,retrieved_extracted,,2015-03-10,1506,2c88f1a54654e5d09f7ade90830364474c10eddba2e7c28303619b09f21bca14,0,10,,0,strike;worker_miner;wage;union,13,4,community,5,1,share_price;production_output;dividend_rights;exploration_project,17,4,false,false,false,sibanye_context_without_case_anchor_review,Sibanye appears with labour/social context but no Marikana/Lonmin anchor; review before exclusion.,,,
SEC-MEDIA-0033,Daily Maverick,https://www.dailymaverick.co.za/article/2015-03-16-mining-and-money-sibanyes-struggle-to-avoid-a-repeat-of-history/,https://dailymaverick.co.za/article/2015-03-16-mining-and-money-sibanyes-struggle-to-avoid-a-repeat-of-history,2015,Mining And Money Sibanyes Struggle To Avoid A Repeat Of History,secondary_keyword_only_review,https://www.dailymaverick.co.za/article/2015-03-16-mining-and-money-sibanyes-struggle-to-avoid-a-repeat-of-history/,retrieved_extracted,,2015-03-16,1423,0d27e12347a93221325b338db570d7eb2d06594b88ffc8434a602080394cecbf,2,13,marikana,5,worker_miner;shooting_death;wage;union;protest_unrest,49,5,housing;community;commission_inquiry,10,3,share_price;earnings_results;funding_debt,12,3,false,false,false,strong_case_context_supported,Body contains a high-specificity Marikana case term reinforced by labour/event/social/governance context.,,,
SEC-MEDIA-0034,Daily Maverick,https://www.dailymaverick.co.za/article/2015-09-10-mining-sibanye-goes-platinum-but-can-they-make-it-work/,https://dailymaverick.co.za/article/2015-09-10-mining-sibanye-goes-platinum-but-can-they-make-it-work,2015,Mining Sibanye Goes Platinum But Can They Make It Work,secondary_keyword_only_review,https://www.dailymaverick.co.za/article/2015-09-10-mining-sibanye-goes-platinum-but-can-they-make-it-work/,retrieved_extracted,,2015-09-10,888,97ae8937800f589133ec50481dc2863ae1891d217cc139e130684a4d12b40f79,0,12,,0,worker_miner;wage;union,10,3,community;commission_inquiry,2,2,share_price;earnings_results;production_output;funding_debt;transaction;commodity_market,19,6,false,false,false,sibanye_context_without_case_anchor_review,Sibanye appears with labour/social context but no Marikana/Lonmin anchor; review before exclusion.,,,
SEC-MEDIA-0035,Daily Maverick,https://www.dailymaverick.co.za/article/2018-02-07-trapped-miners-at-gauteng-sibanye-stillwater-gold-mine-confirmed-dead/,https://dailymaverick.co.za/article/2018-02-07-trapped-miners-at-gauteng-sibanye-stillwater-gold-mine-confirmed-dead,2018,Trapped Miners At Gauteng Sibanye Stillwater Gold Mine Confirmed Dead,secondary_keyword_only_review,https://www.dailymaverick.co.za/article/2018-02-07-trapped-miners-at-gauteng-sibanye-stillwater-gold-mine-confirmed-dead/,retrieved_extracted,,2018-02-07,112,d18efcfe78413829504596b339719576c632850899ac85e749d3ffdf0d4464c6,0,2,,0,worker_miner;shooting_death,4,2,,0,0,,0,0,false,false,true,sibanye_context_without_case_anchor_review,Sibanye appears with labour/social context but no Marikana/Lonmin anchor; review before exclusion.,,,
