candidate_id,publisher,url,canonical_url,year,title,prescreen_bucket,final_url,targeted_fetch_status,targeted_fetch_error,publication_date_from_url,retrieved_text_words,retrieved_text_sha256,retrieved_lonmin_mentions,retrieved_sibanye_mentions,case_terms,case_mentions_total,event_terms,event_mentions_total,event_distinct_terms,social_terms,social_mentions_total,social_distinct_terms,corporate_terms,corporate_mentions_total,corporate_distinct_terms,early_aug_oct_2012_window,title_has_routine_corporate_signal,title_has_case_process_signal,evidence_class,evidence_note,final_decision,final_reason_code,final_evidence_note
SEC-MEDIA-0133,Engineering News,https://www.engineeringnews.co.za/article/amcu-article-2013-02-25,https://engineeringnews.co.za/article/amcu-article-2013-02-25,2013,Amcu Article,secondary_keyword_only_review,https://www.engineeringnews.co.za/article/amcu-article-2013-02-25,retrieved_extracted,,2013-02-25,674,52edef4d5ca216fc16ab15cb477b57b81812b79e292aab4290632c2f2c9a2ec1,0,0,,0,strike;worker_miner;union;protest_unrest,18,4,housing,1,1,earnings_results;commodity_market,3,2,false,false,true,no_case_anchor,"Extracted article text contains no Marikana, Lonmin or Sibanye anchor.",,,
SEC-MEDIA-0134,Engineering News,https://www.engineeringnews.co.za/article/amcu-assists-beleaguered-mineworkers-at-lily-mine-2016-07-29,https://engineeringnews.co.za/article/amcu-assists-beleaguered-mineworkers-at-lily-mine-2016-07-29,2016,Amcu Assists Beleaguered Mineworkers At Lily Mine,secondary_keyword_only_review,https://www.engineeringnews.co.za/article/amcu-assists-beleaguered-mineworkers-at-lily-mine-2016-07-29,retrieved_extracted,,2016-07-29,606,9145570f056cfc83df7ede142d8907ceb0bd8fe59cbf85e5955590de33e310af,0,0,,0,worker_miner;wage;union,18,3,,0,0,earnings_results,2,1,false,false,true,no_case_anchor,"Extracted article text contains no Marikana, Lonmin or Sibanye anchor.",,,
SEC-MEDIA-0135,Engineering News,https://www.engineeringnews.co.za/article/amcu-awaits-court-ruling-on-its-right-to-engage-in-protected-strike-action-2015-10-23,https://engineeringnews.co.za/article/amcu-awaits-court-ruling-on-its-right-to-engage-in-protected-strike-action-2015-10-23,2015,Amcu Awaits Court Ruling On Its Right To Engage In Protected Strike Action,secondary_keyword_only_review,https://www.engineeringnews.co.za/article/amcu-awaits-court-ruling-on-its-right-to-engage-in-protected-strike-action-2015-10-23,retrieved_extracted,,2015-10-23,704,5593079256b4ca051430c7daa1cc9c886c79d9597aeeff5c8fbfb3ca9dc68dd3,0,4,,0,strike;worker_miner;wage;union,31,4,justice_accountability,2,1,earnings_results,2,1,false,false,true,sibanye_context_without_case_anchor_review,Sibanye appears with labour/social context but no Marikana/Lonmin anchor; review before exclusion.,,,
SEC-MEDIA-0136,Engineering News,https://www.engineeringnews.co.za/article/amcu-calls-for-amplats-mining-rights-to-be-revoked-proposes-nationalisation-2013-01-17,https://engineeringnews.co.za/article/amcu-calls-for-amplats-mining-rights-to-be-revoked-proposes-nationalisation-2013-01-17,2013,Amcu Calls For Amplats Mining Rights To Be Revoked Proposes Nationalisation,secondary_keyword_only_review,https://www.engineeringnews.co.za/article/amcu-calls-for-amplats-mining-rights-to-be-revoked-proposes-nationalisation-2013-01-17,retrieved_extracted,,2013-01-17,1061,5a2869897d4e61ce9ba5b609c5ee44570aabac50099c826267805baebe70b631,0,0,,0,strike;worker_miner;union;protest_unrest,21,4,housing,2,1,earnings_results,4,1,false,false,true,no_case_anchor,"Extracted article text contains no Marikana, Lonmin or Sibanye anchor.",,,
SEC-MEDIA-0137,Engineering News,https://www.engineeringnews.co.za/article/amcu-calls-for-commission-into-mine-safety-2017-10-16,https://engineeringnews.co.za/article/amcu-calls-for-commission-into-mine-safety-2017-10-16,2017,Amcu Calls For Commission Into Mine Safety,secondary_keyword_only_review,https://www.engineeringnews.co.za/article/amcu-calls-for-commission-into-mine-safety-2017-10-16,retrieved_extracted,,2017-10-16,488,79773b9021af559d38fd59d2804e5b3e0fe91e09cd295750bff0cbe8fddc862d,0,0,,0,worker_miner;shooting_death;union,12,3,commission_inquiry,3,1,earnings_results,3,1,false,false,true,no_case_anchor,"Extracted article text contains no Marikana, Lonmin or Sibanye anchor.",,,
SEC-MEDIA-0138,Engineering News,https://www.engineeringnews.co.za/article/amcu-calls-for-criminal-charges-following-barberton-mine-collapse-2016-02-05,https://engineeringnews.co.za/article/amcu-calls-for-criminal-charges-following-barberton-mine-collapse-2016-02-05,2016,Amcu Calls For Criminal Charges Following Barberton Mine Collapse,secondary_keyword_only_review,https://www.engineeringnews.co.za/article/amcu-calls-for-criminal-charges-following-barberton-mine-collapse-2016-02-05,retrieved_extracted,,2016-02-05,770,0c34fe14f11a88ad4ec9ccb9dd6e926f946e49c93dd3b8645ecbe185c300bc49,0,0,,0,worker_miner;union,20,2,community,1,1,earnings_results,2,1,false,false,true,no_case_anchor,"Extracted article text contains no Marikana, Lonmin or Sibanye anchor.",,,
SEC-MEDIA-0139,Engineering News,https://www.engineeringnews.co.za/article/amcu-calls-for-more-whistle-blowers-to-come-forward-in-samancor-chrome-case-2019-10-09,https://engineeringnews.co.za/article/amcu-calls-for-more-whistle-blowers-to-come-forward-in-samancor-chrome-case-2019-10-09,2019,Amcu Calls For More Whistle Blowers To Come Forward In Samancor Chrome Case,secondary_keyword_only_review,https://www.engineeringnews.co.za/article/amcu-calls-for-more-whistle-blowers-to-come-forward-in-samancor-chrome-case-2019-10-09,retrieved_extracted,,2019-10-09,916,dbcd1238d0960b0df624d35450f3a1f88c3169c4b674be09bb8961bfbd722326,0,0,,0,worker_miner;wage;union,27,3,community;justice_accountability;commission_inquiry,3,3,share_price;earnings_results;commodity_market,10,3,false,false,true,no_case_anchor,"Extracted article text contains no Marikana, Lonmin or Sibanye anchor.",,,
SEC-MEDIA-0140,Engineering News,https://www.engineeringnews.co.za/article/amcu-calls-for-testing-of-all-employees-at-affiliated-workplaces-2020-05-25,https://engineeringnews.co.za/article/amcu-calls-for-testing-of-all-employees-at-affiliated-workplaces-2020-05-25,2020,Amcu Calls For Testing Of All Employees At Affiliated Workplaces,secondary_keyword_only_review,https://www.engineeringnews.co.za/article/amcu-calls-for-testing-of-all-employees-at-affiliated-workplaces-2020-05-25,retrieved_extracted,,2020-05-25,865,cb772fd4602358442e008df3bc83624d9b7d51abe47212467b0cfc1abd82a6a2,0,0,,0,worker_miner;union,30,2,community,1,1,earnings_results,2,1,false,false,true,no_case_anchor,"Extracted article text contains no Marikana, Lonmin or Sibanye anchor.",,,
SEC-MEDIA-0141,Engineering News,https://www.engineeringnews.co.za/article/amcu-calls-for-tougher-mine-safety-regulation-2019-07-02,https://engineeringnews.co.za/article/amcu-calls-for-tougher-mine-safety-regulation-2019-07-02,2019,Amcu Calls For Tougher Mine Safety Regulation,secondary_keyword_only_review,https://www.engineeringnews.co.za/article/amcu-calls-for-tougher-mine-safety-regulation-2019-07-02,retrieved_extracted,,2019-07-02,475,df8b6832dee515e728dbf38e8c1fa7244379c7837c417b0b46cde399c3d1a207,0,0,,0,worker_miner;shooting_death;union,9,3,justice_accountability,1,1,earnings_results;exploration_project,5,2,false,false,true,no_case_anchor,"Extracted article text contains no Marikana, Lonmin or Sibanye anchor.",,,
SEC-MEDIA-0142,Engineering News,https://www.engineeringnews.co.za/article/amcu-calls-for-tougher-mine-safety-regulation-2019-07-12,https://engineeringnews.co.za/article/amcu-calls-for-tougher-mine-safety-regulation-2019-07-12,2019,Amcu Calls For Tougher Mine Safety Regulation,secondary_keyword_only_review,https://www.engineeringnews.co.za/article/amcu-calls-for-tougher-mine-safety-regulation-2019-07-12,retrieved_extracted,,2019-07-12,476,51a4c507615e13ffb4d4d1c76324e524988cc000e8ebb7b839d313e3e0d920dc,0,0,,0,worker_miner;shooting_death;union,9,3,justice_accountability,1,1,earnings_results;exploration_project,5,2,false,false,true,no_case_anchor,"Extracted article text contains no Marikana, Lonmin or Sibanye anchor.",,,
SEC-MEDIA-0143,Engineering News,https://www.engineeringnews.co.za/article/amcu-calls-on-all-members-to-strike-in-support-of-sibanye-gold-employees-2019-02-19,https://engineeringnews.co.za/article/amcu-calls-on-all-members-to-strike-in-support-of-sibanye-gold-employees-2019-02-19,2019,Amcu Calls On All Members To Strike In Support Of Sibanye Gold Employees,secondary_keyword_only_review,https://www.engineeringnews.co.za/article/amcu-calls-on-all-members-to-strike-in-support-of-sibanye-gold-employees-2019-02-19,retrieved_extracted,,2019-02-19,505,c189b7d47c7e68f1dda2c952183d46dc61ef7f617c64b401787a3586b2dbd25d,1,6,,0,strike;worker_miner;union,15,3,,0,0,earnings_results,2,1,false,false,true,possible_lonmin_substantive_context,Lonmin appears with labour/event/social/governance signals; direct substantive review is required.,,,
SEC-MEDIA-0144,Engineering News,https://www.engineeringnews.co.za/article/amcu-calls-on-glencore-to-improve-mineworkers-wages-benefits-2016-05-06,https://engineeringnews.co.za/article/amcu-calls-on-glencore-to-improve-mineworkers-wages-benefits-2016-05-06,2016,Amcu Calls On Glencore To Improve Mineworkers Wages Benefits,secondary_keyword_only_review,https://www.engineeringnews.co.za/article/amcu-calls-on-glencore-to-improve-mineworkers-wages-benefits-2016-05-06,retrieved_extracted,,2016-05-06,701,fb3d3e6210f14bb99af3dbca01447eaef20d1361ab2db3ae0ab8bda7199fe7aa,0,0,,0,strike;worker_miner;police;shooting_death;wage;union;protest_unrest,32,7,community,1,1,earnings_results,2,1,false,false,true,no_case_anchor,"Extracted article text contains no Marikana, Lonmin or Sibanye anchor.",,,
SEC-MEDIA-0145,Engineering News,https://www.engineeringnews.co.za/article/amcu-calls-on-gold-miners-to-return-to-the-negotiating-table-2015-10-14,https://engineeringnews.co.za/article/amcu-calls-on-gold-miners-to-return-to-the-negotiating-table-2015-10-14,2015,Amcu Calls On Gold Miners To Return To The Negotiating Table,secondary_keyword_only_review,https://www.engineeringnews.co.za/article/amcu-calls-on-gold-miners-to-return-to-the-negotiating-table-2015-10-14,retrieved_extracted,,2015-10-14,1217,a6871d8f3aa8e92d389c976e1261eb3c232502bb166ee623d7ee60c3fe7b2eeb,0,4,,0,strike;worker_miner;wage;union,51,4,justice_accountability,1,1,earnings_results;commodity_market,10,2,false,false,true,sibanye_context_without_case_anchor_review,Sibanye appears with labour/social context but no Marikana/Lonmin anchor; review before exclusion.,,,
SEC-MEDIA-0146,Engineering News,https://www.engineeringnews.co.za/article/amcu-calls-on-ramaphosa-to-intervene-in-strike-at-sibanye-operations-2019-03-14,https://engineeringnews.co.za/article/amcu-calls-on-ramaphosa-to-intervene-in-strike-at-sibanye-operations-2019-03-14,2019,Amcu Calls On Ramaphosa To Intervene In Strike At Sibanye Operations,secondary_keyword_only_review,https://www.engineeringnews.co.za/article/amcu-calls-on-ramaphosa-to-intervene-in-strike-at-sibanye-operations-2019-03-14,retrieved_extracted,,2019-03-14,628,710f05bda4321a979f06b82d8bd9457106db023f4ade4dc931cd201561d4b358,0,7,,0,strike;worker_miner;police;wage;union;protest_unrest,36,6,community;commission_inquiry,2,2,earnings_results,2,1,false,false,true,sibanye_context_without_case_anchor_review,Sibanye appears with labour/social context but no Marikana/Lonmin anchor; review before exclusion.,,,
SEC-MEDIA-0147,Engineering News,https://www.engineeringnews.co.za/article/amcu-ccma-talks-postponed-until-monday-2014-02-14,https://engineeringnews.co.za/article/amcu-ccma-talks-postponed-until-monday-2014-02-14,2014,Amcu Ccma Talks Postponed Until Monday,secondary_keyword_only_review,https://www.engineeringnews.co.za/article/amcu-ccma-talks-postponed-until-monday-2014-02-14,retrieved_extracted,,2014-02-14,392,58b41b4ff63e7cf18dacab3bac1485999bcd88d57a963f11fd538dbe099aa6ad,1,0,,0,worker_miner;union,7,2,commission_inquiry,1,1,earnings_results,2,1,false,false,true,possible_lonmin_substantive_context,Lonmin appears with labour/event/social/governance signals; direct substantive review is required.,,,
SEC-MEDIA-0148,Engineering News,https://www.engineeringnews.co.za/article/amcu-celebrates-workers-day-sends-signal-to-rivals-saying-politics-not-unions-business-2017-05-02,https://engineeringnews.co.za/article/amcu-celebrates-workers-day-sends-signal-to-rivals-saying-politics-not-unions-business-2017-05-02,2017,Amcu Celebrates Workers Day Sends Signal To Rivals Saying Politics Not Unions Business,secondary_keyword_only_review,https://www.engineeringnews.co.za/article/amcu-celebrates-workers-day-sends-signal-to-rivals-saying-politics-not-unions-business-2017-05-02,retrieved_extracted,,2017-05-02,998,eba3286a40d3cbb4e3f17a06c5130095afba0f86a3d3078c571380aaf1942ba9,0,0,,0,strike;worker_miner;wage;union;protest_unrest,48,5,housing,1,1,earnings_results;funding_debt,3,2,false,false,true,no_case_anchor,"Extracted article text contains no Marikana, Lonmin or Sibanye anchor.",,,
SEC-MEDIA-0149,Engineering News,https://www.engineeringnews.co.za/article/amcu-claims-substandard-safety-equipment-procedures-led-to-fatalities-at-implats-2016-01-27,https://engineeringnews.co.za/article/amcu-claims-substandard-safety-equipment-procedures-led-to-fatalities-at-implats-2016-01-27,2016,Amcu Claims Substandard Safety Equipment Procedures Led To Fatalities At Implats,secondary_keyword_only_review,https://www.engineeringnews.co.za/article/amcu-claims-substandard-safety-equipment-procedures-led-to-fatalities-at-implats-2016-01-27,retrieved_extracted,,2016-01-27,1246,0af21143342f9638b0e62fdc6ba107c0f34866b3b55c44c3a69c51e67f784940,0,0,,0,worker_miner;shooting_death;wage;union;protest_unrest,33,5,housing;justice_accountability,2,2,earnings_results;funding_debt;transaction;exploration_project,11,4,false,false,true,no_case_anchor,"Extracted article text contains no Marikana, Lonmin or Sibanye anchor.",,,
SEC-MEDIA-0150,Engineering News,https://www.engineeringnews.co.za/article/amcu-coal-gold-strike-not-approved-nedlac-2014-03-28,https://engineeringnews.co.za/article/amcu-coal-gold-strike-not-approved-nedlac-2014-03-28,2014,Amcu Coal Gold Strike Not Approved Nedlac,secondary_keyword_only_review,https://www.engineeringnews.co.za/article/amcu-coal-gold-strike-not-approved-nedlac-2014-03-28,retrieved_extracted,,2014-03-28,582,646304e2dc7c27e6ea89526dc95a761c759c38875a58ecb7a88d71c32ec6dc2f,1,0,,0,strike;worker_miner;wage;union;protest_unrest,23,5,commission_inquiry,1,1,earnings_results,2,1,false,false,true,possible_lonmin_substantive_context,Lonmin appears with labour/event/social/governance signals; direct substantive review is required.,,,
SEC-MEDIA-0151,Engineering News,https://www.engineeringnews.co.za/article/amcu-condemns-attacks-calls-for-revision-of-policies-2015-04-20,https://engineeringnews.co.za/article/amcu-condemns-attacks-calls-for-revision-of-policies-2015-04-20,2015,Amcu Condemns Attacks Calls For Revision Of Policies,secondary_keyword_only_review,https://www.engineeringnews.co.za/article/amcu-condemns-attacks-calls-for-revision-of-policies-2015-04-20,retrieved_extracted,,2015-04-20,585,2baad738c503baa3dd5f4f25f2287796ec51f49f8428f0c9b41dc0ae20cf77c6,0,0,,0,worker_miner;wage;union,8,3,community,1,1,earnings_results,2,1,false,false,true,no_case_anchor,"Extracted article text contains no Marikana, Lonmin or Sibanye anchor.",,,
SEC-MEDIA-0152,Engineering News,https://www.engineeringnews.co.za/article/amcu-considering-all-options-negotiator-2014-05-29,https://engineeringnews.co.za/article/amcu-considering-all-options-negotiator-2014-05-29,2014,Amcu Considering All Options Negotiator,secondary_keyword_only_review,https://www.engineeringnews.co.za/article/amcu-considering-all-options-negotiator-2014-05-29,retrieved_extracted,,2014-05-29,744,4db3dfd0288ebd3830c8bf13dde9be0a3bed26d981942694883c5015f3907f63,1,0,marikana,1,strike;worker_miner;wage;union,26,4,,0,0,earnings_results,2,1,false,false,true,strong_case_context_supported,Body contains a high-specificity Marikana case term reinforced by labour/event/social/governance context.,,,
SEC-MEDIA-0153,Engineering News,https://www.engineeringnews.co.za/article/amcu-cries-foul-2019-05-10,https://engineeringnews.co.za/article/amcu-cries-foul-2019-05-10,2019,Amcu Cries Foul,secondary_keyword_only_review,https://www.engineeringnews.co.za/article/amcu-cries-foul-2019-05-10,retrieved_extracted,,2019-05-10,266,c720aba17fa78b1ef7a4987b341682d4d662d137b980f591e44c2966b3dcd7ca,0,0,,0,,0,0,,0,0,earnings_results,2,1,false,false,true,no_case_anchor,"Extracted article text contains no Marikana, Lonmin or Sibanye anchor.",,,
SEC-MEDIA-0154,Engineering News,https://www.engineeringnews.co.za/article/amcu-declares-dispute-with-three-gold-mining-companies-2018-09-11,https://engineeringnews.co.za/article/amcu-declares-dispute-with-three-gold-mining-companies-2018-09-11,2018,Amcu Declares Dispute With Three Gold Mining Companies,secondary_keyword_only_review,https://www.engineeringnews.co.za/article/amcu-declares-dispute-with-three-gold-mining-companies-2018-09-11,retrieved_extracted,,2018-09-11,568,7bb9ded8f68cd2cfbdd6ef3c829a87e30645d52cc1f788c3aba9f481776521c7,0,1,,0,strike;worker_miner;wage;union,19,4,commission_inquiry,1,1,earnings_results,2,1,false,false,true,sibanye_context_without_case_anchor_review,Sibanye appears with labour/social context but no Marikana/Lonmin anchor; review before exclusion.,,,
SEC-MEDIA-0155,Engineering News,https://www.engineeringnews.co.za/article/amcu-decries-governments-failures-calls-for-south-africa-first-approach-2017-05-02,https://engineeringnews.co.za/article/amcu-decries-governments-failures-calls-for-south-africa-first-approach-2017-05-02,2017,Amcu Decries Governments Failures Calls For South Africa First Approach,secondary_keyword_only_review,https://www.engineeringnews.co.za/article/amcu-decries-governments-failures-calls-for-south-africa-first-approach-2017-05-02,retrieved_extracted,,2017-05-02,1014,a5a3abefe156739270589b789dde1d8131f3aead454c7fe79a99cb54d881f500,0,0,,0,worker_miner;shooting_death;wage;union,37,4,,0,0,earnings_results;production_output;funding_debt;transaction,7,4,false,false,true,no_case_anchor,"Extracted article text contains no Marikana, Lonmin or Sibanye anchor.",,,
SEC-MEDIA-0156,Engineering News,https://www.engineeringnews.co.za/article/amcu-delays-wider-mining-strike-until-judgment-2019-02-28,https://engineeringnews.co.za/article/amcu-delays-wider-mining-strike-until-judgment-2019-02-28,2019,Amcu Delays Wider Mining Strike Until Judgment,secondary_keyword_only_review,https://www.engineeringnews.co.za/article/amcu-delays-wider-mining-strike-until-judgment-2019-02-28,retrieved_extracted,,2019-02-28,545,8e9d2e86c558a99916721e9e37e808fdd63ad768ecd70fa73a8db78028d6380d,0,1,,0,strike;worker_miner;wage;union,15,4,,0,0,earnings_results;production_output,3,2,false,false,true,sibanye_context_without_case_anchor_review,Sibanye appears with labour/social context but no Marikana/Lonmin anchor; review before exclusion.,,,
SEC-MEDIA-0157,Engineering News,https://www.engineeringnews.co.za/article/amcu-demands-lily-mine-rescue-to-resume-2016-08-18,https://engineeringnews.co.za/article/amcu-demands-lily-mine-rescue-to-resume-2016-08-18,2016,Amcu Demands Lily Mine Rescue To Resume,secondary_keyword_only_review,https://www.engineeringnews.co.za/article/amcu-demands-lily-mine-rescue-to-resume-2016-08-18,retrieved_extracted,,2016-08-18,456,4cce09935430c6ec2248298d98d723f8d4fe7a7f7fcb63a9d5df3d09a6328ed0,0,0,,0,worker_miner;wage;union,9,3,,0,0,earnings_results;funding_debt;exploration_project,4,3,false,false,true,no_case_anchor,"Extracted article text contains no Marikana, Lonmin or Sibanye anchor.",,,
SEC-MEDIA-0158,Engineering News,https://www.engineeringnews.co.za/article/amcu-demands-summit-to-discuss-renewable-energy-jobs-2018-03-23,https://engineeringnews.co.za/article/amcu-demands-summit-to-discuss-renewable-energy-jobs-2018-03-23,2018,Amcu Demands Summit To Discuss Renewable Energy Jobs,secondary_keyword_only_review,https://www.engineeringnews.co.za/article/amcu-demands-summit-to-discuss-renewable-energy-jobs-2018-03-23,retrieved_extracted,,2018-03-23,566,42c522a4c21afae5a5ec705f8e480d0f8fe1495be11f00c2fd238c382b457575,0,0,,0,worker_miner;union,10,2,,0,0,earnings_results;production_output,3,2,false,false,true,no_case_anchor,"Extracted article text contains no Marikana, Lonmin or Sibanye anchor.",,,
SEC-MEDIA-0159,Engineering News,https://www.engineeringnews.co.za/article/amcu-demands-summit-to-discuss-renewable-energy-jobs-2018-04-06,https://engineeringnews.co.za/article/amcu-demands-summit-to-discuss-renewable-energy-jobs-2018-04-06,2018,Amcu Demands Summit To Discuss Renewable Energy Jobs,secondary_keyword_only_review,https://www.engineeringnews.co.za/article/amcu-demands-summit-to-discuss-renewable-energy-jobs-2018-04-06,retrieved_extracted,,2018-04-06,595,d31cd003a00778d3ffb68aace6de8e638eacb7d896fbec3a7685ff06dcecd494,0,0,,0,worker_miner;union,10,2,,0,0,earnings_results;production_output,3,2,false,false,true,no_case_anchor,"Extracted article text contains no Marikana, Lonmin or Sibanye anchor.",,,
SEC-MEDIA-0160,Engineering News,https://www.engineeringnews.co.za/article/amcu-denies-personal-vendetta-with-sibanye-ceo-2019-03-12,https://engineeringnews.co.za/article/amcu-denies-personal-vendetta-with-sibanye-ceo-2019-03-12,2019,Amcu Denies Personal Vendetta With Sibanye Ceo,secondary_keyword_only_review,https://www.engineeringnews.co.za/article/amcu-denies-personal-vendetta-with-sibanye-ceo-2019-03-12,retrieved_extracted,,2019-03-12,523,f85ad130739efe79a807593cd1e472aa841ed1fc6748e152547c8e56c590ce1a,0,7,,0,strike;worker_miner;police;shooting_death;wage;union,21,6,housing;community,2,2,earnings_results,2,1,false,false,true,sibanye_context_without_case_anchor_review,Sibanye appears with labour/social context but no Marikana/Lonmin anchor; review before exclusion.,,,
SEC-MEDIA-0161,Engineering News,https://www.engineeringnews.co.za/article/amcu-disagrees-with-sibanye-about-labour-verification-outcome-2019-04-09,https://engineeringnews.co.za/article/amcu-disagrees-with-sibanye-about-labour-verification-outcome-2019-04-09,2019,Amcu Disagrees With Sibanye About Labour Verification Outcome,secondary_keyword_only_review,https://www.engineeringnews.co.za/article/amcu-disagrees-with-sibanye-about-labour-verification-outcome-2019-04-09,retrieved_extracted,,2019-04-09,602,b3e6ce6b6dbcb591d0f0ee98b6b41c201ffd914fe4e5a8330a10f1bc0ae96825,0,9,,0,strike;worker_miner;wage;union,26,4,,0,0,earnings_results,4,1,false,false,true,sibanye_context_without_case_anchor_review,Sibanye appears with labour/social context but no Marikana/Lonmin anchor; review before exclusion.,,,
SEC-MEDIA-0162,Engineering News,https://www.engineeringnews.co.za/article/amcu-dismayed-at-mining-fatalities-2021-01-14,https://engineeringnews.co.za/article/amcu-dismayed-at-mining-fatalities-2021-01-14,2021,Amcu Dismayed At Mining Fatalities,secondary_keyword_only_review,https://www.engineeringnews.co.za/article/amcu-dismayed-at-mining-fatalities-2021-01-14,retrieved_extracted,,2021-01-14,421,a01e92f534a8cb5773375c82b166d9c34f4f2df86d2f07e43012b4b1dbe25a42,0,1,,0,worker_miner;shooting_death;union,11,3,,0,0,earnings_results;exploration_project,3,2,false,false,true,sibanye_context_without_case_anchor_review,Sibanye appears with labour/social context but no Marikana/Lonmin anchor; review before exclusion.,,,
SEC-MEDIA-0163,Engineering News,https://www.engineeringnews.co.za/article/amcu-expresses-concern-over-south-africas-proposed-transition-from-coal-based-resources-2021-11-09,https://engineeringnews.co.za/article/amcu-expresses-concern-over-south-africas-proposed-transition-from-coal-based-resources-2021-11-09,2021,Amcu Expresses Concern Over South Africas Proposed Transition From Coal Based Resources,secondary_keyword_only_review,https://www.engineeringnews.co.za/article/amcu-expresses-concern-over-south-africas-proposed-transition-from-coal-based-resources-2021-11-09,retrieved_extracted,,2021-11-09,585,50194626efc13be610ecfde6743359fa020a65abaacab96d03f1419438cee58e,0,0,,0,worker_miner;union,10,2,community,2,1,earnings_results;funding_debt,3,2,false,false,true,no_case_anchor,"Extracted article text contains no Marikana, Lonmin or Sibanye anchor.",,,
SEC-MEDIA-0164,Engineering News,https://www.engineeringnews.co.za/article/amcu-files-case-against-samancor-chrome-over-alleged-fraud-2019-10-02,https://engineeringnews.co.za/article/amcu-files-case-against-samancor-chrome-over-alleged-fraud-2019-10-02,2019,Amcu Files Case Against Samancor Chrome Over Alleged Fraud,secondary_keyword_only_review,https://www.engineeringnews.co.za/article/amcu-files-case-against-samancor-chrome-over-alleged-fraud-2019-10-02,retrieved_extracted,,2019-10-02,383,6c90f7cc760affa7a6b7a25a17f9f5f93bfb5e90001eccc98c3e98b41804205c,0,0,,0,worker_miner;union,7,2,,0,0,earnings_results,3,1,false,false,true,no_case_anchor,"Extracted article text contains no Marikana, Lonmin or Sibanye anchor.",,,
SEC-MEDIA-0165,Engineering News,https://www.engineeringnews.co.za/article/amcu-heads-to-court-to-fight-for-minimum-health-safety-standards-for-mineworkers-2020-04-28,https://engineeringnews.co.za/article/amcu-heads-to-court-to-fight-for-minimum-health-safety-standards-for-mineworkers-2020-04-28,2020,Amcu Heads To Court To Fight For Minimum Health Safety Standards For Mineworkers,secondary_keyword_only_review,https://www.engineeringnews.co.za/article/amcu-heads-to-court-to-fight-for-minimum-health-safety-standards-for-mineworkers-2020-04-28,retrieved_extracted,,2020-04-28,606,9709634f5d644ac898cfcaa78ad6a395ca8060e8684d28ca786a02c5317a0f85,0,0,,0,worker_miner;union,22,2,community,1,1,earnings_results;production_output,4,2,false,false,true,no_case_anchor,"Extracted article text contains no Marikana, Lonmin or Sibanye anchor.",,,
SEC-MEDIA-0166,Engineering News,https://www.engineeringnews.co.za/article/amcu-indicates-it-will-reject-com-collective-bargaining-proposal-2013-04-26,https://engineeringnews.co.za/article/amcu-indicates-it-will-reject-com-collective-bargaining-proposal-2013-04-26,2013,Amcu Indicates It Will Reject Com Collective Bargaining Proposal,secondary_keyword_only_review,https://www.engineeringnews.co.za/article/amcu-indicates-it-will-reject-com-collective-bargaining-proposal-2013-04-26,retrieved_extracted,,2013-04-26,561,2f4bda755f34c4ce48a58ca5174ef35ac0149dbb636201e1e3dabc39e695b6ff,0,0,,0,worker_miner;wage;union;protest_unrest,14,4,,0,0,earnings_results;commodity_market,3,2,false,false,true,no_case_anchor,"Extracted article text contains no Marikana, Lonmin or Sibanye anchor.",,,
SEC-MEDIA-0167,Engineering News,https://www.engineeringnews.co.za/article/amcu-knocking-on-door-at-northams-zondereinde-platinum-mine-2014-08-14,https://engineeringnews.co.za/article/amcu-knocking-on-door-at-northams-zondereinde-platinum-mine-2014-08-14,2014,Amcu Knocking On Door At Northams Zondereinde Platinum Mine,secondary_keyword_only_review,https://www.engineeringnews.co.za/article/amcu-knocking-on-door-at-northams-zondereinde-platinum-mine-2014-08-14,retrieved_extracted,,2014-08-14,1291,b82da6e6d4590ead9e9a34bc38a4b042022c39912eb617fbaf6edcb3d2eae649,0,0,,0,strike;worker_miner;wage;union,22,4,housing;justice_accountability,4,2,share_price;earnings_results;funding_debt;dividend_rights;exploration_project,21,5,false,false,true,no_case_anchor,"Extracted article text contains no Marikana, Lonmin or Sibanye anchor.",,,
SEC-MEDIA-0168,Engineering News,https://www.engineeringnews.co.za/article/amcu-knocking-on-door-at-northams-zondereinde-platinum-mine-2014-08-22,https://engineeringnews.co.za/article/amcu-knocking-on-door-at-northams-zondereinde-platinum-mine-2014-08-22,2014,Amcu Knocking On Door At Northams Zondereinde Platinum Mine,secondary_keyword_only_review,https://www.engineeringnews.co.za/article/amcu-knocking-on-door-at-northams-zondereinde-platinum-mine-2014-08-22,retrieved_extracted,,2014-08-22,1246,a27720b48190f9446c95c7b7334d4067627ef81be8c3eb96dfaa4115f0188b30,0,0,,0,strike;worker_miner;wage;union,22,4,housing;justice_accountability,4,2,share_price;earnings_results;funding_debt;dividend_rights;exploration_project,21,5,false,false,true,no_case_anchor,"Extracted article text contains no Marikana, Lonmin or Sibanye anchor.",,,
