record_id,title,year,publisher,url,stakeholder_group_proxy,stakeholder_confidence,stakeholder_method,stakeholder_score_government,stakeholder_score_investor,stakeholder_score_community,stakeholder_score_labour,stakeholder_score_NGO,stance_a_label,stance_a_score,stance_a_positive_sentences,stance_a_negative_sentences,stance_b_label,stance_b_score,stance_b_positive_sentences,stance_b_negative_sentences,draft_reconstructed_label,annotation_confidence,needs_review,review_reason,positive_cue_families,negative_cue_families
DISC-MEDIA-0374,Amnesty Condemns Lonmin Housing As Miner Sees More Spending Cuts,2016,Engineering News,https://www.engineeringnews.co.za/article/amnesty-condemns-lonmin-housing-as-miner-sees-more-spending-cuts-2016-08-15,investor,0.3472,dominant_voice_proxy,8.200,24.050,0.000,15.700,0.000,1,0.40547,5,3,0,-1.73205,0,3,,0.4275,true,stance_readings_disagree_or_low_margin,,
DISC-MEDIA-0607,Poverty Led To Marikana Tragedy Says Mahumapelo,2016,Engineering News,https://www.engineeringnews.co.za/article/poverty-led-to-marikana-tragedy-says-mahumapelo-2016-12-05,labour,0.1157,dominant_voice_proxy,0.700,1.050,5.350,6.050,0.000,1,0.00000,3,3,1,0.50402,5,3,,0.1008,true,stance_readings_disagree_or_low_margin,,
DISC-MEDIA-0225,Marikana Lonmin Defends Housing Plan,2016,Daily Maverick,https://www.dailymaverick.co.za/article/2016-12-13-marikana-lonmin-defends-housing-plan/,investor,0.6304,dominant_voice_proxy,11.750,48.300,17.850,17.100,0.000,1,0.47000,7,4,1,0.00000,3,3,,0.0940,true,stance_readings_disagree_or_low_margin,,
DISC-MEDIA-0604,Platinum Price Upturn Needed To Sustain Industry Lonmin,2017,Engineering News,https://www.engineeringnews.co.za/article/platinum-price-upturn-needed-to-sustain-industry-lonmin-2017-01-20,investor,0.8974,dominant_voice_proxy,1.400,13.650,0.350,0.000,0.000,0,-0.40547,1,2,1,0.00000,1,1,,0.0811,true,stance_readings_disagree_or_low_margin,,
DISC-MEDIA-0230,Groundup Marikana Cape Town Lawyer Calls For State To Expropriate Land,2017,Daily Maverick,https://www.dailymaverick.co.za/article/2017-02-13-groundup-marikana-cape-town-lawyer-calls-for-state-to-expropriate-land/,government,0.4734,dominant_voice_proxy,16.900,0.000,8.900,2.500,2.500,1,0.00000,3,3,0,-1.41421,0,2,,0.2828,true,stance_readings_disagree_or_low_margin,,
DISC-MEDIA-0404,Government Confirms Lawsuits From Marikana Victims Total Close To R12Bn,2017,Engineering News,https://www.engineeringnews.co.za/article/government-confirms-lawsuits-from-marikana-victims-total-close-to-r12bn-2017-03-15,government,0.9114,dominant_voice_proxy,11.850,0.350,1.050,0.000,0.000,0,-0.40547,3,5,0,-0.31784,2,3,,0.1447,true,stance_readings_disagree_or_low_margin,,
DISC-MEDIA-0541,Lonminshowcases Career Opportunities Beyond Mining To Youth,2017,Engineering News,https://www.engineeringnews.co.za/article/lonminshowcases-career-opportunities-beyond-mining-to-youth-2017-06-30,investor,0.1183,dominant_voice_proxy,2.850,8.450,7.450,0.350,0.000,0,-0.22314,3,4,1,0.00000,2,2,,0.0446,true,stance_readings_disagree_or_low_margin,,
DISC-MEDIA-0657,Solidarity Concerned Over Loss Of Recognition At Lonmin,2017,Engineering News,https://www.engineeringnews.co.za/article/solidarity-concerned-over-loss-of-recognition-at-lonmin-2017-08-07,investor,0.1463,dominant_voice_proxy,0.000,6.150,0.000,5.250,0.000,0,-1.09861,0,2,1,0.00000,0,0,,0.2197,true,stance_readings_disagree_or_low_margin,,
DISC-MEDIA-0241,Anc Leadership Race Dlamini Zumas Incredible Marikana Misstep,2017,Daily Maverick,https://www.dailymaverick.co.za/article/2017-08-24-anc-leadership-race-dlamini-zumas-incredible-marikana-misstep/,community,0.0000,dominant_voice_proxy,0.700,0.350,0.700,0.000,0.000,0,-1.60944,0,4,0,-1.73205,0,3,0,0.6683,true,stakeholder_voice_low_confidence,,
DISC-MEDIA-0242,Groundup Marikana Lonmins Dodgy Housing Record,2017,Daily Maverick,https://www.dailymaverick.co.za/article/2017-09-04-groundup-marikana-lonmins-dodgy-housing-record/,investor,0.4814,dominant_voice_proxy,15.300,29.500,3.900,8.100,0.350,1,1.01160,10,3,0,-1.73205,0,3,,0.5487,true,stance_readings_disagree_or_low_margin,,
DISC-MEDIA-0243,Groundup Facts And Myths About The Judgment On The Marikana Informal Settlement In Philippi,2017,Daily Maverick,https://www.dailymaverick.co.za/article/2017-09-06-groundup-facts-and-myths-about-the-judgment-on-the-marikana-informal-settlement-in-philippi/,community,0.5000,dominant_voice_proxy,1.050,0.000,2.100,0.000,0.000,1,1.68900,11,6,0,-0.41421,1,2,,0.4206,true,stance_readings_disagree_or_low_margin,settlement,
DISC-MEDIA-0248,Groundup Police Dont Listen To Us Marikana Residents Tell Fikile Mbalula,2017,Daily Maverick,https://www.dailymaverick.co.za/article/2017-10-04-groundup-police-dont-listen-to-us-marikana-residents-tell-fikile-mbalula/,government,0.4647,dominant_voice_proxy,38.200,0.000,20.450,0.000,0.000,1,0.33647,6,4,0,-1.41421,0,2,,0.3501,true,stance_readings_disagree_or_low_margin,,
DISC-MEDIA-0250,Cape Town Paying The Price To Live In Marikana,2017,Daily Maverick,https://www.dailymaverick.co.za/article/2017-10-06-cape-town-paying-the-price-to-live-in-marikana/,government,0.0299,dominant_voice_proxy,11.700,0.000,11.350,0.000,0.000,0,-1.29928,2,10,0,-2.64575,0,7,0,0.7890,true,stakeholder_voice_low_confidence,,
DISC-MEDIA-0660,Solidarity Requests Labour Court To Review Lonmins Withdrawal Of Solidaritys Rights Recognition,2017,Engineering News,https://www.engineeringnews.co.za/article/solidarity-requests-labour-court-to-review-lonmins-withdrawal-of-solidaritys-rights-recognition-2017-10-24,labour,0.0397,dominant_voice_proxy,2.500,18.150,0.000,18.900,0.000,0,-0.18232,4,5,0,-0.73205,1,3,0,0.1829,true,stakeholder_voice_low_confidence,,
DISC-MEDIA-0619,Retention Of Jobs Critical Following Sibanye Lonmin Deal Zwane,2017,Engineering News,https://www.engineeringnews.co.za/article/retention-of-jobs-critical-following-sibanye-lonmin-deal-zwane-2017-12-15,investor,0.8195,dominant_voice_proxy,2.500,13.850,0.000,0.000,0.000,1,0.00000,0,0,1,0.00000,0,0,,0.0000,true,stance_readings_disagree_or_low_margin,,
DISC-MEDIA-0383,Britains Competition Watchdog To Look Into Sibanye Lonmin Deal,2018,Engineering News,https://www.engineeringnews.co.za/article/britains-competition-watchdog-to-look-into-sibanye-lonmin-deal-2018-05-15,investor,0.9459,dominant_voice_proxy,2.500,46.250,0.000,2.500,0.000,1,0.00000,1,1,0,-1.41421,0,2,,0.2828,true,stance_readings_disagree_or_low_margin,,
DISC-MEDIA-0391,Competition Watchdog Imposes Conditions On Sibanye Lonmin Deal,2018,Engineering News,https://www.engineeringnews.co.za/article/competition-watchdog-imposes-conditions-on-sibanye-lonmin-deal-2018-09-18,investor,0.7299,dominant_voice_proxy,6.050,22.400,0.700,0.000,0.000,1,0.00000,0,0,1,0.00000,0,0,,0.0000,true,stance_readings_disagree_or_low_margin,,
DISC-MEDIA-0348,Marikana The Axe Forgets But The Tree Remembers,2018,Daily Maverick,https://www.dailymaverick.co.za/opinionista/2018-11-07-marikana-the-axe-forgets-but-the-tree-remembers/,government,0.9449,dominant_voice_proxy,12.700,0.350,0.700,0.000,0.000,1,0.69315,1,0,1,0.00000,0,0,,0.1386,true,stance_readings_disagree_or_low_margin,,
DISC-MEDIA-0533,Lonmins Biggest Union Wants Sibanye Deal Stopped Over Job Cuts,2018,Engineering News,https://www.engineeringnews.co.za/article/lonmins-biggest-union-wants-sibanye-deal-stopped-over-job-cuts-2018-11-13,investor,0.4878,dominant_voice_proxy,0.350,22.550,0.000,11.550,0.000,1,0.69315,1,0,1,0.00000,0,0,,0.1386,true,stance_readings_disagree_or_low_margin,,
DISC-MEDIA-0476,Lonmin Plans To Cut 4 100 Workers As It Closes Platinum Mines,2019,Engineering News,https://www.engineeringnews.co.za/article/lonmin-plans-to-cut-4-100-workers-as-it-closes-platinum-mines-2019-05-21,investor,0.5357,dominant_voice_proxy,0.000,12.600,0.000,5.850,0.000,1,0.00000,0,0,0,-1.00000,0,1,,0.2000,true,stance_readings_disagree_or_low_margin,,
SEC-MEDIA-0125,After Ma Spree Sibanye Is Now The Worlds Largest Platinum Miner,2019,Engineering News,https://www.engineeringnews.co.za/article/after-ma-spree-sibanye-is-now-the-worlds-largest-platinum-miner-2019-05-30,investor,0.9903,dominant_voice_proxy,0.000,36.050,0.000,0.350,0.000,1,0.69315,1,0,1,0.00000,0,0,,0.1386,true,stance_readings_disagree_or_low_margin,,
SEC-MEDIA-0213,Amcu Seeks Basic Wage Of R17 000 For Members In Platinum Sector,2019,Engineering News,https://www.engineeringnews.co.za/article/amcu-seeks-basic-wage-of-r17-000-for-members-in-platinum-sector-2019-06-14,labour,0.6331,dominant_voice_proxy,0.350,16.400,0.000,44.700,0.000,1,0.00000,1,1,0,-0.73205,1,3,,0.1464,true,stance_readings_disagree_or_low_margin,,
SEC-MEDIA-0478,Platinum Giants Eye Sibanyes Gold Mining Deal As Wage Yardstick,2019,Engineering News,https://www.engineeringnews.co.za/article/platinum-giants-eye-sibanyes-gold-mining-deal-as-wage-yardstick-2019-07-18,labour,0.0193,dominant_voice_proxy,0.000,17.800,0.000,18.150,0.000,1,0.40547,8,5,0,-2.64575,0,7,,0.6102,true,stance_readings_disagree_or_low_margin,,
DISC-MEDIA-0263,Its A Done Deal Sibanye Tells Mining Communities Challenging R5Bn Lonmin Merger,2019,Daily Maverick,https://www.dailymaverick.co.za/article/2019-08-05-its-a-done-deal-sibanye-tells-mining-communities-challenging-r5bn-lonmin-merger/,investor,0.8410,dominant_voice_proxy,8.550,64.800,10.300,5.350,0.000,1,0.81093,8,3,0,-1.41421,0,2,,0.4450,true,stance_readings_disagree_or_low_margin,,
DISC-MEDIA-0350,As We Commemorate Marikana Reconciliation Should Be Our Priority,2019,Daily Maverick,https://www.dailymaverick.co.za/opinionista/2019-08-15-as-we-commemorate-marikana-reconciliation-should-be-our-priority/,labour,0.1429,dominant_voice_proxy,1.050,0.350,2.100,2.450,0.000,0,-0.18232,4,5,1,2.00402,5,3,,0.4373,true,stance_readings_disagree_or_low_margin,(?:healing|renewal|reconciliation|remediation|redress|compensation|restorative),
DISC-MEDIA-0265,Marikana The Seven Year Struggle,2019,Daily Maverick,https://www.dailymaverick.co.za/article/2019-08-17-marikana-the-seven-year-struggle/,community,0.0000,dominant_voice_proxy,0.350,2.500,2.850,2.850,0.000,0,-0.69315,0,1,0,-1.00000,0,1,0,0.3386,true,stakeholder_voice_low_confidence,,
DISC-MEDIA-0654,Sibanyes Marikana Restructuring Good In The Long Run Say Market Commentators,2019,Engineering News,https://www.engineeringnews.co.za/article/sibanyes-marikana-restructuring-good-in-the-long-run-say-market-commentators-2019-09-26,investor,0.8333,dominant_voice_proxy,0.000,4.200,0.350,0.700,0.000,0,-0.69315,0,1,1,0.00000,0,0,,0.1386,true,stance_readings_disagree_or_low_margin,,
DISC-MEDIA-0628,Sanco Wants Government To Intervene To Halt Looming Job Cut In Marikana,2019,Engineering News,https://www.engineeringnews.co.za/article/sanco-wants-government-to-intervene-to-halt-looming-job-cut-in-marikana-2019-09-27,investor,0.0244,dominant_voice_proxy,8.000,8.200,5.000,0.000,0.000,0,-0.51083,2,4,0,-0.31784,2,3,,0.1657,true,stance_readings_disagree_or_low_margin,,
SEC-MEDIA-0197,Amcu Refers Platinum Wage Talks With Sibanye To Ccma,2019,Engineering News,https://www.engineeringnews.co.za/article/amcu-refers-platinum-wage-talks-with-sibanye-to-ccma-2019-10-01,labour,0.2612,dominant_voice_proxy,0.350,9.050,0.000,12.250,0.000,1,0.69315,1,0,1,0.00000,0,0,,0.1386,true,stance_readings_disagree_or_low_margin,,
DISC-MEDIA-0401,Former Top Cop Back In The Dock Over Shooting Of 30 Mine Workers At Marikana,2019,Engineering News,https://www.engineeringnews.co.za/article/former-top-cop-back-in-the-dock-over-shooting-of-30-mine-workers-at-marikana-2019-10-29,government,0.0471,dominant_voice_proxy,4.250,2.850,0.000,4.050,0.000,0,-2.94176,0,5,0,-3.50000,0,4,0,1.0000,true,stakeholder_voice_low_confidence,,(?:massacre|killings?|shootings?|deaths?|torture) | shoot(?:ing|ings)?
DISC-MEDIA-0271,Marikana Occupiers Reach Landmark Agreement With Property Owners,2020,Daily Maverick,https://www.dailymaverick.co.za/article/2020-03-08-marikana-occupiers-reach-landmark-agreement-with-property-owners/,government,0.3772,dominant_voice_proxy,5.700,0.000,3.550,0.000,3.200,1,0.89869,6,8,0,-1.03528,2,6,,0.3868,true,stance_readings_disagree_or_low_margin,agreement,
DISC-MEDIA-0354,Marikana The Long Wait For Truth Justice And Compensation,2020,Daily Maverick,https://www.dailymaverick.co.za/opinionista/2020-08-14-marikana-the-long-wait-for-truth-justice-and-compensation/,government,0.8571,dominant_voice_proxy,7.350,1.050,0.350,1.050,0.000,1,0.45685,2,5,1,0.26393,1,5,,0.1442,true,stance_readings_disagree_or_low_margin,(?:healing|renewal|reconciliation|remediation|redress|compensation|restorative) | compensation,
DISC-MEDIA-0275,Remembering Marikana Dali Mpofu Demands An Apology And Compensation By 31 August,2020,Daily Maverick,https://www.dailymaverick.co.za/article/2020-08-17-remembering-marikana-dali-mpofu-demands-an-apology-and-compensation-by-31-august/,labour,0.0428,dominant_voice_proxy,15.650,6.400,3.550,16.350,2.500,0,-0.07378,4,16,1,0.03590,4,12,,0.0219,true,stance_readings_disagree_or_low_margin,(?:healing|renewal|reconciliation|remediation|redress|compensation|restorative) | compensation,
DISC-MEDIA-0278,The Missing R617 Million Can The Bapo Ba Mogale Retrieve Their Stolen Funds,2020,Daily Maverick,https://www.dailymaverick.co.za/article/2020-08-21-the-missing-r617-million-can-the-bapo-ba-mogale-retrieve-their-stolen-funds/,community,0.4822,dominant_voice_proxy,8.200,13.850,26.750,0.350,0.000,1,0.00000,5,5,0,-0.31784,2,3,,0.0636,true,stance_readings_disagree_or_low_margin,,
DISC-MEDIA-0281,Residents Left To Pick Up The Pieces Following Devastating Fire In Cato Manors Marikana,2021,Daily Maverick,https://www.dailymaverick.co.za/article/2021-04-30-residents-left-to-pick-up-the-pieces-following-devastating-fire-in-cato-manors-marikana/,community,0.9613,dominant_voice_proxy,0.350,0.000,9.050,0.350,0.000,1,0.51083,4,2,0,-1.00000,0,1,,0.3022,true,stance_readings_disagree_or_low_margin,,
DISC-MEDIA-0577,Marikana Trial Provoked Miners Posed No Threat When Tear Gas Stun Grenades Were Fired At Them,2021,Engineering News,https://www.engineeringnews.co.za/article/marikana-trial-provoked-miners-posed-no-threat-when-tear-gas-stun-grenades-were-fired-at-them-2021-05-27,government,0.7941,dominant_voice_proxy,8.500,1.050,0.000,1.750,0.000,1,0.00000,2,2,0,-1.00000,0,1,,0.2000,true,stance_readings_disagree_or_low_margin,,
DISC-MEDIA-0357,I Heard The Machine Gun Fire Sound Of Police Shooting Down The Mineworkers In Marikana How Did We Come To This,2021,Daily Maverick,https://www.dailymaverick.co.za/opinionista/2021-08-18-i-heard-the-machine-gun-fire-sound-of-police-shooting-down-the-mineworkers-in-marikana-how-did-we-come-to-this/,labour,0.0864,dominant_voice_proxy,3.700,0.000,0.700,4.050,0.000,0,-2.24861,0,2,0,-2.91421,0,2,0,1.0000,true,stakeholder_voice_low_confidence,,(?:massacre|killings?|shootings?|deaths?|torture) | shoot(?:ing|ings)?
DISC-MEDIA-0358,We Remember Marikana Will The Government And President Ramaphosa Also Remember The Massacre 10 Years Later,2022,Daily Maverick,https://www.dailymaverick.co.za/opinionista/2022-02-22-we-remember-marikana-will-the-government-and-president-ramaphosa-also-remember-the-massacre-10-years-later/,government,0.0448,dominant_voice_proxy,3.350,0.700,3.200,1.050,0.000,0,-3.34722,0,8,0,-4.14575,0,7,0,1.0000,true,stakeholder_voice_low_confidence,,(?:massacre|killings?|shootings?|deaths?|torture) | massacre
DISC-MEDIA-0290,Marikana Informal Settlement Families Still In Land Limbo Five Years After Landmark Ruling,2022,Daily Maverick,https://www.dailymaverick.co.za/article/2022-06-23-marikana-informal-settlement-families-still-in-land-limbo-five-years-after-landmark-ruling/,community,0.7444,dominant_voice_proxy,0.000,0.350,11.150,0.000,2.850,1,1.66083,4,2,0,-1.41421,0,2,,0.6150,true,stance_readings_disagree_or_low_margin,settlement,
DISC-MEDIA-0292,All Marikana Reparations Must Be Settled By End Of August Solicitor General,2022,Daily Maverick,https://www.dailymaverick.co.za/article/2022-08-10-all-marikana-reparations-must-be-settled-by-end-of-august-solicitor-general/,government,0.9483,dominant_voice_proxy,13.550,0.700,0.350,0.000,0.700,1,0.69315,5,2,1,0.00000,2,2,,0.1386,true,stance_readings_disagree_or_low_margin,,
DISC-MEDIA-0599,Outstanding Marikana Matters Set For Completion By Month End,2022,Engineering News,https://www.engineeringnews.co.za/article/outstanding-marikana-matters-set-for-completion-by-month-end-2022-08-10,government,0.8593,dominant_voice_proxy,9.950,1.400,0.000,0.350,0.000,1,0.28768,3,2,0,-1.41421,0,2,,0.3404,true,stance_readings_disagree_or_low_margin,,
DISC-MEDIA-0360,Lets Never Forget The Marikana Massacre And Start The Daunting Task Of Building A Social Pact,2022,Daily Maverick,https://www.dailymaverick.co.za/opinionista/2022-08-18-lets-never-forget-the-marikana-massacre-and-start-the-daunting-task-of-building-a-social-pact/,community,0.1000,dominant_voice_proxy,3.150,1.050,3.500,1.750,0.000,0,-1.96093,3,8,0,-1.81784,2,3,0,0.7558,true,stakeholder_voice_low_confidence,,(?:massacre|killings?|shootings?|deaths?|torture) | massacre
DISC-MEDIA-0302,Marikana Rights Defender Christinah Mdau Leads Fight Against Mine,2023,Daily Maverick,https://www.dailymaverick.co.za/article/2023-08-04-marikana-rights-defender-christinah-mdau-leads-fight-against-mine/,community,0.8250,dominant_voice_proxy,1.050,0.350,6.000,0.000,0.000,0,-1.09861,0,2,1,0.00000,1,1,,0.2197,true,stance_readings_disagree_or_low_margin,,
DISC-MEDIA-0568,Marikana Memorial Lecture Speakers Issue Call To Rebuild,2023,Engineering News,https://www.engineeringnews.co.za/article/marikana-memorial-lecture-speakers-issue-call-to-rebuild-2023-08-14,investor,0.2347,dominant_voice_proxy,5.700,10.650,8.150,5.000,0.000,1,0.18232,5,4,1,0.23607,5,4,,0.0837,true,stance_readings_disagree_or_low_margin,,
