record_id,title,year,publisher,url,execution_recovery_status,execution_extraction_method,execution_words,execution_text_sha256,final_url,error,frozen_provenance_text_sha256,frozen_provenance_text_words
EXP-MEDIA-053,What's mine is mine: How the Bapo Ba Mogale got robbed of R800 million,2016,Daily Maverick,https://www.dailymaverick.co.za/article/2016-10-26-whats-mine-is-mine-how-the-bapo-ba-mogale-got-robbed-of-r800-million/,retrieved_extracted,trafilatura,3707,fd6d91dcb4b0fc392aae2c295e1ec4b5a621f738413d29ab3dfd148fa8eb59ed,https://www.dailymaverick.co.za/article/2016-10-26-whats-mine-is-mine-how-the-bapo-ba-mogale-got-robbed-of-r800-million/,,1b956cb1027d78cc31571716f1edd38df16958a1ff0af5e5f7417e72a139054d,3707
EXP-MEDIA-054,Marikana Massacre: Police absolve 87 of their own,2017,Daily Maverick,https://www.dailymaverick.co.za/article/2017-03-15-marikana-massacre-police-absolve-87-of-their-own/,retrieved_extracted,trafilatura,1103,55f63bce39dc4bae04128328532f9d65a2298d2182df8fb9d2f5e663bacc2277,https://www.dailymaverick.co.za/article/2017-03-15-marikana-massacre-police-absolve-87-of-their-own/,,6783bb29d75e2c9c4910ee6daba0965996b6b4bf172ba3e2696a8a6f6ecc9c8f,1103
EXP-MEDIA-055,"Marikana Massacre: 'He is fine, let him die'",2017,Daily Maverick,https://www.dailymaverick.co.za/article/2017-03-20-marikana-massacre-he-is-fine-let-him-die/,retrieved_extracted,trafilatura,1362,33d576dfd271d1da6b4b2061ab4d8bb85d8d65c310a1a63badc06be6808c9c4b,https://www.dailymaverick.co.za/article/2017-03-20-marikana-massacre-he-is-fine-let-him-die/,,9d912013d21925bb2185899c422d707ce1603f28416115e57f40dfd8ef712a01,1362
EXP-MEDIA-056,Will there ever be accountability for the Marikana Massacre?,2018,Daily Maverick,https://www.dailymaverick.co.za/article/2018-06-15-will-there-ever-be-accountability-for-the-marikana-massacre/,retrieved_extracted,trafilatura,911,43290c8c05f39e2da5d47dbe5939195623af698ddbf0de774ef8c1f4b7aa1efa,https://www.dailymaverick.co.za/article/2018-06-15-will-there-ever-be-accountability-for-the-marikana-massacre/,,1d6c963955a0e40aa2a0cc8befbe7084770bc48844dfd90531626e3bff03b596,911
EXP-MEDIA-057,The legacy of Marikana: Accountability urgent to prevent another atrocity,2018,Daily Maverick,https://www.dailymaverick.co.za/article/2018-08-15-the-legacy-of-marikana-accountability-urgent-to-prevent-another-atrocity/,retrieved_extracted,trafilatura,1290,7756ade416d7615d2aee59262adeae0f9b5adab9c037f4abb89fcc4833f4c8af,https://www.dailymaverick.co.za/article/2018-08-15-the-legacy-of-marikana-accountability-urgent-to-prevent-another-atrocity/,,8684828da74611d944c3e07478e13fcbd064e45469bfb068908b8ff77b7ab8f7,1290
EXP-MEDIA-058,"Marikana Massacre – IPID investigates massacred miners' deaths, and SAPS' lies, without the promised funding",2018,Daily Maverick,https://www.dailymaverick.co.za/article/2018-08-30-marikana-massacre-ipid-investigates-massacred-miners-deaths-and-saps-lies-without-the-promised-funding/,retrieved_extracted,trafilatura,785,67a33d170b0f63bd86eaa008124b58a1ed7dd28fc062bf184aaaf4ed83e7b825,https://www.dailymaverick.co.za/article/2018-08-30-marikana-massacre-ipid-investigates-massacred-miners-deaths-and-saps-lies-without-the-promised-funding/,,229a6561301004068ed6d383c27ac80480c9dfce4e54a97e540cdc51d0458be9,785
EXP-MEDIA-059,SA still waiting for action on Farlam Commission findings,2019,Daily Maverick,https://www.dailymaverick.co.za/article/2019-08-16-sa-still-waiting-for-action-on-farlam-commission-findings/,retrieved_extracted,trafilatura,1073,d2183e51c156c3db9feccf6e7ebdb862854152b394ebb4518c2f3ba103881779,https://www.dailymaverick.co.za/article/2019-08-16-sa-still-waiting-for-action-on-farlam-commission-findings/,,82df3a9d1d0c2c7e95456c17a99478bbfd21dfc8ed7bf9366517081d967d7216,1073
EXP-MEDIA-062,Sibanye settles Marikana streaming deal,2020,Engineering News,https://www.engineeringnews.co.za/article/sibanye-settles-marikana-streaming-deal-2020-03-04,retrieved_extracted,trafilatura,554,6488d18febf7d889e20702030d9cd13253adfe737da4feccae46937913aa4fee,https://www.engineeringnews.co.za/article/sibanye-settles-marikana-streaming-deal-2020-03-04,,c9b54e239369ebf4951780ab80e8a00cbaab178af58809cf81167ea620f4fc8a,552
EXP-MEDIA-064,Sibanye-Stillwater hoists first tons from R4bn 4 000-job K4 platinum project,2022,Engineering News,https://www.engineeringnews.co.za/article/first-tons-hoisted-at-marikanas-top-tier-4-000-job-k4-platinum-project-2022-05-16,retrieved_extracted,trafilatura,809,8dd1984752876434adf2f554091331e1e8f9063bdd80c4e5940eb1b54fcf5bda,https://www.engineeringnews.co.za/article/first-tons-hoisted-at-marikanas-top-tier-4-000-job-k4-platinum-project-2022-05-16,,5085f22ee215e49ee5ba75d7f707ca3cd5404e3fd1c8385af20cacba25bcaddc,807
EXP-MEDIA-065,"Sibanye reaches wage agreement with NUM, UASA, but AMCU holds out",2022,Engineering News,https://www.engineeringnews.co.za/article/sibanye-reaches-wage-agreement-with-num-uasa-but-amcu-holds-out-2022-09-30,retrieved_extracted,trafilatura,636,ad28b7d2ccb0529843f7f58650154a89d3389447e323dd561a5be842c1c8cf37,https://www.engineeringnews.co.za/article/sibanye-reaches-wage-agreement-with-num-uasa-but-amcu-holds-out-2022-09-30,,939fea0d221a7f85412c49fab0314c8a872c12488c650c79944184e43a712e97,634
EXP-MEDIA-068,More than 4 000 jobs on the line as Sibanye considers future of four South African PGM shafts,2023,Engineering News,https://www.engineeringnews.co.za/article/more-than-4-000-jobs-on-the-line-as-sibanye-considers-future-of-four-south-african-pgm-shafts-2023-10-25,retrieved_extracted,trafilatura,994,9c0d5305c0207117d9e94d3bad418771200d28ce5f0c33638dd2f38c151bd686,https://www.engineeringnews.co.za/article/more-than-4-000-jobs-on-the-line-as-sibanye-considers-future-of-four-south-african-pgm-shafts-2023-10-25,,a9e066556c7e491531c104942b635bd16ca6d442517445e04088b00c21e6828e,992
EXP-MEDIA-069,"For the platinum Industry, Marikana was a ‘Mechanisation Moment’",2019,Daily Maverick,https://www.dailymaverick.co.za/article/2019-08-16-for-the-platinum-industry-marikana-was-a-mechanisation-moment/,retrieved_extracted,trafilatura,1175,99078126663743e9e6c03a8e7635a2ee465395e3987ba39d7c62af12f333eca2,https://www.dailymaverick.co.za/article/2019-08-16-for-the-platinum-industry-marikana-was-a-mechanisation-moment/,,154cd65fadc9cdd8902962f40dba2aa5b55890b0a3177e37debfd665021f0118,1175
EXP-MEDIA-070,How the twilight of South Africa’s migrant labour system spawned a social apocalypse,2022,Daily Maverick,https://www.dailymaverick.co.za/article/2022-11-27-how-the-twilight-of-sas-migrant-labour-system-spawned-a-social-apocalypse/,retrieved_extracted,trafilatura,4078,408beb7bbc3a2328c5916e049bb96e5e09c7d2dec2c6c620081aa9b7679ca465,https://www.dailymaverick.co.za/article/2022-11-27-how-the-twilight-of-sas-migrant-labour-system-spawned-a-social-apocalypse/,,cc37721a52a26a08a08d796f7f65cec805a80b1d17cb8e0fcdb366ccb45b903f,4078
EXP-MEDIA-071,Cooling of labour militancy in SA’s mines mirrors decline of migrant labour system,2022,Daily Maverick,https://www.dailymaverick.co.za/article/2022-11-28-cooling-of-labour-militancy-in-sas-mines-mirrors-decline-of-migrant-labour-system/,retrieved_extracted,trafilatura,1245,05f2878d2b20b4ce5376b29d6d59559b73ffd4803409ed65f527d858fd40dd0b,https://www.dailymaverick.co.za/article/2022-11-28-cooling-of-labour-militancy-in-sas-mines-mirrors-decline-of-migrant-labour-system/,,5fbfa06e0750244b8c77cc0eed13427cbfa9cbf10197f39c8f76a16312c6eae2,1245
SAT-EARLY-MEDIA-001,Lonmin inks landmark BEE deals with traditional community,2014,Mining Weekly,https://www.miningweekly.com/article/lonmin-inks-landmark-bee-deals-with-traditional-community-2014-07-30,retrieved_extracted,trafilatura,1140,fc11007861699253489423afb813523928aa0d73308bf07e39fabcda65eb388f,https://www.miningweekly.com/article/lonmin-inks-landmark-bee-deals-with-traditional-community-2014-07-30,,398fdbc3d30e17949e584a1c9ca01e3da5cbdeb8944d8bb683886574be20eb22,1142
SAT-EARLY-MEDIA-002,Missing millions from Lonmin fund prompts community pay reform,2016,Mining Weekly / Bloomberg,https://www.miningweekly.com/article/missing-millions-from-lonmin-fund-prompts-community-pay-reform-2016-08-04,retrieved_extracted,trafilatura,737,78f2ecbeb6b301a9621ecb012046d8165cfffd9247a53fe8b604145ce61d386d,https://www.miningweekly.com/article/missing-millions-from-lonmin-fund-prompts-community-pay-reform-2016-08-04,,7b2cc1e43fc04299a0c305d1c9a1e55425622e4c6a44659d22e7bc1cca6dfe61,739
SAT-EARLY-MEDIA-005,Bapo cancel protest march against Lonmin after reaching new employment deal,2015,Mining Weekly / African News Agency,https://www.miningweekly.com/article/bapo-cancel-protest-march-against-lonmin-after-reaching-new-employment-deal-2015-06-17,retrieved_extracted,trafilatura,685,4033ab0f65f7616fe851b36cd763941795c74d5acda5f08f24fb0ad8e324c54f,https://www.miningweekly.com/article/bapo-cancel-protest-march-against-lonmin-after-reaching-new-employment-deal-2015-06-17,,15f62bdf86d15345069aafcb00393024b2e42e5da092672c5478b1572b817a99,687
SAT-EARLY-MEDIA-006,Power shift in unions could mean a difficult time ahead in SA platinum belt,2013,Mining Weekly,https://www.miningweekly.com/article/power-shift-in-unions-could-mean-a-difficult-time-ahead-in-sa-platinum-belt-2013-06-28,retrieved_extracted,trafilatura,1394,d4d5acdaee305101073ec839ff861f8bd241af6dc8d3192bf494a26cc9defed0,https://www.miningweekly.com/article/power-shift-in-unions-could-mean-a-difficult-time-ahead-in-sa-platinum-belt-2013-06-28,,d076c4018feeaa17839702269d3a3516197e36a42a3eb2dcd42f1ec73e0884bb,1396
SAT-EARLY-MEDIA-007,Lonmin artisan college forging ahead despite 2012 setbacks,2013,Mining Weekly,https://www.miningweekly.com/article/lonmin-artisan-college-forging-ahead-despite-2012-setbacks-2013-03-05,retrieved_extracted,trafilatura,752,24f8d6630b6665065c381f4997728dac340b31e4f35c314f8e975d4cfbee3ab6,https://www.miningweekly.com/article/lonmin-artisan-college-forging-ahead-despite-2012-setbacks-2013-03-05,,a4e4f613f2bfe871abf154fafe0c20eeba1893e499d8001801e31078e70c1c59,754
SAT-EARLY-MEDIA-008,HONOURING AGREEMENTS,2013,Mining Weekly,https://www.miningweekly.com/article/honouring-agreements-2013-03-15,retrieved_extracted,trafilatura,431,15f9f673a08e890179a41525146b386c5a4aa80c639d1829d3456b8057fe6dc4,https://www.miningweekly.com/article/honouring-agreements-2013-03-15,,420d424939370ef22cc1f85f72c667bf0ebe2507deb2cf02245b029430589512,433
SAT-EARLY-MEDIA-011,"Marikana: NPA drops 'common purpose' charges, but critical questions remain",2012,Daily Maverick,https://www.dailymaverick.co.za/article/2012-09-03-marikana-npa-drops-common-purpose-charges-but-critical-questions-remain/,retrieved_extracted,trafilatura,2239,4e6925580d5d1dd49223cdf984d2f6cf00b425046980802a2b50a2394f3ee9f6,https://www.dailymaverick.co.za/article/2012-09-03-marikana-npa-drops-common-purpose-charges-but-critical-questions-remain/,,a827f850c75a626e21c8b32dfb22450141e36e6935f7ccd09bf44c45c5c1b257,2239
SAT-EARLY-MEDIA-012,A tale of two worlds - Sun City and Marikana,2012,Daily Maverick,https://www.dailymaverick.co.za/article/2012-09-03-a-tale-of-two-worlds-sun-city-and-marikana/,retrieved_extracted,trafilatura,819,4a9129016d05a5f47ae7c8387ba0d1173ba8fd005ccbb3a25253f11b14f4c5c8,https://www.dailymaverick.co.za/article/2012-09-03-a-tale-of-two-worlds-sun-city-and-marikana/,,ac2a67850d3a8175140e0ba6032ec7aeafdac92dcf53075b8a3c13ab95ec87d6,819
SAT-EARLY-MEDIA-015,NUM Lonmin chairperson shot dead in Marikana,2013,Engineering News / Reuters,https://www.engineeringnews.co.za/article/num-lonmin-chairperson-shot-dead-in-marikana-2013-10-18,retrieved_extracted,trafilatura,593,567de48c7054daecac4aab8beec77efcde806a62f9978c5fdfce9de750311b5e,https://www.engineeringnews.co.za/article/num-lonmin-chairperson-shot-dead-in-marikana-2013-10-18,,f902b702ba95dcae4c18469e5981ac11b53189644d178b88570e08e02600cfb1,591
SAT-EARLY-MEDIA-016,"Some return to work, others strike",2014,Engineering News / Sapa,https://www.engineeringnews.co.za/article/some-return-to-work-others-strike-2014-05-14,retrieved_extracted,trafilatura,761,289e6e3ed07ae3c5b3963362eda3d03f882ee39292c3911dd0db416810d5f244,https://www.engineeringnews.co.za/article/some-return-to-work-others-strike-2014-05-14,,54d3b6d07d03a9838499efc93e4eb89a84bb29ba0a359b0f87ef434edf90d30e,759
SAT-EARLY-MEDIA-018,Platinum miner aims to complete housing project by 2014,2013,Mining Weekly,https://www.miningweekly.com/article/platinum-miner-aims-to-complete-housing-project-by-2014-2013-03-29,retrieved_extracted,trafilatura,1090,072c760e097524d8d3bf5272439bb1c4e2f13423e6621716b93d538be4144d92,https://www.miningweekly.com/article/platinum-miner-aims-to-complete-housing-project-by-2014-2013-03-29,,53d92e89d1560122767d7842de3aef3c79dad4da3a67ed1893f89f8b501a32d4,1092
SAT-MEDIA-001,"Another year, another Marikana commemoration - but betrayal, neglect and injustice are still there",2019,Daily Maverick,https://www.dailymaverick.co.za/article/2019-08-16-another-year-another-marikana-commemoration-but-betrayal-neglect-and-injustice-are-still-there/,retrieved_extracted,trafilatura,1383,5517a423b9249473887b24c4bfc7918611a3cbc74f58a9aed54f9c392ebba43b,https://www.dailymaverick.co.za/article/2019-08-16-another-year-another-marikana-commemoration-but-betrayal-neglect-and-injustice-are-still-there/,,c4bd63527bc078f97741de8f859db9ff066378622a780a2c79a2939d640a9c49,1383
SAT-MEDIA-002,Sibanye-Stillwater defeats mining communities challenging R5.4bn Lonmin merger,2019,Daily Maverick,https://www.dailymaverick.co.za/article/2019-09-09-sibanye-stillwater-defeats-mining-communities-challenging-r5-4bn-lonmin-merger/,retrieved_extracted,trafilatura,716,59b35ebc0476ec0a636a08bda7ebb668ff238b3ec6d029eb96f86f5128af2e81,https://www.dailymaverick.co.za/article/2019-09-09-sibanye-stillwater-defeats-mining-communities-challenging-r5-4bn-lonmin-merger/,,a02549a1876e4f686d43896ea85910d345433912b42be26445cb1a72d2fe0bcb,716
SAT-MEDIA-003,"Eight years later, families of killed Marikana miners still seek justice",2020,Daily Maverick,https://www.dailymaverick.co.za/article/2020-08-14-eight-years-later-families-of-killed-marikana-miners-still-seek-justice/,retrieved_extracted,trafilatura,918,d456110de410dcdac1e383459b88aa6fd9bc8e0bb8ed4f1064a72d5e433da89b,https://www.dailymaverick.co.za/article/2020-08-14-eight-years-later-families-of-killed-marikana-miners-still-seek-justice/,,031402a7167ac48f70c46956584f7575db43caf4bfd9e2c0b424f1e63a6faf9c,918
SAT-MEDIA-013,Sibanye files court papers to oppose application to halt R5.2bn Lonmin merger,2019,Mining Weekly,https://www.miningweekly.com/article/sibanye-files-court-papers-to-oppose-application-to-halt-r52bn-lonmin-merger-2019-08-02,retrieved_extracted,trafilatura,875,c6ff42daff5e93172451b00f4c15cb581c0dd24bd9731e52f59ef9599023d588,https://www.miningweekly.com/article/sibanye-files-court-papers-to-oppose-application-to-halt-r52bn-lonmin-merger-2019-08-02,,3aabc970130c07f46eef52e123df5ead5fb25d2c5a858b5d7e356f4158f8932e,877
SAT-MEDIA-014,Sibanye says ConCourt dismisses GLC's applications,2019,Mining Weekly,https://www.miningweekly.com/article/sibanye-says-concourt-dismisses-glcs-applications-2019-09-05,retrieved_extracted,trafilatura,573,e2084d3b42c059ad0e73ab0f5d6514a939565357dd8a9b5fadd0b1ff398d52a0,https://www.miningweekly.com/article/sibanye-says-concourt-dismisses-glcs-applications-2019-09-05,,8c5c1529cee8141438758a923b1348e1fdfda937de579183fe7926f7dd201fc8,575
SAT-MEDIA-015,Sibanye-Stillwater restructures historical Lonmin BEE structure,2021,Mining Weekly,https://www.miningweekly.com/article/sibanye-stillwater-restructures-historical-lonmin-bee-structure-2021-04-14,retrieved_extracted,trafilatura,602,9c4ad49ac0459d83b54b2aa2147ea72aec15213d28c7da7d0ee6efcf5c5e24e0,https://www.miningweekly.com/article/sibanye-stillwater-restructures-historical-lonmin-bee-structure-2021-04-14,,50b5fe2cc2ebabd9b558c43a1c81173c0f4d258f1296facad4af6b3b34ffde18,604
SAT4-MEDIA-001,Lesson from Marikana: The other side of above-inflation pay rises,2019,Daily Maverick,https://www.dailymaverick.co.za/article/2019-07-10-lesson-from-marikana-the-other-side-of-above-inflation-pay-rises/,retrieved_extracted,trafilatura,900,509ace3f3096972ac77c772992ac0c5dba6182e19b83a4c3d8f4275a5f075b0b,https://www.dailymaverick.co.za/article/2019-07-10-lesson-from-marikana-the-other-side-of-above-inflation-pay-rises/,,3580d85d4f196d0d071fb44338282f60640c824ad9afc6beeba233c796706d29,900
SAT4-MEDIA-005,Marikana and the police: It's been a decade and the SAPS has learnt nothing,2022,Daily Maverick,https://www.dailymaverick.co.za/article/2022-08-13-marikana-and-the-police-its-been-a-decade-and-theyve-learnt-nothing/,retrieved_extracted,trafilatura,1747,39677e3767f10f2919bfa67be26e8a673445ea958abbdf166483a7daaa2795de,https://www.dailymaverick.co.za/article/2022-08-13-marikana-and-the-police-its-been-a-decade-and-theyve-learnt-nothing/,,52bc0caaef61f3d9c5eeb06d9b7ca5002db0bb554cf3bd23c76b8defe3f13a8f,1747
SAT4-MEDIA-006,Ten years on: The possibility of holding Cyril Ramaphosa personally liable for the Marikana tragedy,2022,Daily Maverick,https://www.dailymaverick.co.za/article/2022-08-15-10-years-on-the-possibility-of-personal-liability-for-ramaphosa-for-marikana/,retrieved_extracted,trafilatura,1279,df3731e1b2face5369d5492e48fe45d1524deb07d2fdf951f455010b71f17a92,https://www.dailymaverick.co.za/article/2022-08-15-10-years-on-the-possibility-of-personal-liability-for-ramaphosa-for-marikana/,,89864bd2ae3b43c31f6a1a5682f65612890fd1d55e9dabcaa4b9e90de1ce5f9a,1279
SAT4-MEDIA-007,"Marikana massacre: Ten years on, the truth-tellers still carry the weight of what they uncovered",2022,Daily Maverick,https://www.dailymaverick.co.za/article/2022-08-15-ten-years-on-the-marikana-truth-tellers-still-carry-the-weight-of-what-they-uncovered/,retrieved_extracted,trafilatura,1907,8e3a6ae1e9cb3656301f8bf5f7cb1ace568906dae6415f4f380c47d6161e70a4,https://www.dailymaverick.co.za/article/2022-08-15-ten-years-on-the-marikana-truth-tellers-still-carry-the-weight-of-what-they-uncovered/,,b6726a47f883af8b59913010708c37ceb469da91bd9b86e994a39137b840bb0d,1907
SAT4-MEDIA-008,Marikana bereaved say no healing can occur until someone takes responsibility,2022,Engineering News,https://www.engineeringnews.co.za/article/marikana-bereaved-say-no-healing-can-occur-until-someone-takes-responsibility-2022-08-18,retrieved_extracted,trafilatura,931,ee9b782991921f40d9dc9bb1d79951f560ec5c832a73094c6a57b5caf016df08,https://www.engineeringnews.co.za/article/marikana-bereaved-say-no-healing-can-occur-until-someone-takes-responsibility-2022-08-18,,584828879c2295a7c07be779d571edfe5299b128246c105556760aad82319450,929
SAT4-MEDIA-009,"Lonmin working hard to improve living conditions, says CEO Magara",2016,Engineering News,https://www.engineeringnews.co.za/article/lonmin-working-hard-to-improve-living-conditions-says-ceo-magara-2016-08-16,retrieved_extracted,trafilatura,775,23e43a83f32a65009975af0c4301d91ba13621cd3e8243ddedf2145e319c27e5,https://www.engineeringnews.co.za/article/lonmin-working-hard-to-improve-living-conditions-says-ceo-magara-2016-08-16,,5b33e3d0b64a90eb1eb64b18050e15ab5cfe520fcffcb637315394a2f48f3863,773
SAT4-MEDIA-010,South Africa platinum union to restart trust for Marikana miners,2016,Engineering News / Bloomberg,https://www.engineeringnews.co.za/article/south-africa-platinum-union-to-restart-trust-for-marikana-miners-2016-08-15,retrieved_extracted,trafilatura,454,1a36d3bcd9684bc19504c37dc9d585257151ea6d4e61ece5e54548dddf389091,https://www.engineeringnews.co.za/article/south-africa-platinum-union-to-restart-trust-for-marikana-miners-2016-08-15,,fd3e6612289615d31bb88c6218e52fe892f04df165d2bc218a91ba2fac96773f,452
SAT4-MEDIA-011,AMCU signs three-year wage deal with Lonmin,2016,Engineering News,https://www.engineeringnews.co.za/article/amcu-signs-three-year-wage-deal-with-lonmin-2016-10-31,retrieved_extracted,trafilatura,731,2be3a326c04778cd13fec83ead57b805506cbd31256977384ba237cf79ff1eaf,https://www.engineeringnews.co.za/article/amcu-signs-three-year-wage-deal-with-lonmin-2016-10-31,,a056a1efe5df4af1f307a2f02b00ca616c2023c5d2ba8146712fd29d0aad6b11,729
SAT5-MEDIA-003,Rights organisations are seeking accountability for failed Marikana housing,2022,Engineering News,https://www.engineeringnews.co.za/article/human-rights-orgs-are-seeking-accountability-for-failed-marikana-housing-2022-08-16,retrieved_extracted,trafilatura,1142,d5438a3cfbb6a7f9e935c01350a9fb62bf1a236d9362ec7776ba094157feb220,https://www.engineeringnews.co.za/article/human-rights-orgs-are-seeking-accountability-for-failed-marikana-housing-2022-08-16,,5535ed589c1e18fb3a1f72909ede296e2057742197ea61f9c88a8e8b05ad8ea8,1140
SAT6-MEDIA-003,Court dismisses Riah Phiyega’s attempt to overturn findings of Marikana Commission,2021,Daily Maverick,https://www.dailymaverick.co.za/article/2021-06-20-court-dismisses-riah-phiyegas-attempt-to-overturn-findings-of-marikana-commission/,retrieved_extracted,trafilatura,1353,ffead02d5356136be3026088a48890bc6f8b25a864f828b63bae73b83b44d2dd,https://www.dailymaverick.co.za/article/2021-06-20-court-dismisses-riah-phiyegas-attempt-to-overturn-findings-of-marikana-commission/,,467db209539fe71acc8aea7f33e3345f4d409fbb9d16fc493d36fab683061e5d,1353
SAT7-MEDIA-001,Marikana Commission: Ramaphosa walks the line,2014,Daily Maverick,https://www.dailymaverick.co.za/article/2014-08-13-marikana-commission-ramaphosa-walks-the-line/,retrieved_extracted,trafilatura,1565,399383f3bb749b93ab5b841a86439905eb10dca6adf1fe8cd5efb93e6d5a86af,https://www.dailymaverick.co.za/article/2014-08-13-marikana-commission-ramaphosa-walks-the-line/,,643f5cab79d19373e0542eb0c05251f4aac3b5bdf00ac3ae617ba10b7ed9ee2b,1565
SAT7-MEDIA-002,Marikana Commission: Police’s defence collapsing,2014,Daily Maverick,https://www.dailymaverick.co.za/article/2014-09-09-marikana-commission-polices-defence-collapsing/,retrieved_extracted,trafilatura,1590,8bddeee80c0e31cabe05171ea375810f426de29ba0fe40bdec2471c789c7cbb2,https://www.dailymaverick.co.za/article/2014-09-09-marikana-commission-polices-defence-collapsing/,,ee8832e468ec5d18937d551b3013562e5aaa215e68dd42d8f91f588f11330981,1590
SAT8-MEDIA-001,Marikana Commission: Mthethwa under fire,2014,Daily Maverick,https://www.dailymaverick.co.za/article/2014-07-16-marikana-commission-mthethwa-under-fire/,retrieved_extracted,trafilatura,1388,8cb4ed67a1c958a4b90569769a14202902d793f9df91441a307c41ce2d48ffc9,https://www.dailymaverick.co.za/article/2014-07-16-marikana-commission-mthethwa-under-fire/,,087f6a62fb0ab8e92b98c04f7fe8732513316368d08e376fb8666559aae1d705,1388
SAT8-MEDIA-002,Marikana Commission: Riah Phiyega's impossibly hazy memory,2014,Daily Maverick,https://www.dailymaverick.co.za/article/2014-09-11-marikana-commission-riah-phiyegas-impossibly-hazy-memory/,retrieved_extracted,trafilatura,1266,3555c85dec2bc4b4f1a0938e01b0f3ac7f576406707fd102ec72d3cceb36397a,https://www.dailymaverick.co.za/article/2014-09-11-marikana-commission-riah-phiyegas-impossibly-hazy-memory/,,413d25fa63cd15b46c5b6de540ec2046af2bfc92679f9f8e2213056ad15a5ae0,1266
SAT8-MEDIA-003,"Marikana Commission: Under oath, Phiyega’s bald-faced lie exposed",2013,Daily Maverick,https://www.dailymaverick.co.za/article/2013-03-19-marikana-commission-under-oath-phiyegas-bald-faced-lie-exposed/,retrieved_extracted,trafilatura,1487,86c5260bcfccdd99d5d9c0ac1f591210ff5f14e6164ad16c04a61b8719d286a5,https://www.dailymaverick.co.za/article/2013-03-19-marikana-commission-under-oath-phiyegas-bald-faced-lie-exposed/,,771fd37907c79215ddb37f6cabd38b984f0c5d860ad13b2d3fadf5abfefc48a7,1487
SAT8-MEDIA-004,Marikana Commission: Phiyega’s bad start gets worse,2013,Daily Maverick,https://www.dailymaverick.co.za/article/2013-03-19-marikana-commission-phiyegas-bad-start-gets-worse/,retrieved_extracted,trafilatura,1067,22ef404803be943cb92c08c3658c151b6e2078fe9874348d3f3ee16f8c236cec,https://www.dailymaverick.co.za/article/2013-03-19-marikana-commission-phiyegas-bad-start-gets-worse/,,c24230f6d9167ed7e6f423f15356d7963f9431e0b4da2d7c75e2834794ea0312,1067
SAT8-MEDIA-005,Marikana: Phiyega on the attack and Malema on new legal and political crusade,2015,Daily Maverick,https://www.dailymaverick.co.za/article/2015-07-03-marikana-phiyega-on-the-attack-and-malema-on-new-legal-and-political-crusade/,retrieved_extracted,trafilatura,1510,812c510a9f8705e6bfc5e8c7cea77778d0f4ae7420e22c71233ef1333f019a8b,https://www.dailymaverick.co.za/article/2015-07-03-marikana-phiyega-on-the-attack-and-malema-on-new-legal-and-political-crusade/,,be91f126b179c3ea84c041a7a56cf6b5e2600aa724acb0e485e0f21c45363a30,1510
SAT8-MEDIA-006,"Marikana report: Despite the release promise, pressure on Zuma persists",2015,Daily Maverick,https://www.dailymaverick.co.za/article/2015-05-27-marikana-report-despite-the-release-promise-pressure-on-zuma-persists/,retrieved_extracted,trafilatura,1367,21fd40a9038ca3ed16c8ee10956519ff859efa0f2c3d89ceec319892493f21b4,https://www.dailymaverick.co.za/article/2015-05-27-marikana-report-despite-the-release-promise-pressure-on-zuma-persists/,,0145dead05981fa047718eafcd25df6795b6ab570bf0c60153b61abdaf70cee4,1367
WEB-MEDIA-002,Marikana and the many faces of justice,2021,Daily Maverick,https://www.dailymaverick.co.za/article/2021-08-22-marikana-and-the-many-faces-of-justice/,retrieved_extracted,trafilatura,885,9a9ab163828f0bda2e9222878f779d2c05d6e281dd09b780b69fa412d2d2854f,https://www.dailymaverick.co.za/article/2021-08-22-marikana-and-the-many-faces-of-justice/,,511f6e6b379ee9ed86e985127e944ff8887c52c0f229f439e340f192079ba365,885
WEB-MEDIA-003,Marikana massacre commemorated with second yearly memorial lecture,2021,Mining Weekly,https://www.miningweekly.com/article/marikanamassacre-commemorated-with-second-yearly-memorial-lecture-2021-08-17,retrieved_extracted,trafilatura,1156,42b2ada017e412ee67a697c5dc952a09dcb9108f0cdf7f9939062f087010fdc4,https://www.miningweekly.com/article/marikanamassacre-commemorated-with-second-yearly-memorial-lecture-2021-08-17,,e87ff130d2cd7e9b83c126f52cf1e81304494d36074c59a6b05fee117943ee0d,1158
WEB-MEDIA-004,Sibanye continues to make reparations at Marikana,2022,Mining Weekly,https://www.miningweekly.com/article/sibanye-continues-to-make-reparations-at-marikana-2022-07-15,retrieved_extracted,trafilatura,1582,5462b3d466bce5e28b7d7bf963a67924b920c8eb683d5af1f452ea1caf81bcbb,https://www.miningweekly.com/article/sibanye-continues-to-make-reparations-at-marikana-2022-07-15,,caa6af17666af9c26a64dfbe5de223ec5ed64addd7a07c82c93ef45a99382a44,1584
