delta,max_abs_change_from_base,pressure_NPV,pressure_IRR,pressure_Geological Feasibility,pressure_Market Stability,pressure_Local Employment,pressure_Community Infrastructure,weight_NPV,weight_IRR,weight_Geological Feasibility,weight_Market Stability,weight_Local Employment,weight_Community Infrastructure
0.0,0.0,0.4089075457893621,0.39869011894934325,0.4708087938870808,0.5428721705209834,0.7661590580954055,0.7564892909125773,0.25,0.2,0.15,0.15,0.15,0.1
0.1,0.003442925838466976,0.4089075457893621,0.39869011894934325,0.4708087938870808,0.5428721705209834,0.7661590580954055,0.7564892909125773,0.2472520948881723,0.1976075129646611,0.14923349437430775,0.1502605658950643,0.15344292583846697,0.1022034060393275
0.3,0.00939245823602225,0.4089075457893621,0.39869011894934325,0.4708087938870808,0.5428721705209834,0.7661590580954055,0.7564892909125773,0.24250358990860932,0.19347318658201162,0.14790893780035763,0.1507108356095795,0.15939245823602224,0.1060109918634198
0.5,0.014352977935577244,0.4089075457893621,0.39869011894934325,0.4708087938870808,0.5428721705209834,0.7661590580954055,0.7564892909125773,0.2385444464128555,0.19002612451139406,0.14680456714747153,0.1510862553299399,0.16435297793557724,0.1091856286627618
0.8,0.020419018207328415,0.4089075457893621,0.39869011894934325,0.4708087938870808,0.5428721705209834,0.7661590580954055,0.7564892909125773,0.2337029529118744,0.18581083687903824,0.14545407218704476,0.151545342538629,0.1704190182073284,0.11306777727608534
1.0,0.023767298780140278,0.4089075457893621,0.39869011894934325,0.4708087938870808,0.5428721705209834,0.7661590580954055,0.7564892909125773,0.2310305871004865,0.183484118780255,0.1447086376305458,0.15179874553518316,0.17376729878014027,0.11521061217338935
