record_id,stakeholder_group,criterion,matched_sentences,distinct_phrase_families,sentence_units,relevant_s1_f1,relevant_s2_f1,relevant_s2_f2,relevant_s3_f2
CORP-001,investor,Community Infrastructure,110,10,2812,true,true,true,true
CORP-001,investor,Geological Feasibility,55,5,2812,true,true,true,true
CORP-001,investor,IRR,10,1,2812,true,true,false,false
CORP-001,investor,Local Employment,208,7,2812,true,true,true,true
CORP-001,investor,Market Stability,32,6,2812,true,true,true,true
CORP-001,investor,NPV,108,5,2812,true,true,true,true
CORP-002,investor,Community Infrastructure,55,10,3257,true,true,true,true
CORP-002,investor,Geological Feasibility,42,4,3257,true,true,true,true
CORP-002,investor,IRR,12,1,3257,true,true,false,false
CORP-002,investor,Local Employment,155,8,3257,true,true,true,true
CORP-002,investor,Market Stability,24,4,3257,true,true,true,true
CORP-002,investor,NPV,84,5,3257,true,true,true,true
CORP-003,investor,Community Infrastructure,79,10,3325,true,true,true,true
CORP-003,investor,Geological Feasibility,36,4,3325,true,true,true,true
CORP-003,investor,IRR,15,2,3325,true,true,true,true
CORP-003,investor,Local Employment,275,8,3325,true,true,true,true
CORP-003,investor,Market Stability,32,4,3325,true,true,true,true
CORP-003,investor,NPV,90,4,3325,true,true,true,true
CORP-004,investor,Community Infrastructure,37,7,3090,true,true,true,true
CORP-004,investor,Geological Feasibility,8,2,3090,true,true,true,true
CORP-004,investor,IRR,10,1,3090,true,true,false,false
CORP-004,investor,Local Employment,44,4,3090,true,true,true,true
CORP-004,investor,Market Stability,12,2,3090,true,true,true,true
CORP-004,investor,NPV,104,4,3090,true,true,true,true
CORP-006,investor,Community Infrastructure,4,3,893,true,true,true,true
CORP-006,investor,Geological Feasibility,3,2,893,true,true,true,true
CORP-006,investor,IRR,0,0,893,false,false,false,false
CORP-006,investor,Local Employment,2,1,893,true,true,false,false
CORP-006,investor,Market Stability,1,1,893,true,false,false,false
CORP-006,investor,NPV,47,4,893,true,true,true,true
CORP-008,investor,Community Infrastructure,1,1,3,true,false,false,false
CORP-008,investor,Geological Feasibility,0,0,3,false,false,false,false
CORP-008,investor,IRR,0,0,3,false,false,false,false
CORP-008,investor,Local Employment,2,1,3,true,true,false,false
CORP-008,investor,Market Stability,0,0,3,false,false,false,false
CORP-008,investor,NPV,0,0,3,false,false,false,false
CORP-009,investor,Community Infrastructure,3,3,22,true,true,true,true
CORP-009,investor,Geological Feasibility,3,3,22,true,true,true,true
CORP-009,investor,IRR,1,1,22,true,false,false,false
CORP-009,investor,Local Employment,4,3,22,true,true,true,true
CORP-009,investor,Market Stability,2,2,22,true,true,true,false
CORP-009,investor,NPV,1,1,22,true,false,false,false
CORP-NEWS-001,investor,Community Infrastructure,1,1,28,true,false,false,false
CORP-NEWS-001,investor,Geological Feasibility,1,1,28,true,false,false,false
CORP-NEWS-001,investor,IRR,1,1,28,true,false,false,false
CORP-NEWS-001,investor,Local Employment,12,5,28,true,true,true,true
CORP-NEWS-001,investor,Market Stability,1,1,28,true,false,false,false
CORP-NEWS-001,investor,NPV,0,0,28,false,false,false,false
CORP-NEWS-003,investor,Community Infrastructure,0,0,24,false,false,false,false
CORP-NEWS-003,investor,Geological Feasibility,0,0,24,false,false,false,false
CORP-NEWS-003,investor,IRR,0,0,24,false,false,false,false
CORP-NEWS-003,investor,Local Employment,8,3,24,true,true,true,true
CORP-NEWS-003,investor,Market Stability,0,0,24,false,false,false,false
CORP-NEWS-003,investor,NPV,0,0,24,false,false,false,false
CORP-NEWS-005,investor,Community Infrastructure,0,0,19,false,false,false,false
CORP-NEWS-005,investor,Geological Feasibility,0,0,19,false,false,false,false
CORP-NEWS-005,investor,IRR,0,0,19,false,false,false,false
CORP-NEWS-005,investor,Local Employment,3,2,19,true,true,true,true
CORP-NEWS-005,investor,Market Stability,0,0,19,false,false,false,false
CORP-NEWS-005,investor,NPV,0,0,19,false,false,false,false
CORP-SAT-001,investor,Community Infrastructure,0,0,5,false,false,false,false
CORP-SAT-001,investor,Geological Feasibility,0,0,5,false,false,false,false
CORP-SAT-001,investor,IRR,0,0,5,false,false,false,false
CORP-SAT-001,investor,Local Employment,1,2,5,true,false,false,false
CORP-SAT-001,investor,Market Stability,0,0,5,false,false,false,false
CORP-SAT-001,investor,NPV,0,0,5,false,false,false,false
CORP-SAT-002,investor,Community Infrastructure,3,2,32,true,true,true,true
CORP-SAT-002,investor,Geological Feasibility,1,1,32,true,false,false,false
CORP-SAT-002,investor,IRR,0,0,32,false,false,false,false
CORP-SAT-002,investor,Local Employment,4,3,32,true,true,true,true
CORP-SAT-002,investor,Market Stability,0,0,32,false,false,false,false
CORP-SAT-002,investor,NPV,0,0,32,false,false,false,false
CORP-SAT-003,investor,Community Infrastructure,0,0,16,false,false,false,false
CORP-SAT-003,investor,Geological Feasibility,0,0,16,false,false,false,false
CORP-SAT-003,investor,IRR,0,0,16,false,false,false,false
CORP-SAT-003,investor,Local Employment,1,1,16,true,false,false,false
CORP-SAT-003,investor,Market Stability,0,0,16,false,false,false,false
CORP-SAT-003,investor,NPV,0,0,16,false,false,false,false
CORP-SAT-004,investor,Community Infrastructure,9,7,54,true,true,true,true
CORP-SAT-004,investor,Geological Feasibility,1,1,54,true,false,false,false
CORP-SAT-004,investor,IRR,0,0,54,false,false,false,false
CORP-SAT-004,investor,Local Employment,12,4,54,true,true,true,true
CORP-SAT-004,investor,Market Stability,0,0,54,false,false,false,false
CORP-SAT-004,investor,NPV,0,0,54,false,false,false,false
DISC-MEDIA-0001,labour,Community Infrastructure,0,0,66,false,false,false,false
DISC-MEDIA-0001,labour,Geological Feasibility,0,0,66,false,false,false,false
DISC-MEDIA-0001,labour,IRR,0,0,66,false,false,false,false
DISC-MEDIA-0001,labour,Local Employment,10,6,66,true,true,true,true
DISC-MEDIA-0001,labour,Market Stability,0,0,66,false,false,false,false
DISC-MEDIA-0001,labour,NPV,0,0,66,false,false,false,false
DISC-MEDIA-0002,investor,Community Infrastructure,0,0,38,false,false,false,false
DISC-MEDIA-0002,investor,Geological Feasibility,0,0,38,false,false,false,false
DISC-MEDIA-0002,investor,IRR,0,0,38,false,false,false,false
DISC-MEDIA-0002,investor,Local Employment,9,5,38,true,true,true,true
DISC-MEDIA-0002,investor,Market Stability,0,0,38,false,false,false,false
DISC-MEDIA-0002,investor,NPV,0,0,38,false,false,false,false
DISC-MEDIA-0003,labour,Community Infrastructure,1,1,81,true,false,false,false
DISC-MEDIA-0003,labour,Geological Feasibility,1,1,81,true,false,false,false
DISC-MEDIA-0003,labour,IRR,0,0,81,false,false,false,false
DISC-MEDIA-0003,labour,Local Employment,12,5,81,true,true,true,true
DISC-MEDIA-0003,labour,Market Stability,0,0,81,false,false,false,false
DISC-MEDIA-0003,labour,NPV,0,0,81,false,false,false,false
DISC-MEDIA-0004,labour,Community Infrastructure,1,1,43,true,false,false,false
DISC-MEDIA-0004,labour,Geological Feasibility,0,0,43,false,false,false,false
DISC-MEDIA-0004,labour,IRR,0,0,43,false,false,false,false
DISC-MEDIA-0004,labour,Local Employment,5,2,43,true,true,true,true
DISC-MEDIA-0004,labour,Market Stability,0,0,43,false,false,false,false
DISC-MEDIA-0004,labour,NPV,0,0,43,false,false,false,false
DISC-MEDIA-0005,investor,Community Infrastructure,0,0,49,false,false,false,false
DISC-MEDIA-0005,investor,Geological Feasibility,1,1,49,true,false,false,false
DISC-MEDIA-0005,investor,IRR,0,0,49,false,false,false,false
DISC-MEDIA-0005,investor,Local Employment,4,3,49,true,true,true,true
DISC-MEDIA-0005,investor,Market Stability,0,0,49,false,false,false,false
DISC-MEDIA-0005,investor,NPV,0,0,49,false,false,false,false
DISC-MEDIA-0006,labour,Community Infrastructure,0,0,27,false,false,false,false
DISC-MEDIA-0006,labour,Geological Feasibility,0,0,27,false,false,false,false
DISC-MEDIA-0006,labour,IRR,0,0,27,false,false,false,false
DISC-MEDIA-0006,labour,Local Employment,6,4,27,true,true,true,true
DISC-MEDIA-0006,labour,Market Stability,0,0,27,false,false,false,false
DISC-MEDIA-0006,labour,NPV,0,0,27,false,false,false,false
DISC-MEDIA-0007,government,Community Infrastructure,2,2,26,true,true,true,false
DISC-MEDIA-0007,government,Geological Feasibility,0,0,26,false,false,false,false
DISC-MEDIA-0007,government,IRR,0,0,26,false,false,false,false
DISC-MEDIA-0007,government,Local Employment,7,3,26,true,true,true,true
DISC-MEDIA-0007,government,Market Stability,0,0,26,false,false,false,false
DISC-MEDIA-0007,government,NPV,0,0,26,false,false,false,false
DISC-MEDIA-0008,investor,Community Infrastructure,1,2,66,true,false,false,false
DISC-MEDIA-0008,investor,Geological Feasibility,1,1,66,true,false,false,false
DISC-MEDIA-0008,investor,IRR,0,0,66,false,false,false,false
DISC-MEDIA-0008,investor,Local Employment,13,5,66,true,true,true,true
DISC-MEDIA-0008,investor,Market Stability,1,1,66,true,false,false,false
DISC-MEDIA-0008,investor,NPV,0,0,66,false,false,false,false
DISC-MEDIA-0009,labour,Community Infrastructure,0,0,56,false,false,false,false
DISC-MEDIA-0009,labour,Geological Feasibility,0,0,56,false,false,false,false
DISC-MEDIA-0009,labour,IRR,0,0,56,false,false,false,false
DISC-MEDIA-0009,labour,Local Employment,19,2,56,true,true,true,true
DISC-MEDIA-0009,labour,Market Stability,0,0,56,false,false,false,false
DISC-MEDIA-0009,labour,NPV,0,0,56,false,false,false,false
DISC-MEDIA-0010,government,Community Infrastructure,0,0,62,false,false,false,false
DISC-MEDIA-0010,government,Geological Feasibility,1,1,62,true,false,false,false
DISC-MEDIA-0010,government,IRR,0,0,62,false,false,false,false
DISC-MEDIA-0010,government,Local Employment,12,3,62,true,true,true,true
DISC-MEDIA-0010,government,Market Stability,0,0,62,false,false,false,false
DISC-MEDIA-0010,government,NPV,0,0,62,false,false,false,false
DISC-MEDIA-0011,government,Community Infrastructure,1,1,63,true,false,false,false
DISC-MEDIA-0011,government,Geological Feasibility,0,0,63,false,false,false,false
DISC-MEDIA-0011,government,IRR,0,0,63,false,false,false,false
DISC-MEDIA-0011,government,Local Employment,3,2,63,true,true,true,true
DISC-MEDIA-0011,government,Market Stability,0,0,63,false,false,false,false
DISC-MEDIA-0011,government,NPV,0,0,63,false,false,false,false
DISC-MEDIA-0012,government,Community Infrastructure,1,1,98,true,false,false,false
DISC-MEDIA-0012,government,Geological Feasibility,0,0,98,false,false,false,false
DISC-MEDIA-0012,government,IRR,0,0,98,false,false,false,false
DISC-MEDIA-0012,government,Local Employment,5,2,98,true,true,true,true
DISC-MEDIA-0012,government,Market Stability,0,0,98,false,false,false,false
DISC-MEDIA-0012,government,NPV,0,0,98,false,false,false,false
DISC-MEDIA-0014,government,Community Infrastructure,2,2,78,true,true,true,false
DISC-MEDIA-0014,government,Geological Feasibility,0,0,78,false,false,false,false
DISC-MEDIA-0014,government,IRR,0,0,78,false,false,false,false
DISC-MEDIA-0014,government,Local Employment,1,1,78,true,false,false,false
DISC-MEDIA-0014,government,Market Stability,0,0,78,false,false,false,false
DISC-MEDIA-0014,government,NPV,0,0,78,false,false,false,false
DISC-MEDIA-0015,labour,Community Infrastructure,2,1,43,true,true,false,false
DISC-MEDIA-0015,labour,Geological Feasibility,0,0,43,false,false,false,false
DISC-MEDIA-0015,labour,IRR,0,0,43,false,false,false,false
DISC-MEDIA-0015,labour,Local Employment,2,2,43,true,true,true,false
DISC-MEDIA-0015,labour,Market Stability,0,0,43,false,false,false,false
DISC-MEDIA-0015,labour,NPV,0,0,43,false,false,false,false
DISC-MEDIA-0016,labour,Community Infrastructure,1,1,50,true,false,false,false
DISC-MEDIA-0016,labour,Geological Feasibility,0,0,50,false,false,false,false
DISC-MEDIA-0016,labour,IRR,0,0,50,false,false,false,false
DISC-MEDIA-0016,labour,Local Employment,12,6,50,true,true,true,true
DISC-MEDIA-0016,labour,Market Stability,2,1,50,true,true,false,false
DISC-MEDIA-0016,labour,NPV,1,1,50,true,false,false,false
DISC-MEDIA-0017,labour,Community Infrastructure,2,2,64,true,true,true,false
DISC-MEDIA-0017,labour,Geological Feasibility,1,1,64,true,false,false,false
DISC-MEDIA-0017,labour,IRR,0,0,64,false,false,false,false
DISC-MEDIA-0017,labour,Local Employment,9,3,64,true,true,true,true
DISC-MEDIA-0017,labour,Market Stability,0,0,64,false,false,false,false
DISC-MEDIA-0017,labour,NPV,0,0,64,false,false,false,false
DISC-MEDIA-0018,government,Community Infrastructure,1,1,54,true,false,false,false
DISC-MEDIA-0018,government,Geological Feasibility,0,0,54,false,false,false,false
DISC-MEDIA-0018,government,IRR,0,0,54,false,false,false,false
DISC-MEDIA-0018,government,Local Employment,10,2,54,true,true,true,true
DISC-MEDIA-0018,government,Market Stability,0,0,54,false,false,false,false
DISC-MEDIA-0018,government,NPV,0,0,54,false,false,false,false
DISC-MEDIA-0019,labour,Community Infrastructure,0,0,36,false,false,false,false
DISC-MEDIA-0019,labour,Geological Feasibility,0,0,36,false,false,false,false
DISC-MEDIA-0019,labour,IRR,0,0,36,false,false,false,false
DISC-MEDIA-0019,labour,Local Employment,7,3,36,true,true,true,true
DISC-MEDIA-0019,labour,Market Stability,0,0,36,false,false,false,false
DISC-MEDIA-0019,labour,NPV,0,0,36,false,false,false,false
DISC-MEDIA-0020,government,Community Infrastructure,0,0,62,false,false,false,false
DISC-MEDIA-0020,government,Geological Feasibility,0,0,62,false,false,false,false
DISC-MEDIA-0020,government,IRR,0,0,62,false,false,false,false
DISC-MEDIA-0020,government,Local Employment,0,0,62,false,false,false,false
DISC-MEDIA-0020,government,Market Stability,0,0,62,false,false,false,false
DISC-MEDIA-0020,government,NPV,0,0,62,false,false,false,false
DISC-MEDIA-0021,government,Community Infrastructure,0,0,49,false,false,false,false
DISC-MEDIA-0021,government,Geological Feasibility,2,1,49,true,true,false,false
DISC-MEDIA-0021,government,IRR,0,0,49,false,false,false,false
DISC-MEDIA-0021,government,Local Employment,5,3,49,true,true,true,true
DISC-MEDIA-0021,government,Market Stability,0,0,49,false,false,false,false
DISC-MEDIA-0021,government,NPV,0,0,49,false,false,false,false
DISC-MEDIA-0022,government,Community Infrastructure,0,0,44,false,false,false,false
DISC-MEDIA-0022,government,Geological Feasibility,0,0,44,false,false,false,false
DISC-MEDIA-0022,government,IRR,0,0,44,false,false,false,false
DISC-MEDIA-0022,government,Local Employment,4,2,44,true,true,true,true
DISC-MEDIA-0022,government,Market Stability,0,0,44,false,false,false,false
DISC-MEDIA-0022,government,NPV,0,0,44,false,false,false,false
DISC-MEDIA-0023,government,Community Infrastructure,0,0,31,false,false,false,false
DISC-MEDIA-0023,government,Geological Feasibility,0,0,31,false,false,false,false
DISC-MEDIA-0023,government,IRR,0,0,31,false,false,false,false
DISC-MEDIA-0023,government,Local Employment,2,2,31,true,true,true,false
DISC-MEDIA-0023,government,Market Stability,0,0,31,false,false,false,false
DISC-MEDIA-0023,government,NPV,0,0,31,false,false,false,false
DISC-MEDIA-0024,government,Community Infrastructure,0,0,50,false,false,false,false
DISC-MEDIA-0024,government,Geological Feasibility,0,0,50,false,false,false,false
DISC-MEDIA-0024,government,IRR,0,0,50,false,false,false,false
DISC-MEDIA-0024,government,Local Employment,1,1,50,true,false,false,false
DISC-MEDIA-0024,government,Market Stability,0,0,50,false,false,false,false
DISC-MEDIA-0024,government,NPV,0,0,50,false,false,false,false
DISC-MEDIA-0025,government,Community Infrastructure,2,2,50,true,true,true,false
DISC-MEDIA-0025,government,Geological Feasibility,0,0,50,false,false,false,false
DISC-MEDIA-0025,government,IRR,0,0,50,false,false,false,false
DISC-MEDIA-0025,government,Local Employment,5,5,50,true,true,true,true
DISC-MEDIA-0025,government,Market Stability,0,0,50,false,false,false,false
DISC-MEDIA-0025,government,NPV,0,0,50,false,false,false,false
DISC-MEDIA-0026,government,Community Infrastructure,0,0,41,false,false,false,false
DISC-MEDIA-0026,government,Geological Feasibility,2,1,41,true,true,false,false
DISC-MEDIA-0026,government,IRR,0,0,41,false,false,false,false
DISC-MEDIA-0026,government,Local Employment,9,3,41,true,true,true,true
DISC-MEDIA-0026,government,Market Stability,0,0,41,false,false,false,false
DISC-MEDIA-0026,government,NPV,0,0,41,false,false,false,false
DISC-MEDIA-0027,NGO,Community Infrastructure,0,0,34,false,false,false,false
DISC-MEDIA-0027,NGO,Geological Feasibility,0,0,34,false,false,false,false
DISC-MEDIA-0027,NGO,IRR,0,0,34,false,false,false,false
DISC-MEDIA-0027,NGO,Local Employment,6,3,34,true,true,true,true
DISC-MEDIA-0027,NGO,Market Stability,0,0,34,false,false,false,false
DISC-MEDIA-0027,NGO,NPV,0,0,34,false,false,false,false
DISC-MEDIA-0028,government,Community Infrastructure,2,2,106,true,true,true,false
DISC-MEDIA-0028,government,Geological Feasibility,0,0,106,false,false,false,false
DISC-MEDIA-0028,government,IRR,0,0,106,false,false,false,false
DISC-MEDIA-0028,government,Local Employment,1,1,106,true,false,false,false
DISC-MEDIA-0028,government,Market Stability,0,0,106,false,false,false,false
DISC-MEDIA-0028,government,NPV,0,0,106,false,false,false,false
DISC-MEDIA-0029,government,Community Infrastructure,0,0,43,false,false,false,false
DISC-MEDIA-0029,government,Geological Feasibility,0,0,43,false,false,false,false
DISC-MEDIA-0029,government,IRR,0,0,43,false,false,false,false
DISC-MEDIA-0029,government,Local Employment,0,0,43,false,false,false,false
DISC-MEDIA-0029,government,Market Stability,0,0,43,false,false,false,false
DISC-MEDIA-0029,government,NPV,0,0,43,false,false,false,false
DISC-MEDIA-0030,investor,Community Infrastructure,1,1,23,true,false,false,false
DISC-MEDIA-0030,investor,Geological Feasibility,0,0,23,false,false,false,false
DISC-MEDIA-0030,investor,IRR,0,0,23,false,false,false,false
DISC-MEDIA-0030,investor,Local Employment,4,3,23,true,true,true,true
DISC-MEDIA-0030,investor,Market Stability,0,0,23,false,false,false,false
DISC-MEDIA-0030,investor,NPV,0,0,23,false,false,false,false
DISC-MEDIA-0031,government,Community Infrastructure,0,0,17,false,false,false,false
DISC-MEDIA-0031,government,Geological Feasibility,0,0,17,false,false,false,false
DISC-MEDIA-0031,government,IRR,0,0,17,false,false,false,false
DISC-MEDIA-0031,government,Local Employment,0,0,17,false,false,false,false
DISC-MEDIA-0031,government,Market Stability,0,0,17,false,false,false,false
DISC-MEDIA-0031,government,NPV,0,0,17,false,false,false,false
DISC-MEDIA-0032,government,Community Infrastructure,0,0,45,false,false,false,false
DISC-MEDIA-0032,government,Geological Feasibility,2,1,45,true,true,false,false
DISC-MEDIA-0032,government,IRR,0,0,45,false,false,false,false
DISC-MEDIA-0032,government,Local Employment,7,3,45,true,true,true,true
DISC-MEDIA-0032,government,Market Stability,0,0,45,false,false,false,false
DISC-MEDIA-0032,government,NPV,0,0,45,false,false,false,false
DISC-MEDIA-0033,investor,Community Infrastructure,3,3,52,true,true,true,true
DISC-MEDIA-0033,investor,Geological Feasibility,0,0,52,false,false,false,false
DISC-MEDIA-0033,investor,IRR,0,0,52,false,false,false,false
DISC-MEDIA-0033,investor,Local Employment,12,5,52,true,true,true,true
DISC-MEDIA-0033,investor,Market Stability,0,0,52,false,false,false,false
DISC-MEDIA-0033,investor,NPV,0,0,52,false,false,false,false
DISC-MEDIA-0034,labour,Community Infrastructure,2,1,52,true,true,false,false
DISC-MEDIA-0034,labour,Geological Feasibility,0,0,52,false,false,false,false
DISC-MEDIA-0034,labour,IRR,0,0,52,false,false,false,false
DISC-MEDIA-0034,labour,Local Employment,9,5,52,true,true,true,true
DISC-MEDIA-0034,labour,Market Stability,1,1,52,true,false,false,false
DISC-MEDIA-0034,labour,NPV,0,0,52,false,false,false,false
DISC-MEDIA-0036,government,Community Infrastructure,0,0,78,false,false,false,false
DISC-MEDIA-0036,government,Geological Feasibility,0,0,78,false,false,false,false
DISC-MEDIA-0036,government,IRR,0,0,78,false,false,false,false
DISC-MEDIA-0036,government,Local Employment,0,0,78,false,false,false,false
DISC-MEDIA-0036,government,Market Stability,0,0,78,false,false,false,false
DISC-MEDIA-0036,government,NPV,0,0,78,false,false,false,false
DISC-MEDIA-0037,labour,Community Infrastructure,0,0,43,false,false,false,false
DISC-MEDIA-0037,labour,Geological Feasibility,0,0,43,false,false,false,false
DISC-MEDIA-0037,labour,IRR,0,0,43,false,false,false,false
DISC-MEDIA-0037,labour,Local Employment,17,5,43,true,true,true,true
DISC-MEDIA-0037,labour,Market Stability,0,0,43,false,false,false,false
DISC-MEDIA-0037,labour,NPV,0,0,43,false,false,false,false
DISC-MEDIA-0038,investor,Community Infrastructure,3,2,59,true,true,true,true
DISC-MEDIA-0038,investor,Geological Feasibility,0,0,59,false,false,false,false
DISC-MEDIA-0038,investor,IRR,0,0,59,false,false,false,false
DISC-MEDIA-0038,investor,Local Employment,13,5,59,true,true,true,true
DISC-MEDIA-0038,investor,Market Stability,0,0,59,false,false,false,false
DISC-MEDIA-0038,investor,NPV,0,0,59,false,false,false,false
DISC-MEDIA-0040,labour,Community Infrastructure,1,1,39,true,false,false,false
DISC-MEDIA-0040,labour,Geological Feasibility,0,0,39,false,false,false,false
DISC-MEDIA-0040,labour,IRR,0,0,39,false,false,false,false
DISC-MEDIA-0040,labour,Local Employment,5,2,39,true,true,true,true
DISC-MEDIA-0040,labour,Market Stability,0,0,39,false,false,false,false
DISC-MEDIA-0040,labour,NPV,0,0,39,false,false,false,false
DISC-MEDIA-0041,investor,Community Infrastructure,0,0,26,false,false,false,false
DISC-MEDIA-0041,investor,Geological Feasibility,0,0,26,false,false,false,false
DISC-MEDIA-0041,investor,IRR,0,0,26,false,false,false,false
DISC-MEDIA-0041,investor,Local Employment,12,4,26,true,true,true,true
DISC-MEDIA-0041,investor,Market Stability,0,0,26,false,false,false,false
DISC-MEDIA-0041,investor,NPV,0,0,26,false,false,false,false
DISC-MEDIA-0042,government,Community Infrastructure,0,0,35,false,false,false,false
DISC-MEDIA-0042,government,Geological Feasibility,0,0,35,false,false,false,false
DISC-MEDIA-0042,government,IRR,0,0,35,false,false,false,false
DISC-MEDIA-0042,government,Local Employment,2,2,35,true,true,true,false
DISC-MEDIA-0042,government,Market Stability,0,0,35,false,false,false,false
DISC-MEDIA-0042,government,NPV,0,0,35,false,false,false,false
DISC-MEDIA-0044,government,Community Infrastructure,4,1,48,true,true,false,false
DISC-MEDIA-0044,government,Geological Feasibility,0,0,48,false,false,false,false
DISC-MEDIA-0044,government,IRR,0,0,48,false,false,false,false
DISC-MEDIA-0044,government,Local Employment,13,3,48,true,true,true,true
DISC-MEDIA-0044,government,Market Stability,0,0,48,false,false,false,false
DISC-MEDIA-0044,government,NPV,0,0,48,false,false,false,false
DISC-MEDIA-0045,government,Community Infrastructure,1,2,47,true,false,false,false
DISC-MEDIA-0045,government,Geological Feasibility,1,1,47,true,false,false,false
DISC-MEDIA-0045,government,IRR,0,0,47,false,false,false,false
DISC-MEDIA-0045,government,Local Employment,2,1,47,true,true,false,false
DISC-MEDIA-0045,government,Market Stability,0,0,47,false,false,false,false
DISC-MEDIA-0045,government,NPV,0,0,47,false,false,false,false
DISC-MEDIA-0046,government,Community Infrastructure,3,2,73,true,true,true,true
DISC-MEDIA-0046,government,Geological Feasibility,0,0,73,false,false,false,false
DISC-MEDIA-0046,government,IRR,0,0,73,false,false,false,false
DISC-MEDIA-0046,government,Local Employment,1,1,73,true,false,false,false
DISC-MEDIA-0046,government,Market Stability,0,0,73,false,false,false,false
DISC-MEDIA-0046,government,NPV,0,0,73,false,false,false,false
DISC-MEDIA-0047,labour,Community Infrastructure,0,0,45,false,false,false,false
DISC-MEDIA-0047,labour,Geological Feasibility,0,0,45,false,false,false,false
DISC-MEDIA-0047,labour,IRR,0,0,45,false,false,false,false
DISC-MEDIA-0047,labour,Local Employment,7,3,45,true,true,true,true
DISC-MEDIA-0047,labour,Market Stability,0,0,45,false,false,false,false
DISC-MEDIA-0047,labour,NPV,0,0,45,false,false,false,false
DISC-MEDIA-0048,government,Community Infrastructure,3,1,53,true,true,false,false
DISC-MEDIA-0048,government,Geological Feasibility,0,0,53,false,false,false,false
DISC-MEDIA-0048,government,IRR,0,0,53,false,false,false,false
DISC-MEDIA-0048,government,Local Employment,1,1,53,true,false,false,false
DISC-MEDIA-0048,government,Market Stability,0,0,53,false,false,false,false
DISC-MEDIA-0048,government,NPV,0,0,53,false,false,false,false
DISC-MEDIA-0050,labour,Community Infrastructure,0,0,51,false,false,false,false
DISC-MEDIA-0050,labour,Geological Feasibility,0,0,51,false,false,false,false
DISC-MEDIA-0050,labour,IRR,0,0,51,false,false,false,false
DISC-MEDIA-0050,labour,Local Employment,10,4,51,true,true,true,true
DISC-MEDIA-0050,labour,Market Stability,0,0,51,false,false,false,false
DISC-MEDIA-0050,labour,NPV,0,0,51,false,false,false,false
DISC-MEDIA-0051,government,Community Infrastructure,1,1,48,true,false,false,false
DISC-MEDIA-0051,government,Geological Feasibility,0,0,48,false,false,false,false
DISC-MEDIA-0051,government,IRR,0,0,48,false,false,false,false
DISC-MEDIA-0051,government,Local Employment,7,3,48,true,true,true,true
DISC-MEDIA-0051,government,Market Stability,0,0,48,false,false,false,false
DISC-MEDIA-0051,government,NPV,0,0,48,false,false,false,false
DISC-MEDIA-0052,community,Community Infrastructure,1,1,32,true,false,false,false
DISC-MEDIA-0052,community,Geological Feasibility,0,0,32,false,false,false,false
DISC-MEDIA-0052,community,IRR,0,0,32,false,false,false,false
DISC-MEDIA-0052,community,Local Employment,3,2,32,true,true,true,true
DISC-MEDIA-0052,community,Market Stability,0,0,32,false,false,false,false
DISC-MEDIA-0052,community,NPV,0,0,32,false,false,false,false
DISC-MEDIA-0053,labour,Community Infrastructure,0,0,54,false,false,false,false
DISC-MEDIA-0053,labour,Geological Feasibility,0,0,54,false,false,false,false
DISC-MEDIA-0053,labour,IRR,0,0,54,false,false,false,false
DISC-MEDIA-0053,labour,Local Employment,16,4,54,true,true,true,true
DISC-MEDIA-0053,labour,Market Stability,0,0,54,false,false,false,false
DISC-MEDIA-0053,labour,NPV,0,0,54,false,false,false,false
DISC-MEDIA-0054,government,Community Infrastructure,0,0,46,false,false,false,false
DISC-MEDIA-0054,government,Geological Feasibility,0,0,46,false,false,false,false
DISC-MEDIA-0054,government,IRR,0,0,46,false,false,false,false
DISC-MEDIA-0054,government,Local Employment,11,3,46,true,true,true,true
DISC-MEDIA-0054,government,Market Stability,0,0,46,false,false,false,false
DISC-MEDIA-0054,government,NPV,0,0,46,false,false,false,false
DISC-MEDIA-0055,labour,Community Infrastructure,0,0,46,false,false,false,false
DISC-MEDIA-0055,labour,Geological Feasibility,0,0,46,false,false,false,false
DISC-MEDIA-0055,labour,IRR,0,0,46,false,false,false,false
DISC-MEDIA-0055,labour,Local Employment,16,4,46,true,true,true,true
DISC-MEDIA-0055,labour,Market Stability,0,0,46,false,false,false,false
DISC-MEDIA-0055,labour,NPV,0,0,46,false,false,false,false
DISC-MEDIA-0056,labour,Community Infrastructure,0,0,52,false,false,false,false
DISC-MEDIA-0056,labour,Geological Feasibility,0,0,52,false,false,false,false
DISC-MEDIA-0056,labour,IRR,0,0,52,false,false,false,false
DISC-MEDIA-0056,labour,Local Employment,14,4,52,true,true,true,true
DISC-MEDIA-0056,labour,Market Stability,0,0,52,false,false,false,false
DISC-MEDIA-0056,labour,NPV,0,0,52,false,false,false,false
DISC-MEDIA-0057,government,Community Infrastructure,0,0,65,false,false,false,false
DISC-MEDIA-0057,government,Geological Feasibility,0,0,65,false,false,false,false
DISC-MEDIA-0057,government,IRR,0,0,65,false,false,false,false
DISC-MEDIA-0057,government,Local Employment,1,1,65,true,false,false,false
DISC-MEDIA-0057,government,Market Stability,0,0,65,false,false,false,false
DISC-MEDIA-0057,government,NPV,0,0,65,false,false,false,false
DISC-MEDIA-0058,government,Community Infrastructure,1,1,34,true,false,false,false
