record_id,stakeholder_group,status,method,words,text_sha256,error
DISC-MEDIA-0182,government,retrieved_extracted,trafilatura,2028,eabcb5bc57083ebd41807fe6264b8a6ba2f34e6858db8b5dd5acc69d83c7e84b,
DISC-MEDIA-0183,government,retrieved_extracted,trafilatura,825,fb9a64bf892266d2e15bb5137b3fea1b7d644dcbf314d83187337ad79861f066,
DISC-MEDIA-0184,investor,retrieved_extracted,trafilatura,1154,60cc434506e622d5e8822c74786ed7efb85e9e2161eec5a136334c876e83c492,
DISC-MEDIA-0185,government,retrieved_extracted,trafilatura,1407,17ccc56d9b71388fc1a7f96405244610534b302569aa19d819f8b93afb57e090,
DISC-MEDIA-0186,government,retrieved_extracted,trafilatura,1175,58df196bfe241a87280aff49655cdc031f0a61f41e3a80ef3e71428a31a00104,
DISC-MEDIA-0187,labour,retrieved_extracted,trafilatura,872,8e5fa412f895b6b6fdb4b207bf38359e5ff513ded3d4a899c03ff2ea154e692e,
DISC-MEDIA-0188,government,retrieved_extracted,trafilatura,1229,69eebf878ff7602272e4d64e6eb33cfc4f34fe61233b5907b59be1221e277bb1,
DISC-MEDIA-0189,labour,retrieved_extracted,trafilatura,853,2bab232b9a9c9057cca0d1d7e795ba598321496fc36e3ef7493800ac7dd1cd9c,
DISC-MEDIA-0190,labour,retrieved_extracted,trafilatura,907,cff80b847a2ce0d94e10eee6fcb8767e990d6f495ffa9bfc668516dc57131f9a,
DISC-MEDIA-0191,government,retrieved_extracted,trafilatura,960,03ddd7a2a088b16d8632766d74f989761bfd3df9522232278c874c049891c501,
DISC-MEDIA-0192,government,retrieved_extracted,trafilatura,1700,c12ce0b18d7681c184954ad07d11331d15f6a2ac4d1be17b3c2905c6da5794fa,
DISC-MEDIA-0193,government,retrieved_extracted,trafilatura,874,37c605a11742e9ab6af8dedb12c91be382608b08f653d18fe28d3d91040bc986,
DISC-MEDIA-0194,government,retrieved_extracted,trafilatura,1914,db8927b4f0e6a54c2fa0fb0a20a35eb7e0937959e3af6100f287dd3e67a83010,
DISC-MEDIA-0195,government,retrieved_extracted,trafilatura,1080,fab2b4dd1d06197c03bca29ee95371a72028d663888029b28a63fbf6ee3876c2,
DISC-MEDIA-0196,labour,retrieved_extracted,trafilatura,1058,08fd1015fca4e001b192d1cd9f13605df59d9341eebf4d70347c91798d5f0f7b,
DISC-MEDIA-0197,investor,retrieved_extracted,trafilatura,908,c45ad5bcb69ea1ae9171a9afe3c8cf1bf08a3216f8cd727f74d2fad6e2ca5940,
DISC-MEDIA-0199,government,retrieved_extracted,trafilatura,1400,b58047e8ceca57731d40714cb31638ec3cee65e7ba019206c4c17f9faa08ebed,
DISC-MEDIA-0200,government,retrieved_extracted,trafilatura,1129,c5090a0bd286774e04920eb4a80ec259c23006016ad1a0a8c5cffc18b1aba7de,
DISC-MEDIA-0201,government,retrieved_extracted,trafilatura,1529,6a006d126f9ffe29c2ede784a8b0e0b9ee748586bd991cd67e78607f1e40a61a,
DISC-MEDIA-0202,government,retrieved_extracted,trafilatura,552,326a71d5d2bed8f50c483a3ebb7bea5b76fedfc65da4a2d0940e6d6c07b5dfb2,
DISC-MEDIA-0203,government,retrieved_extracted,trafilatura,1144,50cb9598719a7b7d3bbc848ec761ffcd84071427a853e49844509d9f2073745a,
DISC-MEDIA-0204,government,retrieved_extracted,trafilatura,1261,d33d8ecb84bc79c1efe892af4f53d527a75958bed274feb7555aa70a03a4a876,
DISC-MEDIA-0205,labour,retrieved_extracted,trafilatura,835,d3628d0f9a57993d8febf3df1688c99e3b80e8e30781b22c669ac7b3f5b355f9,
DISC-MEDIA-0206,community,retrieved_extracted,trafilatura,1157,56c1d8515ce18f56af1f51cf4e753040a019da40c8adb186eda37a0f5e84605f,
DISC-MEDIA-0207,government,retrieved_extracted,trafilatura,1290,b98108185682c62a7f78da92eda942ae4e44308528487c5fd7ccec9e4e4b990b,
DISC-MEDIA-0208,government,retrieved_extracted,trafilatura,969,cd6c4a800ea7e2157b143719425b9e9f0710f2445b081e47760ad86581abf315,
DISC-MEDIA-0209,government,retrieved_extracted,trafilatura,781,b2cea9c13b51d223db8ccb66da0b8928605425d0028f281a5579724929e7cd24,
DISC-MEDIA-0210,government,retrieved_extracted,trafilatura,1061,a646bec17f7ebb0818c66dc2370c7ec4a106813491fd24b341abd90db3081ccd,
DISC-MEDIA-0211,labour,retrieved_extracted,trafilatura,1951,9e1e22e9015817df5be097294b4ed6d4cca8564d458612ba1daf970c0f4e4f57,
DISC-MEDIA-0212,government,retrieved_extracted,trafilatura,1011,52a2998a1e3cb9f5238df42809c40b418464fb2833507bc221a47c1603708c1a,
DISC-MEDIA-0213,government,retrieved_extracted,trafilatura,860,072e45d6ee4592df0ee18c975bbacdacecba000f8229f2c34595efd17553b9df,
DISC-MEDIA-0214,government,retrieved_extracted,trafilatura,969,2021d8bfbb755d86b0021a9828a610d81f7872f1ceb815a9dcadc9a26186a9b1,
DISC-MEDIA-0215,government,retrieved_extracted,trafilatura,795,ea34b4be09b60454757f917c260f5516d22d87d0a77b5c4019865ba45c99cad4,
DISC-MEDIA-0216,government,retrieved_extracted,trafilatura,979,a0ac87bc7ed83ed0873dfec641c35e10a984c9c1a67cfa25c12106c2a3944ff9,
DISC-MEDIA-0217,government,retrieved_extracted,trafilatura,1982,5b5630b157dd7720dc5498d1cdf45454cdfde540c47b548b8d23109c5379725f,
DISC-MEDIA-0218,government,retrieved_extracted,trafilatura,1451,ad571b533be577943007fcca07624772481ef90339fe041d99d3f0b8b1e54538,
DISC-MEDIA-0220,labour,retrieved_extracted,trafilatura,997,666496f61cc83492ed03fc36b7d314e1d04ab4db0ea55267cdc96c5be550c13a,
DISC-MEDIA-0221,labour,retrieved_extracted,trafilatura,1033,070d55efbc24b31605176b6b0d7a283212cbd275a30f5a077af0ea6a433fa649,
DISC-MEDIA-0222,government,retrieved_extracted,trafilatura,1116,cc25d0e4f5a96c850d25faaa3ba544adb624dcb383d64db971ef0f0d3bc28e9a,
DISC-MEDIA-0223,investor,retrieved_extracted,trafilatura,1032,63eed5cfac0d354ab42cac9b251add3639ef532772bb2af8f06eb6de235bae8a,
DISC-MEDIA-0224,government,retrieved_extracted,trafilatura,1617,79d7673fbdde6195a116151c707c1420d2d67a6651f31af9b63fd36e72b78e15,
DISC-MEDIA-0226,investor,retrieved_extracted,trafilatura,2273,271f76a5e352c096ea4d11d8af7fc1f078d55062373cab0b3072b6d7be19691e,
DISC-MEDIA-0227,government,retrieved_extracted,trafilatura,837,cf6ca9f83ce0fe7681abdaf5a62d2331b339ae1d3770f443f951d8959b4c205b,
DISC-MEDIA-0230,government,retrieved_extracted,trafilatura,497,04033cbba27e924e42ac70ba2c8a7c17fac9a44a5ee844df67759395e711eb08,
DISC-MEDIA-0231,government,retrieved_extracted,trafilatura,1010,d4d0bea4222a0486e4dbddf67bcff1992229d1e39eeaa0abd1c9865b8fc9d672,
DISC-MEDIA-0232,government,retrieved_extracted,trafilatura,1543,c06cd202a6ba9b2eec1e9934b3a2834edaf4e464b1b67b18aee53dde0338af50,
DISC-MEDIA-0233,labour,retrieved_extracted,trafilatura,336,f9480bd7b7f780332e0de8dfff1938c04efbb36b9da742db1a76a1c8859bfd9b,
DISC-MEDIA-0234,government,retrieved_extracted,trafilatura,1047,8f605e42357fcc461a48424e2448170d4ca17f0c7aa446d9cb479d635ded75b9,
DISC-MEDIA-0235,community,retrieved_extracted,trafilatura,1593,86c8a160c9263e62f682b4a2206f5c990f7d44cf6704236a26d7848c0b30a798,
DISC-MEDIA-0236,labour,retrieved_extracted,trafilatura,1155,0bd0b7feca570c606ac6aaa7b8309bdc3ed85b1a604d25b8842380cc9ccf2164,
DISC-MEDIA-0237,government,retrieved_extracted,trafilatura,1198,8f01a971b61750557a1b3d377f975d4ae92b83782db4d2c8c71d628208c5131e,
DISC-MEDIA-0238,government,retrieved_extracted,trafilatura,967,9e0bb564af5a637e4fccdf7d7c57d20b294091b484ed01a8ac88ff0d2b7b76e4,
DISC-MEDIA-0239,labour,retrieved_extracted,trafilatura,456,8198138748820133ffe25845e3f907563a685a5657b71886ec8548cbd895fed7,
DISC-MEDIA-0240,NGO,retrieved_extracted,trafilatura,1276,e453a25d91f0d7c3074f6b784117370bed919b896020f2144a4ddd57ca4d88d3,
DISC-MEDIA-0243,community,retrieved_extracted,trafilatura,1514,8de5bbacd4e538307198b68cefb04e0aa138e2b04e165aba9da2fc8606860d45,
DISC-MEDIA-0244,government,retrieved_extracted,trafilatura,1477,b7f945bb5d8544e7b244e76db39a56b81aab733ce158e83f69fec6ec3d7199eb,
DISC-MEDIA-0245,government,retrieved_extracted,trafilatura,1155,3bd6e2b65ebd95f1bf116534a56a5b28e9429830b9bebba455b5630c9db33ec5,
DISC-MEDIA-0247,government,retrieved_extracted,trafilatura,640,abdcc2cc73e408f8bd7314d72a5d9b0ed584eeb9bbafb9e5bea1d7ba4f0f4ead,
DISC-MEDIA-0248,government,retrieved_extracted,trafilatura,847,aa4d5e8e9711202dfa23e7a7717c27dd83d2a38fa7be73a161facebac5329442,
DISC-MEDIA-0249,government,retrieved_extracted,trafilatura,825,00ec808a50f068e6b2b219d3567883b8eced23bba135888e36802719655c8f1b,
DISC-MEDIA-0251,labour,retrieved_extracted,trafilatura,1565,06695deef2b93bc6832fe14080abc2df06a238a7d6bddfcfebfe596019f28c6b,
DISC-MEDIA-0252,investor,retrieved_extracted,trafilatura,1599,c502bbcbc7e07de082532df55d742f2716b008f14551fc1d5258c28816710660,
DISC-MEDIA-0253,labour,retrieved_extracted,trafilatura,548,5fccc9cbaec711d5df3deb267529a024b954e1c561509d905ef0d382cbf4ad66,
DISC-MEDIA-0254,government,retrieved_extracted,trafilatura,247,afe6e841075269442cb8a7ba40607056a7475f4b787447884eb57b452addde8a,
DISC-MEDIA-0255,community,retrieved_extracted,trafilatura,693,388e7b1ec42ffe76217ead6bcbb1047d770bd37f68239ff977e2d3d7f7a74066,
DISC-MEDIA-0256,government,retrieved_extracted,trafilatura,878,f6413cfa82cd9dcbf6808aae1c56bd71ea56c69ffae2e6a09841365bf29279a9,
DISC-MEDIA-0257,investor,retrieved_extracted,trafilatura,761,da45201c478c73035a71074cf39a7290bbf1f2c6ee24c29623b7132d47308927,
DISC-MEDIA-0258,investor,retrieved_extracted,trafilatura,1070,ac870e618ad12c00e5e1fe069318c0cfed25947d9a55de781719bbaeae730881,
DISC-MEDIA-0259,investor,retrieved_extracted,trafilatura,788,a5d18f435c6c74054cc057e7e9b4fb433aecded27c05b9615b56a83a6a30b7ec,
DISC-MEDIA-0260,investor,retrieved_extracted,trafilatura,784,9b106b5021951918b0ea4b13e140525db75f1d52577fc88ec92b132f7cc0ca79,
DISC-MEDIA-0262,investor,retrieved_extracted,trafilatura,1225,9cd4141e25807f8404523efe5eb26438a45930494423be1ba253c30e31a28bdb,
DISC-MEDIA-0264,government,retrieved_extracted,trafilatura,996,a4468723b8df96b620f1e532e093ed6928b8e9053b190a2cc7fe44760520ef9d,
DISC-MEDIA-0266,investor,retrieved_extracted,trafilatura,459,5a78c786c9598848126d06ded246b06eed4a762dd83cb6ef5b1c5555e1cec6d7,
DISC-MEDIA-0267,labour,retrieved_extracted,trafilatura,382,c6dc532da98649342be7c399e5127157ea83f2c1ae790e62bbc5339edd4685dd,
DISC-MEDIA-0268,labour,retrieved_extracted,trafilatura,774,2a82c7d56795715392bfd3fc06f4f9ffaf3b2efa443263a8ff146d271f594ffa,
DISC-MEDIA-0269,labour,retrieved_extracted,trafilatura,1064,e419f58be1b1fa06faedc74097fa77d1a6c3eea0367c8904d414fc22f5b35a86,
DISC-MEDIA-0270,investor,retrieved_extracted,trafilatura,635,77f0cc914005750b0cc6004c6d755566b0be342301ab415abd9583ea874ffd1c,
DISC-MEDIA-0272,government,retrieved_extracted,trafilatura,1061,dd3f09ff4efb1f95b75214e527e54ed6497fd1e537b6eab7f6d05addb7eedd0c,
DISC-MEDIA-0273,government,retrieved_extracted,trafilatura,1503,c6bc2cc7a3ad9fbeea2ba2e93cd2beabb997264ab880b9e2af0e3329676767ea,
DISC-MEDIA-0274,investor,retrieved_extracted,trafilatura,1196,38c606e4dec46d4f8bb0557c255d39af52044b04620d10d0207bda5b7940132d,
DISC-MEDIA-0276,government,retrieved_extracted,trafilatura,963,48ed87ce3157134c39ed71475547c6906973f2330d19730b6a71fa3289e354fd,
DISC-MEDIA-0277,government,retrieved_extracted,trafilatura,1071,3f4d4d58fc05092d747404e252b9c02163504482bc69027884eb3a0764e7a2d3,
DISC-MEDIA-0279,investor,retrieved_extracted,trafilatura,426,a8d89ae8f4c82ff11cecc759accf50ec0027fd4efc17e9218520bd35554a6517,
DISC-MEDIA-0280,government,retrieved_extracted,trafilatura,1455,cb480b359d7fd197ec8fd6f1503efdb0be583a12d4313647326269e02fb96d4b,
DISC-MEDIA-0282,labour,retrieved_extracted,trafilatura,524,71cd44198413808c7078a4641773e86292a725ced56f43cd9e4ff7d400a1af7b,
DISC-MEDIA-0283,government,retrieved_extracted,trafilatura,850,9c999a90d0798dc1a1f84a597dee87f9db58e9500e4183ef0cd08e06367bab0e,
DISC-MEDIA-0284,community,retrieved_extracted,trafilatura,2247,538c2df101c8971f06f3014dd38323c37553fff3a8335c3538b06828bc81a288,
DISC-MEDIA-0285,government,retrieved_extracted,trafilatura,538,20c563f93a5e9b293eea00fb2c56ec04a605c2cdaf2eac81089fda81f9064b23,
DISC-MEDIA-0287,government,retrieved_extracted,trafilatura,419,11f02e8e9df357b7fc4dee8de436a4ab23115a58650c41c0629f131fbc28fab4,
DISC-MEDIA-0288,government,retrieved_extracted,trafilatura,1516,9ca0ad26af9b6068fa7f8c3cbda33c392dee9b021857142a96db648a05fcd3f3,
DISC-MEDIA-0289,labour,retrieved_extracted,trafilatura,1602,285093a2ce8936a7d2b5a732be05848ca7c1a69fd3bf637c9b9a9a54ea8d78c9,
DISC-MEDIA-0290,community,retrieved_extracted,trafilatura,782,91e0a19bf26758493c8afe27d97f508617d3f89e380b74ecb2d234daf10cd1f9,
DISC-MEDIA-0291,community,retrieved_extracted,trafilatura,1045,da286c5706375186db638b2c0f060cc1cd444d28160eb4043b0fce1e1d9dcd71,
DISC-MEDIA-0292,government,retrieved_extracted,trafilatura,696,1441f9fc4aabda21696afc9700291d510a1d6435c02ddbc07fd06e54be24183b,
DISC-MEDIA-0293,government,retrieved_extracted,trafilatura,1237,0886ef3f59d5a6f4c83f0e537faba09ca53ebdb046bbc2434cd0ec7c63944ce2,
DISC-MEDIA-0294,labour,retrieved_extracted,trafilatura,1143,795aac7d2a88f4226b3098be8fdffd56d0c633e439e973190b3346d3f467bb38,
DISC-MEDIA-0295,government,retrieved_extracted,trafilatura,103,3af9a39e7207a95a710c8b092a74c281775788c93a0b347c63195f5881e9b7b0,
DISC-MEDIA-0296,government,retrieved_extracted,trafilatura,1554,154b8ceb7006abbcd65a011c1fe22441a9476b46580332fdef55bbaa8f8f8c05,
DISC-MEDIA-0297,government,retrieved_extracted,trafilatura,930,40e3418b419cfb3e13c8b036f6ccfe250d4903304b00f72d9da7e984bf631561,
DISC-MEDIA-0298,government,retrieved_extracted,trafilatura,194,7b25923fae9b3929e67ad4d0050459ac9d539d0ec3f2ec0dff2a4efc35c4362b,
DISC-MEDIA-0299,government,retrieved_extracted,trafilatura,2908,af4290b354073ab0b6704b475e558bbe4847eacef1bbd434010fbb931c6d48e9,
DISC-MEDIA-0300,investor,retrieved_extracted,trafilatura,422,55966bacfd91eda497632371e78b5d8f8366f7d03cafeea5c337b15e08103394,
DISC-MEDIA-0301,community,retrieved_extracted,trafilatura,794,09037be0e9a3e8ea1b7d4cace4314c5ce65466e9bd8c034ca37096631be42a16,
DISC-MEDIA-0302,community,retrieved_extracted,trafilatura,688,1d1e6b3c61688483672cededfac39f6c0559fe2d683c5ac91b74396fe1caa730,
DISC-MEDIA-0303,investor,retrieved_extracted,trafilatura,1133,5231aeb62760334b937c7b829f1e68eeb5d22ddcb3b384c046858510b801f9e6,
DISC-MEDIA-0304,government,retrieved_extracted,trafilatura,1252,efd5b6d54c3d1044f4a93ff57659bd0c488d3522bfce8fbeb3f15c0469f0fc03,
DISC-MEDIA-0305,government,retrieved_extracted,trafilatura,936,d952d2045ef0ea5fad8951be194ce5e7567ca00a46538597e37f397a1fb2a410,
DISC-MEDIA-0306,government,retrieved_extracted,trafilatura,3801,a513a989de43430d10b0ef5e4f680b1ff2e81446729579df32655f9bdde32b3e,
DISC-MEDIA-0307,government,retrieved_extracted,trafilatura,1641,9020617a9ecf5d1d8f4c2eb539f8a468debd4fad03a2a7fcdf40b4c4325a0d6e,
DISC-MEDIA-0308,government,retrieved_extracted,trafilatura,614,575b818c5e6fa2904c56cc3530405c6ee54d3da0b1cbf90af22e4a0b861c8bdd,
DISC-MEDIA-0309,labour,retrieved_extracted,trafilatura,1348,28eddbe3812b35def2472917d10282725da72913130c683c5414639598ccf486,
DISC-MEDIA-0310,labour,retrieved_extracted,trafilatura,1404,6c0b4ad67a51f642d52b83b3f0be6f01aa109f525a61a66dc01b47d41e3827d0,
DISC-MEDIA-0311,government,retrieved_extracted,trafilatura,1416,72ab94733021819c5a7f81d29abfb64f7e2a5913f30b7d63ff6525491dfcddf7,
DISC-MEDIA-0312,government,retrieved_extracted,trafilatura,1245,319bd512da0b9d9c97cab89ae4bfcf288a145a5871ff76705467bd8692bb0f4c,
DISC-MEDIA-0313,investor,retrieved_extracted,trafilatura,823,59e14213fd607d8ff4a382704190cd66902be8860797ad823e070d6ae1f6a524,
DISC-MEDIA-0315,government,retrieved_extracted,trafilatura,1539,1277cbabc09c7a87e5ef32563609fab3c15a73a6eae6d9ae83305d9ca4aa2e4c,
DISC-MEDIA-0316,government,retrieved_extracted,trafilatura,1789,3e0bb8493e9c512ec0cb82e3a72aae19307051ba171e89c0990cdb97f036ebfd,
DISC-MEDIA-0317,government,retrieved_extracted,trafilatura,1830,8dad53853a7b607b6406824bf41247956bd78ce51538b438859c754906695449,
DISC-MEDIA-0318,government,retrieved_extracted,trafilatura,887,38246018313ccd3e3cba19dab33ef2706fafffb9dd7e562e791e71a8dc5286a5,
DISC-MEDIA-0319,investor,retrieved_extracted,trafilatura,852,25d2f261f5b0c83dda9cba15102af8663a9f76c11d46426640fac91daf2989af,
DISC-MEDIA-0320,investor,retrieved_extracted,trafilatura,743,abcfe0380c222ff09f810073cbd5bf73de9bb1297b7ea2e8235e451f8fdd3301,
DISC-MEDIA-0322,government,retrieved_extracted,trafilatura,925,4ff38d9a3db5b4d4391b696ffa5a658c93fb72ac75903f2d3aebd42c95f1ba94,
DISC-MEDIA-0323,labour,retrieved_extracted,trafilatura,2899,78445ef80f0150182ef25f99d4315e192bc6803e0029d1c337809b42298488f3,
DISC-MEDIA-0324,labour,retrieved_extracted,trafilatura,1419,66d35f7875bbeeb7c0859000b702eb3bdbf9bfe0891dcb0f0efed28527a356a7,
DISC-MEDIA-0325,government,retrieved_extracted,trafilatura,2318,ba0fb09922e1f5807ecba042254928f5d28b2a33babc3bb3f3f38aeea40d0d74,
DISC-MEDIA-0326,government,retrieved_extracted,trafilatura,837,242f62f2211dcb7f97fa505b73405f0177102f8a4732d661cd1091a41ee786e7,
DISC-MEDIA-0327,government,retrieved_extracted,trafilatura,1508,3eb2e0b433d6dbc05c1ee722b11adf222fdfc430fdb9ead62d77019194c9caf9,
DISC-MEDIA-0328,labour,retrieved_extracted,trafilatura,1214,1e0ef290c2d7535f7da253d76ba3a03df5923e71c7404ab91353fb3b6562283f,
DISC-MEDIA-0329,community,retrieved_extracted,trafilatura,1224,6ee460213753281f17fafa583f0fd8a9cb1276530d20966d9c9efbd3fedeb6da,
DISC-MEDIA-0330,government,retrieved_extracted,trafilatura,1136,afe6e832c9f5945f443cf693a503a5adec07d15d2a79d9e0da05633f6aa9cedb,
DISC-MEDIA-0332,government,retrieved_extracted,trafilatura,1257,bcdb544cc71ae1a4b156807847d6d44cc43479ee69989d0397d17e770378e4f5,
DISC-MEDIA-0333,government,retrieved_extracted,trafilatura,769,297b49c076d858dcffdf02a0a08c3152f63d1347305a7420ea427974ca58277d,
DISC-MEDIA-0334,government,retrieved_extracted,trafilatura,982,ad60abfaf0bc02ca00f51440080a543d464241d128bb081ddbea5327c5aa1c03,
DISC-MEDIA-0335,government,retrieved_extracted,trafilatura,806,9da601479417fa6c0c730bf77c2ddc27d748e6379e0e1f5b32360c64690abe9e,
DISC-MEDIA-0338,government,retrieved_extracted,trafilatura,1270,f7e657517d373af5385ae86ad881cb0d593e463957500dcb31bc8f9a940c164a,
DISC-MEDIA-0339,government,retrieved_extracted,trafilatura,918,f004e7be62fc7f5142d05a186f21be316dd9145e342d73fe415bc0e64b019a98,
DISC-MEDIA-0340,investor,retrieved_extracted,trafilatura,1557,944cc74f52b3c897fe12b4698806a8ec2600589a8c60cf7266d6a78a3d43d7f9,
DISC-MEDIA-0341,government,retrieved_extracted,trafilatura,1167,c08685106af0758e709a413f7b2abbf9c0223765d08bbba72f5d3b600ea40c14,
DISC-MEDIA-0343,government,retrieved_extracted,trafilatura,726,c7b4434e861430f9b4fe28b53e1fde69121ba9c67c8f0203b60ff666161d7fe1,
DISC-MEDIA-0344,government,retrieved_extracted,trafilatura,1297,46da213a8985e9640a29cfb84c345d36848455480aba01dd775b281d21bdf0b2,
DISC-MEDIA-0345,government,retrieved_extracted,trafilatura,1442,86fedc37865ae2c6f6081fafa573f97614edb25ec7102e53107371a2f085801b,
DISC-MEDIA-0346,community,retrieved_extracted,trafilatura,1450,cd01da148269c1380526b9d0004b480d0bd42fca41485af3df42b3ea9d4152c7,
DISC-MEDIA-0347,government,retrieved_extracted,trafilatura,1189,222cd22249849a7ddfec616df96ffd9bd30f28b092f3fbf55cfec05b75cd9bbf,
DISC-MEDIA-0348,government,retrieved_extracted,trafilatura,1044,bf99256c43ed1430c38ac30e319b6eb4d7589688db101d258a4fc058b8d36667,
DISC-MEDIA-0349,government,retrieved_extracted,trafilatura,1063,1643df384cac32664c7777c6d6c482221db3fcf004df2ed9c96ade7e12c372cc,
DISC-MEDIA-0350,labour,retrieved_extracted,trafilatura,467,f598e04a4656e4c042e3e1d93934382164c6f852ee8e83490a6b91b1e419c25e,
DISC-MEDIA-0351,government,retrieved_extracted,trafilatura,2518,35d87b55c8fa1edd9c16f50d5164b15b7c0bd1b5697f5b29a680176429c345b9,
DISC-MEDIA-0352,labour,retrieved_extracted,trafilatura,509,0dfd3c5b1a7ec8e8db4e2592e377ec712cfa74a093a85ef0db57801208811018,
DISC-MEDIA-0353,government,retrieved_extracted,trafilatura,786,0c967136c0913ea637c9517d6c7552939577c0b13ca335348cf61b5cf6a78b6f,
DISC-MEDIA-0354,government,retrieved_extracted,trafilatura,619,1f58e49c26aac36f5030e2e5a16740ba1ba6c50dbe622aa047dd9e9b8eaeb4a3,
DISC-MEDIA-0355,government,retrieved_extracted,trafilatura,2387,db410cbc56031ec1ebcc34d90cda23ef1389bcf5383154385fb32883a85518c0,
DISC-MEDIA-0356,investor,retrieved_extracted,trafilatura,933,85885c7ae8a320961a771d221d26bdff9967c31bc3212e22561eb33225ce1dbe,
DISC-MEDIA-0358,government,retrieved_extracted,trafilatura,655,3b12394e56ef069bf74e65bc6683f799c6e5389a9290ab8185e044e1e4d7b58d,
DISC-MEDIA-0359,government,retrieved_extracted,trafilatura,784,4c734e06f951e219de5107c887924d79550bdfca9e36b84e64774877adb9010f,
DISC-MEDIA-0361,government,retrieved_extracted,trafilatura,847,68b8c75bb8cbf79b4a9d7c96ea08221f56f106aaae34c34a6286df9624787a4a,
DISC-MEDIA-0363,labour,retrieved_extracted,trafilatura,964,f8d38b13acaf84ebef6c02277721235545a2128f4e90ee996d10001a8e0ef9b4,
DISC-MEDIA-0364,investor,retrieved_extracted,trafilatura,638,b7ac5bd50d810b18db59b406f3e62e66e3b9f7b2dc6691e33e3c2c583cbe2a05,
DISC-MEDIA-0365,investor,retrieved_extracted,trafilatura,655,ca09e1748b29c21a789530c8bd4f7d7cd7601dc764480f4e71e2bc6ed227ee27,
DISC-MEDIA-0368,investor,retrieved_extracted,trafilatura,449,9d1802c34777fea746142b808e317081bc0e5746c1377f15c8d8d9f5633cdca5,
DISC-MEDIA-0369,investor,retrieved_extracted,trafilatura,902,b97064b807c8aacc8e94ac77d28a255b756541453e725582f1b17c1906ce8151,
DISC-MEDIA-0371,labour,retrieved_extracted,trafilatura,606,aef0547eebff22a93149ccb8c07948357409fa59d8781c07a796fcbe8587f52a,
DISC-MEDIA-0372,labour,retrieved_extracted,trafilatura,663,ba9bcdefff3afe34da28b4a8ff0de6d8962d9355a32ebc379121fcf86eb4fc93,
DISC-MEDIA-0374,investor,retrieved_extracted,trafilatura,694,218b40d0d6d7c6218276f1f290f0840f03b7c4f6d9871f007c1cdc979f5b2bd8,
DISC-MEDIA-0376,government,retrieved_extracted,trafilatura,580,85f55e090022ba5dc9e09f71d1aa5615d6fe78d9b493463d13d7979bf8702b6b,
DISC-MEDIA-0381,investor,retrieved_extracted,trafilatura,1304,bcfb8994048e81582ed641412bd5e0f88bf97aaaa568386dc69e22ad61831200,
DISC-MEDIA-0383,investor,retrieved_extracted,trafilatura,772,a1cd7ee349ed4c32d3de2e488e7f843427e2f6a4edb540d28e1f0381b8f3eee7,
DISC-MEDIA-0385,government,retrieved_extracted,trafilatura,317,59cfba9527d24fd21649620ca83d9b32407c3fb3e76e6f3cb68962f2beb31c8e,
DISC-MEDIA-0387,community,retrieved_extracted,trafilatura,1305,facf30d00fda7365fe0fffdaf42b1654e65b3eb46a2dc9a6325e69695446d161,
DISC-MEDIA-0389,community,retrieved_extracted,trafilatura,1025,c0435d67c6d8eb88ff198fdbbd014d50ec5ee82f2976825323b26db1006f095d,
DISC-MEDIA-0393,labour,retrieved_extracted,trafilatura,807,75c133f718eb597b2f6845c1b812b6927426b69c7334f51afe77e6c5b8059794,
DISC-MEDIA-0394,government,retrieved_extracted,trafilatura,937,96f33dea53fc74ddbbd028da7ca302603433c5937dfebe02dcb5f01fb22e9b27,
DISC-MEDIA-0396,labour,retrieved_extracted,trafilatura,538,4e8abb742c15b35ef1a15a40b1da15954d05c9903be2535d347ac72cf78a593a,
DISC-MEDIA-0397,government,retrieved_extracted,trafilatura,862,1cd08ba680250afc6901dcd4c4eda75efdec2778b1ea38c5415abfd771b0b0a9,
DISC-MEDIA-0399,government,retrieved_extracted,trafilatura,795,fb4af15fae39d71e0ef589961582617a7397b0312b752463da2a9c64440bfe30,
DISC-MEDIA-0401,labour,retrieved_extracted,trafilatura,585,bb3c6b29fd825db2f53928fca4b5a39f3436c35d1001f7e4a6772d0943457089,
DISC-MEDIA-0404,government,retrieved_extracted,trafilatura,756,e24514ba0d76d500eda3bca1d868744fc77e6842cc74386088accc1f694f4152,
DISC-MEDIA-0405,government,retrieved_extracted,trafilatura,687,64b73f39b797a931dd6bd52a2f6c702514268d81af65b4aef432c276140eb51f,
DISC-MEDIA-0406,government,retrieved_extracted,trafilatura,660,2fa99852690d3ba4807306f7bc6443b153406bb3d01fa66f4071d2df96920e01,
DISC-MEDIA-0407,government,retrieved_extracted,trafilatura,613,198d40a7347928119a3f280361433f4b41be2c3c1b5de14935993f3897c3a98c,
DISC-MEDIA-0408,government,retrieved_extracted,trafilatura,451,e76cfe0f2c65d9fac04f449ec1ef422205ffd344231c7144ae7fcb564ec55d4c,
DISC-MEDIA-0410,government,retrieved_extracted,trafilatura,544,2ba728911f5dd054ca3f211263e26cce183a060eef1016caea785c467c2656cc,
DISC-MEDIA-0411,government,retrieved_extracted,trafilatura,517,da17392a66fc5b7d43a96af39fc82314a7db3c20238daae90bf50ef55bb94fe5,
